County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,682812,63556,53587,609,540,69
Linn,286785,21777,19470,330,294,36
Black Hawk,210959,17062,14940,306,283,23
Johnson,207861,15033,13356,81,76,5
Scott,206836,20686,17645,236,215,21
Dubuque,187354,14477,12447,204,189,15
Story,160206,11126,9898,47,41,6
Woodbury,144264,16263,14213,222,204,18
Dallas,126294,12278,10528,96,84,12
Pottawattamie,118157,11925,10113,164,145,19
Marshall,81480,5139,4656,75,67,8
Warren,75933,6111,5272,86,76,10
Cerro Gordo,75444,5662,5000,87,73,14
Webster,67651,5370,4942,92,77,15
Clinton,62218,5891,5077,91,79,12
Des Moines,55212,4789,4290,65,54,11
Muscatine,54632,4966,4330,97,88,9
Lee,53102,3932,3590,55,42,13
Jasper,51029,4423,3945,70,65,5
Wapello,46512,4615,4087,121,117,4
Sioux,44702,5258,4863,73,70,3
Buena Vista,44645,4876,4137,40,36,4
Boone,43982,2787,2475,33,31,2
Poweshiek,43197,1606,1483,33,30,3
Marion,41949,3763,3443,75,64,11
Washington,40847,2664,2389,50,46,4
Winneshiek,39186,2029,1847,33,28,5
Bremer,38964,2939,2693,60,51,9
Plymouth,37854,4289,3750,79,71,8
Benton,36770,2672,2415,55,44,11
Carroll,36010,3017,2702,52,43,9
Henry,35766,3021,2793,37,36,1
Fayette,35690,1917,1777,41,36,5
Hardin,34365,1949,1711,42,34,8
Tama,32409,2200,1979,71,67,4
Buchanan,30708,1993,1796,31,26,5
Cedar,30635,1944,1749,23,21,2
Mahaska,30496,2373,2136,50,45,5
Clay,30163,2233,1966,25,20,5
Iowa,29438,1527,1414,24,22,2
Butler,29180,1716,1573,34,30,4
Delaware,28102,2088,1886,39,35,4
Crawford,27297,2864,2553,40,35,5
Dickinson,26496,2629,2192,43,37,6
Kossuth,25992,2256,2007,64,56,8
Jones,25826,3059,2836,56,51,5
O'Brien,25798,2126,1852,60,55,5
Jackson,25409,2320,2100,42,39,3
Floyd,25145,1739,1476,42,32,10
Clayton,24692,1761,1571,55,46,9
Hamilton,23158,1975,1714,49,45,4
Mills,21143,1758,1533,20,17,3
Page,21067,1972,1834,21,19,2
Harrison,21062,1905,1635,73,69,4
Hancock,20952,1540,1368,34,27,7
Allamakee,20869,1545,1437,51,41,10
Cherokee,20715,1678,1496,38,30,8
Wright,20543,1875,1733,35,28,7
Cass,20516,1438,1276,54,48,6
Madison,20383,1696,1482,19,15,4
Jefferson,20276,1426,1274,35,29,6
Sac,19733,1367,1215,19,19,0
Franklin,19253,1233,1084,21,19,2
Grundy,19143,1432,1305,32,27,5
Palo Alto,18588,1172,1033,23,22,1
Guthrie,18363,1267,1115,29,24,5
Calhoun,18154,1384,1311,12,12,0
Monona,17935,877,763,30,28,2
Mitchell,17722,1364,1211,41,38,3
Appanoose,17495,1438,1202,47,43,4
Chickasaw,17248,1295,1202,15,13,2
Winnebago,17236,1479,1307,31,26,5
Louisa,17123,1338,1199,49,42,7
Shelby,17049,1351,1200,37,33,4
Union,16862,1315,1180,32,26,6
Emmet,16831,1377,1169,40,38,2
Howard,16663,1076,997,22,18,4
Lyon,15976,1563,1456,41,37,4
Keokuk,15560,1018,906,31,31,0
Humboldt,15346,1229,1146,26,23,3
Greene,14771,817,744,10,10,0
Montgomery,14239,1093,947,37,35,2
Clarke,13288,1044,951,24,22,2
Worth,12951,757,674,8,7,1
Pocahontas,12791,887,810,21,21,0
Ida,12398,1009,836,33,31,2
Adair,12199,969,806,32,22,10
Audubon,12087,514,470,9,8,1
Davis,10842,871,763,24,23,1
Pending Investigation,10539,1023,951,0,0,0
Decatur,10316,605,577,9,9,0
Monroe,9628,990,887,28,21,7
Ringgold,9542,554,508,24,18,6
Lucas,9257,788,725,23,18,5
Osceola,8790,803,693,16,13,3
Taylor,8498,678,633,12,10,2
Van Buren,8329,580,528,18,15,3
Fremont,7225,650,578,9,7,2
Wayne,6822,563,488,23,18,5
Adams,5472,342,315,4,4,0
