RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19013,38687,34752,3935
19019,6332,5901,431
19081,2882,2575,307
19153,122485,114853,7632
19147,2630,2492,138
19191,6537,5976,561
19169,24105,22708,1397
19109,4572,4169,403
19127,11207,9075,2132
19139,12512,9378,3134
19193,24982,22100,2882
19103,53329,49855,3474
19091,2530,2242,288
19101,4617,4107,510
19123,4733,4191,542
19083,5188,4509,679
19045,11538,10583,955
19149,7602,5775,1827
19161,3016,2785,231
19049,23190,21654,1536
19179,8543,6672,1871
19163,43649,40291,3358
19121,3958,3777,181
19033,13728,12687,1041
19171,5391,4706,685
19141,4211,3817,394
19047,4744,3602,1142
19055,5001,4343,658
19043,5403,4950,453
19187,9934,9079,855
19021,6673,4102,2571
19093,1881,1614,267
19077,3273,3057,216
19057,10001,9429,572
19039,2813,2225,588
19017,8359,7547,812
19053,1845,1676,169
19099,9341,8543,798
19085,3597,3330,267
19089,2455,2139,316
19125,8907,7148,1759
19009,1905,1800,105
19025,3168,2972,196
19113,67377,60958,6419
19063,2816,2587,229
19197,4226,3495,731
19131,3180,3129,51
19119,2516,2398,118
19023,4889,4623,266
19137,3056,2631,425
19189,2948,2504,444
19129,3572,3373,199
19115,3081,2191,890
19181,12898,12212,686
19067,4270,4031,239
19029,4417,4197,220
19035,3516,3232,284
19145,4163,3792,371
19069,2976,2723,253
19151,1875,1711,164
19061,32578,31553,1025
19037,3730,3200,530
19105,5770,5061,709
19097,5455,5231,224
19027,6563,5804,759
19005,4038,3923,115
19071,1689,1543,146
19173,1810,1774,36
19155,21678,19991,1687
19167,8191,6814,1377
19011,7543,6839,704
19157,5009,4747,262
19031,5829,5347,482
19111,8042,7192,850
19087,4784,4415,369
19041,4458,4233,225
19075,4104,3824,280
19107,2516,2302,214
19183,6116,5641,475
19015,7962,7571,391
19095,5114,4631,483
19195,2019,1901,118
19051,1836,1755,81
19133,2679,2547,132
19185,1558,1431,127
19159,1483,1458,25
19007,3322,3031,291
19079,4811,4290,521
19177,1528,1402,126
19117,2062,1782,280
19143,1544,1408,136
19065,6448,6020,428
19059,5458,5315,143
19135,1980,1756,224
19073,2682,2344,338
19165,3543,3403,140
19003,1098,1070,28
19001,2007,1798,209
19175,3134,3023,111
,27,21,6
