ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19169,23925,23001,924
19069,2315,2140,175
19181,9159,8688,471
19013,43675,39197,4478
19145,4489,3863,626
19017,8682,7730,952
19103,53115,50450,2665
19113,67301,60643,6658
19153,118156,111456,6700
19009,1546,1450,96
19083,4829,3688,1141
19163,46746,42833,3913
19033,16635,15502,1133
19061,34885,33812,1073
19045,9245,8204,1041
19155,31113,26820,4293
19079,3984,3660,324
19165,3276,3238,38
19197,4256,2776,1480
19027,5599,4831,768
19167,8615,6287,2328
19015,6474,6195,279
19105,3751,3146,605
19049,18695,17231,1464
19037,2250,1952,298
19187,9825,8996,829
19185,2178,1846,332
19099,7754,7259,495
19147,2365,2283,82
19067,4257,3543,714
19109,4242,3868,374
19063,3155,2860,295
19127,8473,5967,2506
19081,2591,2039,552
19139,11019,6921,4098
19193,26888,24143,2745
19091,2223,1908,315
19101,4183,3429,754
19149,6925,4147,2778
19047,5101,3643,1458
19179,7593,7158,435
19171,5335,4395,940
19143,1159,1039,120
19055,3365,2794,571
19065,7646,6838,808
19021,7166,4050,3116
19035,2899,2729,170
19125,10649,6973,3676
19041,5597,5547,50
19029,7380,7152,228
19117,2108,1802,306
19039,4044,2795,1249
19135,2135,1936,199
19095,3631,3165,466
19087,4429,3875,554
19157,4455,4317,138
19031,4017,3816,201
19137,2346,1847,499
19073,2330,1995,335
19111,8297,7146,1151
19107,1177,1077,100
19057,11907,11375,532
19129,3210,3125,85
19173,1602,1602,0
19189,2521,2134,387
19133,1477,1372,105
19011,4663,4307,356
19043,4823,4255,568
19141,3735,3510,225
19123,4276,4027,249
19085,2121,1934,187
19175,2690,2576,114
19071,1137,1066,71
19097,5031,4909,122
19003,1120,1120,0
19023,2845,2780,65
19177,976,914,62
19121,3825,3747,78
19077,2616,2440,176
19159,1426,1426,0
19025,2954,2854,100
19183,4146,3766,380
19151,1231,1101,130
19059,4732,4617,115
19131,3349,3349,0
19075,2985,2785,200
19115,3603,2110,1493
19005,4132,4087,45
19001,1609,1356,253
19191,4380,3867,513
19019,4001,3811,190
19053,1737,1632,105
19161,2195,2195,0
19195,1155,1155,0
,4255,4255,0
19089,1366,1279,87
19119,1976,1951,25
19051,3542,1965,1577
19093,1543,1182,361
19007,3217,2844,373
