County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,696655,64217,54386,619,546,73
Linn,293039,21995,19640,333,297,36
Black Hawk,214727,17176,15057,307,284,23
Scott,211875,21030,18105,239,217,22
Johnson,211768,15211,13563,83,77,6
Dubuque,191481,14559,12628,207,191,16
Story,162536,11266,10085,48,42,6
Woodbury,146999,16346,14450,228,209,19
Dallas,128554,12381,10645,97,84,13
Pottawattamie,120659,12093,10310,166,146,20
Marshall,82763,5173,4683,75,67,8
Warren,77591,6192,5343,88,78,10
Cerro Gordo,76869,5747,5045,89,74,15
Webster,68650,5384,4963,92,77,15
Clinton,63710,5955,5160,92,79,13
Des Moines,56431,4846,4313,66,55,11
Muscatine,55766,5026,4404,99,90,9
Lee,54020,3950,3612,55,42,13
Jasper,52084,4460,3986,70,65,5
Wapello,47255,4629,4107,122,118,4
Sioux,45975,5276,4915,74,70,4
Buena Vista,45328,4889,4155,40,36,4
Poweshiek,44639,1614,1489,33,30,3
Boone,44549,2803,2503,34,31,3
Marion,42546,3796,3468,75,64,11
Washington,41603,2684,2406,50,46,4
Winneshiek,40165,2041,1874,33,28,5
Bremer,39512,2953,2707,60,51,9
Plymouth,38474,4296,3826,79,71,8
Benton,37398,2699,2431,55,44,11
Carroll,36686,3047,2719,52,43,9
Fayette,36495,1924,1788,41,36,5
Henry,36357,3042,2808,37,36,1
Hardin,35095,1971,1728,43,34,9
Tama,32811,2209,1982,71,67,4
Cedar,31397,1969,1784,23,21,2
Buchanan,31325,2006,1827,31,26,5
Mahaska,30888,2391,2147,50,45,5
Clay,30829,2250,2020,25,20,5
Iowa,29881,1540,1422,24,22,2
Butler,29653,1726,1577,34,30,4
Delaware,28674,2114,1931,39,35,4
Crawford,27911,2879,2561,40,35,5
Dickinson,26972,2660,2286,43,37,6
Kossuth,26440,2265,2035,64,56,8
Jones,26406,3080,2853,57,51,6
O'Brien,26262,2138,1878,60,55,5
Jackson,25851,2334,2118,42,39,3
Floyd,25835,1765,1490,42,32,10
Clayton,25210,1770,1584,56,47,9
Hamilton,23503,1978,1724,49,45,4
Hancock,21559,1558,1381,34,27,7
Harrison,21542,1924,1655,73,69,4
Page,21472,1981,1859,21,19,2
Mills,21416,1779,1542,21,18,3
Allamakee,21249,1552,1442,51,41,10
Cherokee,20955,1683,1510,38,30,8
Madison,20867,1725,1495,19,15,4
Wright,20864,1890,1742,36,29,7
Cass,20851,1456,1282,54,48,6
Jefferson,20581,1430,1280,35,29,6
Sac,20287,1373,1232,19,19,0
Franklin,19548,1256,1096,21,19,2
Grundy,19420,1438,1313,32,27,5
Palo Alto,18985,1177,1059,23,22,1
Guthrie,18706,1283,1141,29,24,5
Calhoun,18462,1399,1314,13,12,1
Monona,18290,882,776,30,28,2
Mitchell,18003,1366,1218,42,39,3
Appanoose,17951,1453,1210,47,43,4
Winnebago,17643,1511,1314,31,26,5
Chickasaw,17563,1301,1206,15,13,2
Shelby,17459,1359,1217,37,33,4
Louisa,17397,1340,1212,49,42,7
Union,17280,1355,1194,32,26,6
Emmet,17185,1400,1208,40,38,2
Howard,16902,1086,1001,22,18,4
Lyon,16521,1577,1477,41,37,4
Keokuk,15804,1021,910,31,31,0
Humboldt,15532,1232,1153,26,23,3
Greene,15034,821,748,10,10,0
Montgomery,14469,1103,957,37,35,2
Clarke,13454,1048,957,24,22,2
Worth,13222,776,684,8,7,1
Pocahontas,13185,895,815,22,22,0
Ida,12633,1012,844,34,32,2
Adair,12327,980,807,32,22,10
Audubon,12313,518,476,9,8,1
Davis,11160,877,770,24,23,1
Decatur,10412,610,581,9,9,0
Pending Investigation,10179,1028,954,0,0,0
Ringgold,9824,563,515,24,18,6
Monroe,9748,994,894,28,21,7
Lucas,9416,796,727,23,18,5
Osceola,9090,804,708,16,13,3
Taylor,8723,678,633,12,10,2
Van Buren,8514,579,534,18,15,3
Fremont,7369,654,590,9,7,2
Wayne,7167,572,491,23,18,5
Adams,5667,349,321,4,4,0
