RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19181,46788,1649,21931,1277
19153,491178,21508,228552,12566
19155,73248,3096,34031,2090
19057,29629,1245,13764,856
19041,13272,334,6280,378
19111,24200,801,10952,1495
19121,13585,374,6448,315
19177,4386,115,2038,195
19049,93190,3432,43730,2298
19063,7459,351,3399,310
19065,16763,463,7873,554
19039,7183,254,3118,693
19109,12418,383,5750,535
19163,140302,5296,64954,5098
19139,36374,1224,15682,3786
19083,14228,292,6515,906
19067,12788,358,5972,486
19033,40666,1244,18896,1630
19193,78306,3180,35336,4454
19013,118845,4026,54774,5271
19149,18868,505,8153,2057
19027,19270,425,8926,993
19015,26487,809,12480,718
19019,17408,507,8147,607
19117,5892,141,2685,381
19187,31279,997,14480,1322
19035,9436,217,4432,355
19101,13488,533,6127,701
19169,97891,3649,45790,2662
19021,16197,582,6333,2949
19165,10747,209,5160,218
19103,172971,5025,81647,4652
19125,25334,753,11238,2105
19081,8037,154,3718,447
19119,6741,111,3234,162
19113,231649,7167,108176,8130
19009,5221,91,2491,148
19123,14246,442,6517,770
19099,32662,1026,15042,1552
19191,19619,466,9147,859
19017,23347,685,10817,1028
19077,9831,332,4586,327
19141,10881,242,5067,505
19145,12268,452,5656,504
19127,36593,1359,16381,2472
19061,100125,2097,48167,1694
19195,5894,129,2795,175
19091,7332,170,3407,348
19045,36906,1242,17141,1382
19133,7138,146,3388,216
19003,3046,78,1456,56
19171,15405,479,7071,784
19029,11813,271,5596,350
19135,5468,144,2507,310
19179,24423,799,10663,2298
19173,4529,95,2182,70
19087,15306,451,6661,1533
19161,7929,138,3729,333
19095,15697,442,7296,663
19007,8864,259,4098,409
19105,18935,413,8759,1004
19189,8378,230,3788,572
19167,21587,506,9726,1629
19055,13857,312,6359,827
19097,16368,334,7834,366
19043,13348,232,6278,560
19129,11636,399,5482,273
19085,10623,378,4947,351
19023,13350,330,6301,418
19185,4123,180,1889,165
19005,10530,316,4999,216
19073,7783,244,3517,505
19159,4083,75,1985,38
19079,14224,341,6611,661
19115,7789,221,3276,1016
19183,19331,555,9047,682
19137,8273,281,3736,520
19175,9778,314,4606,252
19047,12631,320,5504,1303
19107,7274,167,3408,291
19151,5418,160,2525,208
19075,11824,317,5523,461
19025,8989,191,4234,330
19011,22658,636,10569,884
19197,10693,242,4778,895
19147,7161,180,3381,219
19131,8151,163,3900,188
19069,8224,207,3827,363
19053,4775,130,2211,223
19037,9736,230,4416,674
19031,17385,461,8133,658
19089,6989,182,3185,437
19157,17142,467,8116,443
19071,4967,122,2324,197
19059,16221,431,7766,258
19093,4946,134,2208,396
19001,5551,160,2537,317
19051,5056,175,2364,153
19143,4282,84,1999,200
,89,5,39,6
