County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,678989,63372,53362,608,539,69
Linn,284804,21725,19418,330,294,36
Black Hawk,210007,17035,14913,306,283,23
Johnson,206762,14982,13306,81,76,5
Scott,205536,20598,17551,236,215,21
Dubuque,186333,14445,12407,203,189,14
Story,159412,11095,9839,47,41,6
Woodbury,143440,16221,14157,221,203,18
Dallas,125534,12250,10468,96,84,12
Pottawattamie,117332,11865,10051,162,143,19
Marshall,81138,5134,4648,75,67,8
Warren,75326,6069,5252,86,76,10
Cerro Gordo,75128,5642,4992,87,73,14
Webster,67497,5368,4935,92,77,15
Clinton,61776,5875,5052,91,79,12
Des Moines,54895,4767,4287,65,54,11
Muscatine,54201,4953,4314,97,88,9
Lee,52891,3921,3589,55,42,13
Jasper,50721,4418,3930,70,65,5
Wapello,46345,4614,4081,121,117,4
Buena Vista,44376,4867,4130,40,36,4
Sioux,44170,5247,4850,73,70,3
Boone,43653,2778,2472,33,31,2
Poweshiek,42743,1606,1482,33,30,3
Marion,41687,3754,3438,75,64,11
Washington,40468,2660,2383,50,46,4
Bremer,38729,2932,2687,60,51,9
Winneshiek,38461,2027,1842,33,28,5
Plymouth,37747,4281,3733,79,71,8
Benton,36627,2668,2407,55,44,11
Carroll,35895,3007,2697,52,43,9
Henry,35610,3013,2785,37,36,1
Fayette,35436,1915,1774,41,36,5
Hardin,34176,1942,1705,42,34,8
Tama,32284,2195,1979,71,67,4
Buchanan,30462,1992,1790,31,26,5
Cedar,30401,1930,1746,23,21,2
Mahaska,30388,2369,2133,50,45,5
Clay,29795,2228,1937,25,20,5
Iowa,29242,1524,1411,24,22,2
Butler,29098,1717,1570,34,30,4
Delaware,27799,2082,1874,39,35,4
Crawford,27059,2862,2553,40,35,5
Dickinson,26324,2620,2162,43,37,6
Kossuth,25826,2251,1998,63,55,8
O'Brien,25728,2120,1847,60,55,5
Jones,25636,3050,2829,55,51,4
Jackson,25307,2318,2096,42,39,3
Floyd,25057,1732,1472,42,32,10
Clayton,24581,1758,1568,55,46,9
Hamilton,23040,1969,1714,49,45,4
Mills,21066,1755,1524,20,17,3
Page,20947,1971,1824,21,19,2
Harrison,20872,1896,1632,73,69,4
Hancock,20867,1538,1364,34,27,7
Allamakee,20793,1546,1434,51,41,10
Cherokee,20650,1677,1490,38,30,8
Wright,20434,1871,1730,35,28,7
Cass,20418,1431,1273,54,48,6
Madison,20235,1686,1479,19,15,4
Jefferson,20129,1424,1274,35,29,6
Sac,19650,1359,1208,19,19,0
Franklin,19186,1230,1083,21,19,2
Grundy,19025,1433,1303,32,27,5
Palo Alto,18428,1169,1022,23,22,1
Guthrie,18234,1266,1111,29,24,5
Calhoun,18101,1382,1310,11,11,0
Monona,17895,870,761,30,28,2
Mitchell,17618,1364,1204,41,38,3
Appanoose,17428,1438,1200,47,43,4
Chickasaw,17160,1292,1201,15,13,2
Winnebago,17159,1471,1307,31,26,5
Louisa,17012,1336,1199,49,42,7
Shelby,16911,1350,1187,37,33,4
Union,16816,1314,1180,32,26,6
Emmet,16719,1374,1159,40,38,2
Howard,16601,1075,996,22,18,4
Lyon,15853,1554,1453,41,37,4
Keokuk,15408,1017,905,31,31,0
Humboldt,15261,1230,1142,26,23,3
Greene,14674,815,742,10,10,0
Montgomery,14149,1092,943,37,35,2
Clarke,13169,1042,948,24,22,2
Worth,12887,753,674,8,7,1
Pocahontas,12664,882,807,21,21,0
Ida,12335,1009,831,33,31,2
Adair,12156,968,806,32,22,10
Audubon,12008,513,470,9,8,1
Davis,10797,869,759,24,23,1
Pending Investigation,10699,1029,945,0,0,0
Decatur,10290,604,577,9,9,0
Monroe,9588,987,887,28,21,7
Ringgold,9532,556,507,24,18,6
Lucas,9214,785,725,23,18,5
Osceola,8696,797,685,16,13,3
Taylor,8440,678,634,12,10,2
Van Buren,8294,579,525,18,15,3
Fremont,7174,650,574,9,7,2
Wayne,6795,562,484,23,18,5
Adams,5451,342,315,4,4,0
