RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,0.4960880200587154,230541,12622
19161,0.41857833556218496,3735,334
19027,0.4940242995288867,8969,993
19013,0.45991709086475449,55057,5297
19017,0.47434362780304847,10857,1031
19019,0.415112160566706,8183,607
19195,0.4036038477171115,2802,177
19033,0.4848763250883392,18945,1638
19081,0.3935089369708373,3730,453
19169,0.5013334431664899,46020,2668
19139,0.459192762047628,15790,3801
19165,0.4712764099877772,5181,217
19009,0.48034934497816597,2492,148
19191,0.501925866639988,9166,868
19103,0.573812359401879,82028,4698
19065,0.4300254452926209,7893,557
19061,0.5144742115485402,48362,1702
19147,0.4051316677920324,3382,218
19183,0.4441611654905532,9069,687
19193,0.38769433695093449,35508,4466
19003,0.42059966685174907,1458,57
19173,0.3685672275771933,2185,71
19041,0.4168956043956044,6296,381
19125,0.4035726099900761,11310,2110
19123,0.33102511880515958,6539,775
19157,0.4632511889321228,8130,442
19099,0.44854107839182469,15128,1551
19073,0.4540954095409541,3530,506
19113,0.5158663643661835,108778,8172
19171,0.46825679363949215,7101,791
19109,0.42678728144197666,5783,539
19187,0.44215129233511588,14549,1326
19011,0.44928836030415289,10634,888
19045,0.4024855155183183,17297,1390
19067,0.4145249968034778,5983,501
19189,0.4221556886227545,3797,574
19131,0.3869261288494238,3905,191
19029,0.46385166718603929,5603,351
19135,0.36590112884390815,2507,313
19049,0.49748001669288308,44176,2315
19127,0.48322284030582438,16475,2549
19063,0.40269331016507389,3397,311
19159,0.41458929301185129,1990,39
19115,0.39057544177616679,3290,1020
19163,0.40814025430344105,65457,5128
19149,0.4072764825038726,8184,2070
19059,0.46581295631011707,7782,257
19093,0.38104956268221576,2218,396
19015,0.5066707326370359,12569,723
19141,0.40580237039191449,5073,508
19075,0.49002616088947029,5530,464
19091,0.3944339820046035,3419,351
19151,0.4133554917661278,2529,207
19055,0.42296161307389337,6366,829
19101,0.37676960918283688,6189,704
19005,0.3814568568714839,5004,217
19181,0.45383359888081456,22074,1283
19025,0.47362432767894088,4248,331
19083,0.4412323400213701,6526,907
19069,0.4170804369414101,3837,363
19023,0.4669990996606413,6324,419
19133,0.4192687173534533,3392,220
19085,0.3781763826606876,4963,350
19137,0.42976706665322175,3742,520
19111,0.37151261253231129,11005,1499
19197,0.4530329565355835,4795,896
19179,0.3721296005033029,10711,2302
19121,0.4159015791406537,6476,319
19143,0.36925142665323937,2000,200
19051,0.2812222222222222,2378,153
19047,0.4058858501783591,5522,1305
19145,0.40994241080293905,5683,510
19043,0.391190381218303,6298,567
19057,0.37885903456771116,13891,872
19007,0.36359246740704978,4107,411
19107,0.36189732578567249,3415,293
19077,0.46056693797361777,4596,327
19129,0.38242107353233176,5504,274
19021,0.47482161060142716,6353,2963
19087,0.41219805552771379,6686,1539
19079,0.49346781290191568,6628,662
19035,0.42661326212728087,4439,354
19001,0.40058724832214767,2548,317
19037,0.4273862398391017,4426,674
19095,0.495242214532872,7340,675
19167,0.32652417156792426,9747,1634
19089,0.3995413845817864,3206,453
19119,0.2893236920459379,3236,165
19185,0.3193603477720851,1892,165
19039,0.407131452900479,3126,699
19097,0.422655486393333,7848,368
19155,0.3917880823122975,34415,2102
19117,0.35651162790697679,2683,383
19031,0.47323777312503359,8156,659
19175,0.3974348500939466,4613,252
19071,0.3622126436781609,2323,198
19053,0.30940279542566709,2209,226
19177,0.3188529244747303,2050,196
19105,0.47410666795609499,8797,1008
,,38,6
