Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.1851113716295428,American Indian or Alaska Native
Asian,0.39527336273612387,Asian
Black,0.21825845985714843,Black
Native Hawaiian or Other Pacific Islander,0.37926727726894257,Native Hawaiian or Other Pacific Islander
Other Race,0.5618881457788116,Other Race
White,0.43483358283084069,White
