RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,0.5021003302996362,233288,12822
19161,0.41929842608785108,3740,336
19027,0.49709893379618155,9026,998
19013,0.4657923613862895,55783,5342
19017,0.47853323757082436,10950,1043
19019,0.42002361275088548,8268,626
19195,0.4084812356049316,2832,183
19033,0.48876325088339225,19080,1668
19081,0.3957666980244591,3753,454
19169,0.505153577643461,46357,2702
19139,0.46390399399962498,15904,3888
19165,0.47345905360572729,5201,222
19009,0.48398835516739449,2511,149
19191,0.5061777800010004,9243,876
19103,0.577775572317057,82567,4758
19065,0.4344529262086514,7965,572
19061,0.5173104787742393,48606,1734
19147,0.4065946432590592,3393,220
19183,0.44757568859549287,9137,694
19193,0.39139922604672819,35862,4494
19003,0.42282065519156028,1464,59
19173,0.3710178075477863,2199,72
19041,0.4192057942057942,6324,390
19125,0.4065197125071422,11399,2119
19123,0.33437429282643135,6594,794
19157,0.4662775616083009,8179,449
19099,0.45227914481645828,15255,1563
19073,0.45825832583258327,3563,510
19113,0.5209081365292494,109808,8285
19171,0.4743681025275899,7153,842
19109,0.4315803685951529,5844,549
19187,0.44485294117647058,14615,1357
19011,0.4519399493078573,10694,896
19045,0.407590083783842,17497,1427
19067,0.41829689298043729,6030,513
19189,0.4243770523469191,3818,576
19131,0.3907047043264689,3938,198
19029,0.4665783733250234,5638,351
19135,0.3688854288309329,2527,316
19049,0.5043711812354874,44792,2343
19127,0.48888719550915696,16666,2581
19063,0.40562554300608169,3424,311
19159,0.4160196158561504,1996,40
19115,0.39374716810149526,3318,1027
19163,0.41248272552228196,66149,5187
19149,0.41069229852643288,8259,2081
19059,0.4687681075443273,7825,265
19093,0.3846938775510204,2242,397
19015,0.5110162384691621,12673,733
19141,0.40820184686977387,5099,515
19075,0.4919064748201439,5549,468
19091,0.3958987235823394,3431,353
19151,0.42242030518205167,2585,211
19055,0.42554817471048148,6403,836
19101,0.37988521453949167,6242,708
19005,0.3845254621173376,5042,221
19181,0.45785567170559207,22258,1306
19025,0.47507240380637158,4260,333
19083,0.4438442360204203,6565,912
19069,0.42105263157894737,3871,369
19023,0.4698386314841748,6355,429
19133,0.4207777132907719,3404,221
19085,0.3793864331980924,4977,353
19137,0.4327921750529394,3768,524
19111,0.3768606827703004,11173,1511
19197,0.45597834739691137,4826,902
19179,0.3765620978581029,10827,2341
19121,0.4190843432488677,6520,327
19143,0.37361530715005039,2012,214
19051,0.287,2427,156
19047,0.40885850178359098,5564,1313
19145,0.4135831071688621,5716,532
19043,0.39221608068835836,6313,570
19057,0.38204121436086949,14008,879
19007,0.3665700949621761,4141,414
19107,0.3642397032988483,3433,299
19077,0.46814482177939939,4673,331
19129,0.38480375934873259,5538,276
19021,0.4795107033639144,6427,2981
19087,0.41535531722962817,6741,1547
19079,0.496716983686455,6669,669
19035,0.4283934134401424,4453,360
19001,0.40184563758389266,2557,317
19037,0.4314924997904969,4468,681
19095,0.4972194760257044,7363,684
19167,0.3291349878066275,9822,1650
19089,0.4028172089975977,3228,461
19119,0.2906848149723522,3247,170
19185,0.3305387362210837,1963,166
19039,0.41202767429483769,3170,701
19097,0.4261536087247286,7912,372
19155,0.39538227152758406,34740,2112
19117,0.3590697674418605,2703,385
19031,0.4770494443549686,8226,660
19175,0.40094763499714078,4646,262
19071,0.3635057471264368,2332,198
19053,0.3110546378653113,2220,228
19177,0.3204145371947757,2057,200
19105,0.4778298921715584,8860,1022
,,38,6
