County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,218588,40781,34216,407,371,36
Linn,94723,16431,14455,243,227,16
Scott,69515,13851,11608,147,139,8
Johnson,64506,10956,9674,47,43,4
Black Hawk,56887,12600,11095,218,205,13
Woodbury,49443,12128,10576,164,152,12
Dubuque,47626,10505,9321,135,127,8
Story,45524,7909,6956,29,25,4
Dallas,43058,7797,6482,65,55,10
Pottawattamie,39221,8107,6659,93,84,9
Warren,22107,3689,2894,33,31,2
Cerro Gordo,19661,4281,3629,61,51,10
Webster,18458,4382,3666,61,55,6
Clinton,17670,4072,3396,54,48,6
Muscatine,17304,3503,2971,75,68,7
Des Moines,17186,3458,2971,34,31,3
Marshall,16798,3970,3529,54,51,3
Jasper,14379,2834,2259,53,51,2
Wapello,13543,3084,2556,90,88,2
Sioux,13187,4294,3807,43,42,1
Lee,12844,2819,2108,24,20,4
Buena Vista,12778,3660,3114,25,22,3
Marion,12370,2654,2079,47,41,6
Plymouth,11204,3320,2821,51,45,6
Boone,10779,1854,1427,15,13,2
Benton,10252,1966,1717,37,33,4
Pending Investigation,9741,641,395,0,0,0
Washington,9572,1856,1477,28,27,1
Carroll,9527,2346,1999,27,21,6
Bremer,9431,2234,2002,44,40,4
Henry,9098,2449,2027,26,26,0
Dickinson,8619,1676,1430,15,13,2
Mahaska,8368,1697,1289,33,30,3
Jones,8155,2568,2360,47,46,1
Winneshiek,7891,1350,1010,18,16,2
Buchanan,7590,1421,1194,16,15,1
Crawford,7339,2092,1796,22,19,3
Fayette,7280,1364,1072,17,16,1
Cedar,7269,1359,1105,18,17,1
Jackson,7251,1759,1537,29,28,1
Tama,6913,1744,1517,55,53,2
Clay,6841,1521,1207,12,9,3
Poweshiek,6818,1178,1002,24,22,2
Hardin,6789,1436,1206,25,23,2
Wright,6766,1514,1289,17,15,2
Iowa,6562,1128,972,21,20,1
Delaware,6543,1615,1449,29,28,1
Mills,6526,1260,1095,14,13,1
Floyd,6284,1264,1077,33,25,8
Kossuth,6240,1479,1157,29,28,1
Hamilton,6129,1449,1181,22,22,0
Jefferson,6015,979,740,20,19,1
Madison,5869,940,735,8,7,1
Clayton,5600,1352,1137,42,37,5
Butler,5570,1249,1056,21,19,2
O'Brien,5526,1577,1352,53,49,4
Union,5495,1008,803,18,18,0
Harrison,5343,1407,1095,52,49,3
Cass,5090,1018,812,38,36,2
Page,5042,1346,1219,13,13,0
Winnebago,4983,1093,926,28,23,5
Allamakee,4900,1156,852,21,17,4
Cherokee,4841,1217,929,20,18,2
Hancock,4807,1153,894,24,19,5
Appanoose,4771,953,816,35,35,0
Grundy,4615,1057,877,16,13,3
Guthrie,4598,935,768,22,17,5
Mitchell,4557,1012,813,29,29,0
Calhoun,4556,1171,1080,9,9,0
Louisa,4443,1049,874,24,20,4
Sac,4419,1025,878,14,14,0
Chickasaw,4302,1020,898,11,10,1
Shelby,4240,929,771,24,24,0
Franklin,4115,874,742,17,16,1
Emmet,4114,991,804,24,23,1
Humboldt,3908,954,797,18,15,3
Clarke,3753,669,493,6,6,0
Lyon,3736,1234,1048,25,23,2
Palo Alto,3680,791,668,8,8,0
Howard,3507,697,561,16,12,4
Greene,3470,637,533,7,7,0
Montgomery,3449,730,482,15,14,1
Keokuk,3307,779,639,23,23,0
Monona,3045,538,452,15,14,1
Lucas,3020,559,326,7,7,0
Pocahontas,2967,705,585,11,11,0
Worth,2963,509,385,3,2,1
Adair,2929,591,447,17,13,4
Decatur,2729,417,332,3,3,0
Ida,2630,686,525,26,25,1
Davis,2569,628,508,18,17,1
Monroe,2564,621,447,16,15,1
Van Buren,2192,450,388,11,10,1
Fremont,2187,457,382,5,3,2
Taylor,2107,532,468,9,7,2
Audubon,2047,368,303,7,7,0
Osceola,2011,608,540,7,6,1
Ringgold,1928,355,239,7,6,1
Wayne,1799,366,299,21,17,4
Adams,1265,254,178,2,2,0
