RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19193,33325,29647,3678
19007,3794,3473,321
19049,31419,29800,1619
19153,163230,154929,8301
19111,9578,8674,904
19061,41761,40631,1130
19013,47369,43201,4168
19019,7212,6759,453
19081,3419,3092,327
19147,3079,2937,142
19191,7736,7085,651
19169,32811,30999,1812
19109,5351,4937,414
19127,12884,10716,2168
19139,14566,11409,3157
19103,66628,62895,3733
19091,3282,2987,295
19101,5387,4870,517
19123,5501,4930,571
19083,6204,5490,714
19045,13965,12962,1003
19149,8818,6929,1889
19161,3434,3190,244
19179,10240,8348,1892
19163,54273,50725,3548
19121,4912,4694,218
19033,15872,14745,1127
19171,6231,5533,698
19141,4863,4450,413
19047,5583,4420,1163
19055,6014,5317,697
19043,6094,5623,471
19187,12235,11355,880
19021,7568,4991,2577
19093,2235,1918,317
19027,8371,7586,785
19197,4713,3965,748
19125,10563,8746,1817
19035,4145,3848,297
19025,3607,3385,222
19113,84723,78077,6646
19009,2214,2102,112
19129,4317,4114,203
19037,4250,3699,551
19185,1769,1634,135
19039,3111,2507,604
19073,3272,2880,392
19015,9661,9202,459
19095,5961,5463,498
19087,5719,5158,561
19155,26980,25253,1727
19181,16418,15650,768
19041,5756,5501,255
19137,3544,3103,441
19071,2039,1892,147
19057,11809,11193,616
19053,2081,1900,181
19059,6860,6693,167
19023,5571,5268,303
19105,6993,6269,724
19079,5667,5121,546
19115,3514,2619,895
19107,2961,2734,227
19165,4614,4463,151
19183,7494,6991,503
19031,6895,6400,495
19145,4921,4548,373
19029,4846,4600,246
19117,2453,2149,304
19001,2342,2102,240
19131,3510,3410,100
19167,9335,7935,1400
19069,3479,3212,267
19135,2322,2090,232
19017,9552,8713,839
19011,9047,8326,721
19063,3202,2969,233
19175,3801,3666,135
19189,3661,3204,457
19075,4898,4591,307
19067,5215,4927,288
19097,6530,6287,243
19099,11550,10685,865
19005,4477,4345,132
19195,2384,2257,127
19151,2205,2038,167
19003,1250,1220,30
19077,3851,3631,220
19173,1966,1926,40
19065,7304,6853,451
19157,6612,6325,287
19085,4243,3966,277
19159,1707,1681,26
19119,2887,2766,121
19089,2865,2529,336
19143,1841,1698,143
19051,2132,2035,97
19133,2970,2834,136
19177,1881,1747,134
,37,31,6
