RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19163,122977,8140,55399,4040
19153,419672,38032,185923,9786
19087,13696,881,5834,1147
19059,15283,621,7231,200
19049,80606,6765,35990,1870
19193,70327,4085,31147,3947
19065,15658,663,7258,479
19103,156387,9971,71189,4043
19121,12256,764,5620,252
19013,107156,5938,48343,4531
19181,41074,3292,18428,927
19115,7045,359,2877,932
19041,12237,506,5721,290
19055,12832,550,5776,730
19155,63128,4730,28282,1834
19169,86246,7014,38568,2094
19069,7565,309,3483,290
19077,8841,520,4031,259
19027,18031,642,8247,896
19139,32304,1911,13531,3331
19127,31308,2465,13315,2212
19123,12834,743,5731,629
19089,6471,302,2895,379
19083,13113,545,5907,753
19085,9839,577,4482,298
19079,12962,626,5874,588
19081,7330,348,3315,352
19005,9833,528,4570,165
19015,23226,1518,10587,535
19023,12409,482,5800,327
19025,8207,617,3666,258
19017,21376,1159,9659,900
19043,12757,375,5940,502
19019,15986,806,7344,491
19113,202963,15439,90249,7025
19063,6965,437,3139,250
19125,22847,1474,9726,1921
19073,7019,376,3107,429
19175,8849,505,4081,182
19095,14324,692,6544,544
19033,36593,1973,16704,1212
19179,21837,1288,9309,1931
19061,92770,3401,44010,1348
19195,5455,227,2547,135
19109,11438,538,5235,430
19137,7599,394,3368,469
19147,6730,237,3159,175
19007,8122,453,3663,343
19099,28356,2348,12456,1097
19045,32407,2388,14463,1093
19149,17367,685,7379,1924
19037,9099,358,4081,578
19105,16624,1456,7169,829
19009,4846,151,2283,129
19191,17930,868,8165,732
19021,14450,755,5532,2632
19131,7505,407,3480,137
19029,10880,510,5050,270
19051,4684,241,2163,117
19183,17491,1008,7954,575
19091,6857,277,3133,314
19173,4274,159,2032,51
19157,15531,918,7152,310
19197,9686,403,4243,797
19167,20024,904,8810,1499
19047,11524,452,4933,1206
19161,7534,235,3510,279
19003,2797,153,1306,32
19067,11707,616,5363,366
19053,4432,240,2000,192
19189,7729,333,3458,480
19145,11164,865,4955,388
19111,21799,1138,9787,1087
19171,14112,716,6340,716
19035,8927,368,4120,319
19011,20579,1168,9322,768
19119,6442,218,3045,135
19107,6697,301,3076,244
19031,15781,809,7204,563
19143,3980,137,1845,152
19187,27889,1782,12557,993
19101,12028,836,5310,572
19057,26554,1641,12126,662
19097,15299,518,7246,289
19039,6411,338,2716,641
19093,4593,183,2027,356
19151,5082,237,2330,185
19135,5029,223,2274,258
19075,10959,467,5072,348
19165,10134,335,4813,173
19141,10155,370,4677,432
19177,4110,188,1886,151
19071,4558,227,2087,157
19001,4973,245,2235,258
19129,10190,669,4650,221
19117,5306,269,2352,333
19133,6605,337,3062,144
19159,3795,137,1814,30
19185,3841,238,1731,141
,77,5,33,6
