RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,351898,66079,138993,7800
19181,35299,6187,14207,697
19013,95153,11947,39612,3983
19139,28181,4091,10473,3143
19115,6459,629,2472,888
19163,109955,11612,47487,3373
19193,63358,6276,27045,2991
19031,13943,1718,5870,483
19027,16912,1213,7465,769
19165,9030,1093,3896,144
19049,67634,13108,26507,1551
19011,18545,2075,7881,707
19113,175720,26595,71326,6470
19147,6208,487,2792,138
19187,25598,2785,10976,861
19099,24265,4035,9712,806
19019,14639,1510,6348,434
19065,14702,1131,6570,431
19179,19489,2187,7713,1875
19125,20570,2481,8159,1773
19189,7038,718,2936,447
19117,4799,534,1991,283
19017,19513,2125,8283,821
19121,10587,1647,4378,183
19103,136350,18139,57348,3517
19057,23927,2708,10323,573
19167,18111,1867,7432,1381
19123,11435,1464,4712,548
19129,9013,1258,3778,199
19135,4579,433,1960,226
19169,72262,14879,27883,1611
19053,4098,319,1802,175
19071,4208,383,1839,147
19001,4617,394,2001,221
19171,12548,1634,5114,686
19041,11052,1169,4824,235
19023,11287,1156,4923,286
19015,20512,2816,8647,404
19141,9463,725,4172,393
19059,13876,1464,6132,149
19151,4644,514,1982,167
19055,11537,1200,4834,668
19077,8000,872,3457,216
19025,7587,942,3223,199
19101,10841,1061,4634,511
19137,6883,710,2871,429
19127,26869,4952,9886,2145
19061,83394,8902,36713,1065
19033,32844,3788,13993,1070
19081,6779,662,2903,310
19029,10024,906,4442,233
19149,15986,1363,6391,1841
19191,16066,1922,6775,597
19159,3520,293,1600,26
19083,12040,992,5180,688
19109,10741,772,4781,407
19087,11519,1519,4804,390
19107,6007,671,2562,214
19047,10407,1016,4123,1145
19111,19666,2167,8324,850
19045,28870,4052,11931,955
19133,6116,541,2721,133
19091,6501,366,2923,288
19079,11573,1371,4838,526
19021,13189,1290,4665,2569
19161,6915,647,3018,232
19195,4911,547,2120,124
19157,13189,2321,5296,276
19197,8982,719,3766,731
19043,12020,773,5394,459
19155,55351,6896,23383,1691
19093,4253,293,1846,267
19145,10420,1178,4436,371
19185,3599,338,1566,129
19051,4338,384,1932,90
19039,5819,583,2323,589
19175,7939,959,3432,114
19007,7602,589,3359,295
19073,6518,550,2812,344
19177,3721,401,1597,126
19085,8770,1179,3662,268
19183,15411,1985,6474,480
19075,9953,1101,4279,294
19095,12512,1833,5096,491
19143,3634,341,1578,137
19105,14900,2310,5937,712
19037,8270,845,3447,532
19035,8212,717,3606,284
19173,4034,256,1870,39
19119,5924,546,2629,120
19069,6969,627,3043,256
19067,10553,1155,4576,246
19003,2618,243,1175,28
19005,9307,651,4269,119
19009,4536,310,2060,107
19097,13485,1736,5763,223
19089,5899,640,2469,322
19063,6462,635,2798,231
19131,7233,414,3382,55
,73,11,28,9
