County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,728784,65314,56313,634,556,78
Linn,306227,22416,20262,337,301,36
Scott,224405,21622,19362,244,220,24
Black Hawk,223555,17383,15397,309,286,23
Johnson,220814,15428,14226,85,77,8
Dubuque,201515,14744,13068,209,193,16
Story,167975,11437,10423,48,42,6
Woodbury,152480,16499,14841,228,209,19
Dallas,133727,12577,10964,98,85,13
Pottawattamie,124824,12299,10817,171,149,22
Marshall,85652,5223,4728,76,68,8
Warren,81469,6306,5609,90,80,10
Cerro Gordo,80682,5913,5238,89,74,15
Webster,71418,5420,5009,94,79,15
Clinton,67224,6069,5386,93,79,14
Des Moines,59125,4999,4433,67,55,12
Muscatine,58843,5191,4626,104,95,9
Lee,56408,4034,3668,55,42,13
Jasper,54402,4551,4079,72,67,5
Wapello,49253,4691,4146,122,118,4
Sioux,47716,5337,5032,74,71,3
Poweshiek,47416,1640,1514,35,32,3
Buena Vista,46338,4906,4199,40,36,4
Boone,45963,2858,2581,34,31,3
Marion,44315,3851,3530,76,65,11
Washington,43520,2725,2472,51,47,4
Winneshiek,41663,2050,1925,35,30,5
Bremer,41359,2996,2752,60,51,9
Plymouth,39933,4327,3913,80,72,8
Benton,39169,2733,2479,55,44,11
Carroll,38312,3078,2788,52,43,9
Fayette,37896,1937,1809,42,37,5
Henry,37835,3086,2857,37,36,1
Hardin,36987,1999,1798,44,34,10
Tama,33722,2235,2011,71,67,4
Cedar,32824,2003,1849,23,21,2
Buchanan,32820,2029,1864,33,27,6
Mahaska,32788,2424,2215,51,46,5
Clay,32120,2268,2119,26,21,5
Iowa,30885,1560,1455,24,22,2
Butler,30614,1751,1591,35,31,4
Delaware,30567,2153,2031,41,37,4
Crawford,29327,2920,2597,40,35,5
Dickinson,28458,2680,2428,44,38,6
Jones,27915,3127,2899,57,51,6
Kossuth,27322,2278,2088,65,56,9
O'Brien,27059,2151,1928,61,56,5
Jackson,27029,2381,2162,42,39,3
Floyd,26852,1798,1548,42,32,10
Clayton,26479,1790,1636,56,47,9
Hamilton,24172,1997,1745,50,45,5
Hancock,22679,1595,1425,34,27,7
Page,22446,2001,1895,22,20,2
Allamakee,22417,1578,1450,51,41,10
Harrison,22130,1931,1714,73,69,4
Madison,21983,1781,1561,19,15,4
Mills,21973,1796,1589,23,20,3
Jefferson,21625,1450,1296,35,29,6
Cherokee,21577,1691,1543,38,30,8
Wright,21501,1921,1786,37,30,7
Sac,21475,1392,1276,19,19,0
Cass,21462,1473,1322,54,48,6
Franklin,20793,1329,1127,21,19,2
Grundy,20008,1446,1329,33,27,6
Palo Alto,19629,1192,1093,23,22,1
Guthrie,19501,1307,1178,32,26,6
Calhoun,19336,1438,1335,13,12,1
Appanoose,18761,1463,1227,49,44,5
Monona,18721,885,797,31,29,2
Mitchell,18662,1377,1225,42,39,3
Winnebago,18553,1544,1368,31,26,5
Chickasaw,18399,1312,1218,16,14,2
Louisa,18111,1353,1232,49,42,7
Shelby,18059,1372,1264,37,33,4
Union,18042,1370,1231,34,26,8
Emmet,17830,1429,1277,40,38,2
Howard,17479,1092,1020,22,18,4
Lyon,17233,1592,1530,41,37,4
Keokuk,16313,1030,923,31,31,0
Humboldt,15970,1243,1159,26,23,3
Greene,15540,827,761,10,10,0
Montgomery,14873,1112,988,38,36,2
Clarke,14077,1064,967,24,22,2
Pocahontas,14031,902,834,22,22,0
Worth,13890,798,727,8,7,1
Audubon,13021,537,489,10,9,1
Ida,13007,1024,866,35,32,3
Adair,12629,991,830,32,22,10
Davis,11763,914,783,24,23,1
Decatur,10798,627,593,9,9,0
Ringgold,10428,578,536,24,18,6
Monroe,10145,1003,921,29,22,7
Lucas,9883,808,746,23,18,5
Osceola,9505,816,761,16,13,3
Taylor,9158,687,645,12,10,2
Van Buren,8887,587,541,18,15,3
Pending Investigation,8205,991,933,0,0,0
Fremont,7926,662,614,9,7,2
Wayne,7554,585,505,23,18,5
Adams,5964,352,336,4,4,0
