County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,604840,59384,49529,572,509,63
Linn,258191,20838,18775,320,288,32
Black Hawk,192255,16432,14413,295,275,20
Johnson,187502,14006,12720,76,71,5
Scott,184614,18579,16551,216,199,17
Dubuque,166512,13681,11931,199,186,13
Story,144704,10434,9228,46,40,6
Woodbury,128089,15262,13297,216,199,17
Dallas,114239,11607,9703,93,82,11
Pottawattamie,106156,10959,9466,149,132,17
Marshall,73231,5031,4471,74,66,8
Cerro Gordo,69061,5405,4838,85,71,14
Warren,66914,5684,4883,79,71,8
Webster,62231,5250,4774,88,74,14
Clinton,55217,5499,4785,87,76,11
Des Moines,50161,4633,4113,61,53,8
Lee,48514,3770,3426,54,41,13
Muscatine,47779,4603,4005,93,84,9
Jasper,45489,4239,3568,68,63,5
Wapello,41412,4453,3720,112,108,4
Buena Vista,40972,4772,4005,37,34,3
Boone,39715,2647,2337,30,28,2
Sioux,38589,4995,4626,69,66,3
Marion,36938,3651,3261,74,64,10
Washington,36685,2573,2317,48,44,4
Poweshiek,36608,1566,1430,30,28,2
Bremer,34349,2861,2548,56,48,8
Plymouth,33983,4013,3538,79,71,8
Winneshiek,33369,1924,1729,30,26,4
Benton,32917,2594,2234,54,44,10
Henry,32706,2946,2728,37,36,1
Carroll,32519,2895,2582,49,42,7
Fayette,31149,1872,1714,36,33,3
Hardin,30451,1840,1616,39,33,6
Tama,29322,2158,1903,68,65,3
Mahaska,27429,2274,2056,47,42,5
Cedar,27219,1826,1604,23,21,2
Buchanan,27097,1890,1689,30,26,4
Butler,26403,1683,1529,32,28,4
Iowa,26356,1475,1332,23,21,2
Clay,26222,1995,1789,25,20,5
Crawford,24689,2797,2421,36,31,5
Delaware,24095,1916,1796,40,35,5
Dickinson,23028,2256,1932,40,34,6
Jones,23006,2963,2774,55,51,4
Jackson,22898,2233,2026,39,36,3
Kossuth,22898,2111,1871,57,51,6
O'Brien,22824,1997,1709,58,54,4
Floyd,22674,1656,1419,41,31,10
Clayton,22057,1686,1537,54,46,8
Hamilton,21395,1929,1667,42,41,1
Mills,19483,1655,1438,20,17,3
Wright,19130,1817,1683,31,26,5
Page,19056,1876,1754,19,18,1
Hancock,18999,1483,1326,33,27,6
Allamakee,18999,1513,1328,48,38,10
Harrison,18732,1809,1576,70,66,4
Cass,18718,1379,1183,52,47,5
Madison,18434,1602,1373,18,14,4
Cherokee,18370,1591,1388,37,29,8
Jefferson,18266,1399,1245,34,28,6
Franklin,17907,1196,1057,20,19,1
Sac,17640,1281,1144,18,18,0
Grundy,17341,1401,1256,31,26,5
Calhoun,16492,1351,1256,11,11,0
Monona,16269,829,731,29,27,2
Guthrie,16162,1184,1050,28,23,5
Palo Alto,16149,1074,959,22,20,2
Appanoose,15972,1397,1146,47,43,4
Mitchell,15767,1331,1156,40,38,2
Chickasaw,15683,1266,1166,15,13,2
Winnebago,15604,1409,1242,31,26,5
Louisa,15490,1293,1156,48,41,7
Union,15400,1277,1146,31,26,5
Howard,15181,1048,942,22,18,4
Shelby,14757,1250,1097,34,31,3
Emmet,14712,1231,1094,40,38,2
Keokuk,14016,993,878,29,29,0
Humboldt,13918,1191,1086,25,22,3
Lyon,13573,1479,1393,41,37,4
Greene,13359,785,711,10,10,0
Montgomery,12835,1044,924,36,34,2
Pending Investigation,12576,1020,859,0,0,0
Clarke,12126,1020,888,21,21,0
Pocahontas,11774,859,788,19,19,0
Worth,11205,707,643,8,7,1
Adair,11205,939,743,31,22,9
Ida,10877,955,765,32,30,2
Audubon,10708,495,442,9,8,1
Davis,9689,842,722,23,22,1
Decatur,9254,590,538,9,9,0
Ringgold,8859,531,474,22,18,4
Monroe,8698,945,843,28,21,7
Lucas,8326,761,668,21,17,4
Taylor,7660,666,618,12,10,2
Van Buren,7580,562,518,18,15,3
Osceola,7360,710,649,15,13,2
Fremont,6541,592,533,9,7,2
Wayne,5513,527,416,21,17,4
Adams,4862,327,314,4,4,0
