RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,0.5438906808171192,251717,14877
19059,0.4958280217869973,8243,314
19161,0.4451188149367349,3938,389
19027,0.5244730969501612,9479,1097
19013,0.4998171122016643,59843,5747
19017,0.5107333812145878,11677,1123
19019,0.45520661157024797,8960,679
19103,0.6045388381632924,86052,5318
19195,0.43720363094431649,3028,199
19033,0.5266195524146055,20490,1865
19081,0.42060206961429916,3970,501
19169,0.5330683608431067,48679,3091
19139,0.501218826176636,17058,4326
19165,0.500611140213026,5471,263
19009,0.5065502183406113,2619,165
19191,0.5327397328797959,9720,930
19065,0.4596437659033079,8402,630
19061,0.5439056221804318,50992,1936
19147,0.4307900067521945,3574,254
19183,0.47589346687912589,9688,765
19003,0.45002776235424765,1548,73
19173,0.3945433752654795,2330,85
19041,0.44430569430569435,6701,415
19125,0.4369530568670496,12246,2284
19123,0.36057931658746325,7100,867
19157,0.4938932122784263,8635,504
19099,0.4846577921204787,16326,1696
19073,0.48706120612061207,3779,550
19113,0.5558608947270914,116845,9172
19049,0.5430109252779473,48032,2714
19193,0.42752674406199389,39327,4754
19171,0.5065859736561054,7633,905
19109,0.45547829609127118,6145,602
19187,0.47899955436720145,15679,1519
19011,0.4841099629557419,11447,968
19141,0.430815094888388,5346,579
19045,0.4384544142669452,18769,1588
19067,0.4540340109960363,6483,619
19189,0.4489086343442148,4048,600
19131,0.41545437370111468,4164,234
19029,0.49594889373636649,5964,402
19135,0.39431685480731806,2676,363
19127,0.5295791104676269,17913,2936
19063,0.42680278019113818,3597,333
19159,0.4405394360441357,2110,46
19163,0.44361437005256068,70987,5733
19115,0.428726778432261,3613,1118
19149,0.4359931683679549,8833,2144
19093,0.4110787172011662,2378,442
19015,0.5461614698482885,13479,849
19075,0.5296762589928058,5916,563
19091,0.4243565599497803,3655,401
19151,0.4520320290074029,2739,253
19055,0.45458820763035687,6840,893
19101,0.40491937687892867,6653,755
19005,0.4111200409147366,5385,242
19181,0.4927330664904986,23798,1561
19025,0.5054820024824163,4491,396
19083,0.470438086192568,6909,1016
19069,0.45014895729890766,4122,411
19023,0.5000346284368724,6728,492
19133,0.44352872896111436,3547,274
19085,0.40251975229553707,5272,383
19137,0.46193405263688616,4032,549
19111,0.41025641025641026,12037,1771
19037,0.45948210843878325,4717,766
19197,0.48750199012896036,5138,986
19179,0.40641711229946528,11703,2509
19121,0.45054474231852129,6968,393
19095,0.5349110232328226,7892,765
19143,0.39308492782813028,2099,243
19051,0.30866666666666667,2591,187
19047,0.439833531510107,6018,1380
19155,0.4305087655301161,37851,2275
19145,0.43999470444164959,6095,552
19043,0.4080574391703231,6562,599
19057,0.4184053173197834,15299,1005
19007,0.3887815869950105,4369,462
19107,0.38805387468280308,3649,327
19077,0.4993918982131163,4951,387
19129,0.41763187504136609,5996,314
19021,0.5288481141692151,7101,3275
19087,0.45098727072266217,7256,1743
19053,0.3353240152477764,2379,260
19097,0.45341838571943,8391,423
19079,0.530427130576051,7109,727
19035,0.4550956831330663,4705,408
19001,0.4230984340044743,2684,342
19175,0.42921329956702888,4947,307
19167,0.3498780662745661,10411,1784
19089,0.4313168814151562,3431,519
19119,0.30557209698000856,3373,219
19185,0.3527402577239559,2072,200
19039,0.44896221394358706,3472,746
19105,0.5055848363231952,9336,1120
19117,0.3836046511627907,2864,435
19031,0.5094754925645568,8777,713
19071,0.3839080459770115,2470,202
19177,0.34554230550823397,2180,254
,,31,4
