Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.16330597889800703,American Indian or Alaska Native
Asian,0.36290255471415497,Asian
Black,0.18840794660629954,Black
Native Hawaiian or Other Pacific Islander,0.332014987510408,Native Hawaiian or Other Pacific Islander
Other Race,0.504200187392976,Other Race
White,0.40916098884956,White
