RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,225355,213674,11681
19121,6455,6161,294
19155,33929,31902,2027
19077,4708,4404,304
19103,82867,78414,4453
19045,17542,16242,1300
19163,66119,61327,4792
19113,110638,102897,7741
19061,47971,46370,1601
19037,4949,4311,638
19105,9336,8415,921
19049,43342,41165,2177
19019,8414,7847,567
19047,6529,5251,1278
19017,11327,10346,981
19133,3459,3262,197
19093,2527,2148,379
19161,3948,3640,308
19027,9562,8594,968
19013,57412,52367,5045
19195,2879,2711,168
19033,19482,17989,1493
19081,4042,3616,426
19169,46121,43600,2521
19139,18513,14865,3648
19165,5242,5042,200
19009,2525,2386,139
19191,9595,8765,830
19089,3508,3084,424
19183,9295,8655,640
19087,7874,6442,1432
19181,21871,20698,1173
19123,7042,6311,731
19065,8135,7616,519
19011,11040,10203,837
19069,3993,3660,333
19147,3494,3289,205
19029,5738,5406,332
19179,12260,10194,2066
19085,5128,4802,326
19193,37908,33638,4270
19171,7568,6805,763
19003,1450,1402,48
19173,2185,2126,59
19157,8215,7794,421
19125,12829,10767,2062
19031,8453,7819,634
19041,6366,6022,344
19059,7791,7554,237
19109,6059,5544,515
19075,5795,5365,430
19043,6693,6150,543
19119,3346,3188,158
19053,2341,2119,222
19159,1949,1911,38
19023,6525,6134,391
19167,11036,9446,1590
19071,2419,2234,185
19117,2922,2560,362
19177,2178,1996,182
19073,3762,3280,482
19189,4195,3645,550
19141,5378,4902,476
19127,17454,15106,2348
19115,4120,3135,985
19007,4360,3975,385
19015,12468,11787,681
19149,9799,7795,2004
19091,3650,3306,344
19067,6225,5769,456
19197,5385,4513,872
19083,7153,6289,864
19151,2639,2440,199
19021,8727,6011,2716
19025,4415,4130,285
19187,15110,13909,1201
19095,7626,7001,625
19001,2697,2398,299
19055,6950,6157,793
19099,15710,14266,1444
19175,4649,4409,240
19079,6983,6338,645
19057,13857,13070,787
19129,5296,5033,263
19035,4664,4324,340
19111,11875,10486,1389
19107,3577,3298,279
19005,5079,4873,206
19135,2704,2410,294
19063,3594,3304,290
19101,6476,5806,670
19137,4093,3584,509
19051,2436,2296,140
19185,1987,1826,161
19131,3987,3815,172
19143,2131,1938,193
19145,5928,5486,442
19097,7933,7586,347
19039,3638,2955,683
,42,36,6
