RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19019,14461,1562,6232,431
19013,92483,13177,37678,3951
19081,6692,689,2847,308
19153,338034,69119,130662,7652
19147,6064,590,2665,138
19191,15549,2170,6406,561
19169,69464,15528,26273,1398
19109,10415,997,4510,403
19127,26310,5149,9513,2134
19139,27446,4381,9966,3134
19193,60185,7719,24790,2885
19103,130846,21476,52961,3474
19091,6425,385,2876,288
19101,10559,1124,4463,510
19123,11108,1589,4489,542
19083,11711,1231,4900,679
19045,28163,4287,11467,955
19149,15787,1407,6277,1828
19161,6865,654,2989,231
19049,65015,13890,24802,1536
19179,18972,2458,7323,1871
19163,105659,13834,44230,3359
19121,10299,1767,4177,181
19033,32151,4049,13532,1041
19171,12270,1735,4928,685
19141,9317,810,4056,394
19047,10189,1176,3936,1142
19055,11207,1415,4568,658
19043,11780,901,5212,453
19187,24469,2908,10352,855
19021,12984,1362,4519,2571
19093,4104,363,1735,267
19197,8816,785,3646,731
19125,20142,2641,7868,1760
19035,8081,816,3490,284
19025,7542,949,3198,196
19037,8196,884,3393,530
19009,4422,412,1953,105
19185,3572,349,1548,127
19039,5768,596,2292,588
19095,12168,2052,4814,483
19087,11013,1539,4540,392
19113,169753,29192,67066,6419
19155,54387,6972,22858,1687
19041,10843,1315,4650,225
19137,6762,736,2802,425
19189,6884,840,2800,444
19071,4064,493,1712,147
19053,4068,330,1783,169
19015,19935,2972,8291,391
19061,80857,10710,34569,1030
19145,10128,1402,4176,371
19167,17847,2034,7219,1377
19057,23475,2727,10091,573
19069,6918,640,3013,253
19023,11074,1288,4760,266
19181,34159,6499,13486,686
19011,17413,2170,7270,705
19073,6286,715,2616,338
19079,11429,1420,4745,521
19175,7748,1069,3285,111
19173,4009,272,1852,36
19111,19086,2609,7811,850
19099,23622,4120,9352,798
19031,13657,1863,5656,482
19097,13227,1900,5551,224
19107,5898,700,2492,214
19183,15052,2213,6186,475
19115,6233,772,2283,890
19007,7491,633,3284,291
19165,8756,1291,3667,140
19027,16532,1506,7136,759
19159,3466,315,1563,25
19117,4621,633,1854,280
19067,10316,1277,4399,239
19059,13569,1705,5865,143
19003,2584,263,1147,28
19005,9087,702,4136,115
19105,14463,2436,5660,709
19157,13002,2407,5164,262
19017,19151,2287,8026,814
19085,8697,1190,3622,267
19151,4552,584,1900,164
19001,4513,461,1924,209
19065,14466,1266,6388,428
19075,9670,1201,4094,281
19077,7757,1001,3270,216
19195,4780,613,2026,118
19133,5989,545,2655,132
19131,7050,473,3263,51
19177,3625,440,1530,126
19143,3599,362,1551,136
19029,9806,1063,4260,220
19119,5729,672,2470,118
19129,8873,1309,3683,199
19089,5775,660,2400,316
19063,6295,762,2652,229
19135,4478,507,1873,224
19051,4275,415,1890,81
,72,16,25,6
