County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,631888,60929,50955,579,515,64
Linn,267108,21092,19054,324,291,33
Black Hawk,198822,16608,14587,300,279,21
Johnson,193294,14252,12974,78,73,5
Scott,191180,19160,16913,226,207,19
Dubuque,173711,13858,12173,200,186,14
Story,150302,10670,9470,46,40,6
Woodbury,134147,15656,13529,217,199,18
Dallas,118303,11861,10032,94,83,11
Pottawattamie,110010,11242,9664,152,134,18
Marshall,76130,5080,4543,74,66,8
Cerro Gordo,71029,5464,4887,85,71,14
Warren,69875,5817,5011,80,71,9
Webster,64571,5301,4836,88,74,14
Clinton,57300,5610,4914,87,76,11
Des Moines,52059,4670,4212,63,53,10
Lee,50361,3863,3567,55,42,13
Muscatine,50090,4716,4125,95,86,9
Jasper,47603,4332,3801,69,64,5
Wapello,43476,4551,3891,116,112,4
Buena Vista,42201,4815,4067,39,35,4
Boone,41135,2684,2387,30,28,2
Sioux,40598,5106,4707,69,66,3
Marion,38810,3698,3332,74,64,10
Poweshiek,38700,1580,1445,32,29,3
Washington,37928,2604,2344,49,45,4
Bremer,36001,2886,2608,57,48,9
Winneshiek,35285,1956,1787,31,26,5
Plymouth,35213,4109,3584,79,71,8
Benton,34452,2624,2318,54,44,10
Henry,33802,2973,2758,37,36,1
Carroll,33721,2933,2612,49,42,7
Fayette,32708,1893,1734,38,33,5
Hardin,31850,1876,1653,40,33,7
Tama,30416,2172,1942,68,65,3
Mahaska,28613,2295,2083,49,44,5
Buchanan,28287,1929,1724,30,26,4
Cedar,28223,1857,1675,23,21,2
Butler,27629,1699,1543,33,29,4
Iowa,27499,1495,1364,23,21,2
Clay,27323,2094,1808,25,20,5
Crawford,25785,2823,2488,36,31,5
Delaware,25159,1973,1807,39,35,4
Dickinson,24102,2404,1978,41,35,6
O'Brien,23937,2059,1741,58,54,4
Kossuth,23906,2176,1923,58,51,7
Jones,23884,2993,2791,55,51,4
Jackson,23671,2265,2056,41,38,3
Floyd,23505,1678,1429,41,31,10
Clayton,22998,1702,1553,55,46,9
Hamilton,21999,1942,1694,45,42,3
Mills,20047,1701,1460,20,17,3
Allamakee,19760,1534,1360,49,39,10
Harrison,19733,1832,1596,71,67,4
Page,19723,1909,1777,19,18,1
Hancock,19643,1498,1340,33,27,6
Wright,19613,1830,1704,34,27,7
Cherokee,19449,1638,1401,37,29,8
Cass,19417,1399,1219,52,47,5
Jefferson,19019,1410,1257,35,29,6
Madison,18984,1632,1422,19,15,4
Sac,18356,1307,1162,18,18,0
Franklin,18354,1204,1064,21,19,2
Grundy,18043,1410,1286,31,26,5
Calhoun,17132,1370,1275,11,11,0
Monona,16945,843,737,30,28,2
Guthrie,16901,1215,1068,28,23,5
Palo Alto,16863,1104,982,22,20,2
Appanoose,16542,1415,1182,47,43,4
Mitchell,16324,1349,1167,41,38,3
Winnebago,16245,1431,1262,31,26,5
Chickasaw,16170,1270,1177,15,13,2
Louisa,16072,1306,1180,48,41,7
Union,15902,1296,1165,31,26,5
Howard,15743,1060,968,22,18,4
Shelby,15519,1285,1109,34,31,3
Emmet,15369,1286,1101,40,38,2
Keokuk,14563,999,890,30,30,0
Humboldt,14447,1219,1101,26,23,3
Lyon,14279,1500,1415,41,37,4
Greene,13796,801,715,10,10,0
Montgomery,13289,1054,930,36,34,2
Clarke,12483,1029,923,23,22,1
Pocahontas,12050,870,791,19,19,0
Pending Investigation,11955,1029,928,0,0,0
Worth,11701,715,654,8,7,1
Adair,11561,955,779,31,22,9
Ida,11401,980,768,32,30,2
Audubon,11080,500,457,9,8,1
Davis,10198,855,733,24,23,1
Decatur,9627,594,559,9,9,0
Ringgold,9093,546,486,22,18,4
Monroe,9042,954,863,28,21,7
Lucas,8638,773,683,22,18,4
Taylor,7949,668,628,12,10,2
Van Buren,7838,568,520,18,15,3
Osceola,7749,735,665,16,13,3
Fremont,6772,609,542,10,8,2
Wayne,6108,550,428,23,18,5
Adams,5087,327,316,4,4,0
