RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,0.5319354252990344,246104,14630
19161,0.43452319720193396,3850,374
19027,0.514951648896603,9309,1075
19013,0.4896134971195172,58558,5693
19017,0.5017157449525178,11460,1114
19019,0.44340023612750886,8722,667
19103,0.5963676061929337,84948,5187
19195,0.42880368513751529,2968,197
19033,0.515547703180212,20043,1842
19081,0.4123236124176858,3891,492
19169,0.5246043432148851,47946,3002
19139,0.49062441402587667,16641,4291
19165,0.4925790116989698,5388,254
19009,0.5003639010189228,2586,164
19191,0.5249862438097144,9576,919
19065,0.45190839694656489,8253,627
19061,0.5355715181223089,50209,1908
19147,0.4235876659914472,3517,247
19183,0.46783519235146828,9519,757
19003,0.4416990560799556,1518,73
19173,0.3878451233458585,2290,84
19041,0.4363761238761239,6579,410
19125,0.42672841548130999,11935,2255
19123,0.35193482688391039,6922,854
19157,0.4850302637267618,8496,479
19099,0.47570256823988169,16004,1685
19073,0.4773852385238524,3703,540
19113,0.5445025716125731,114375,9067
19049,0.5311653986495886,46987,2652
19193,0.41677092728912687,38237,4735
19171,0.4937700249199003,7424,898
19109,0.4485924525754405,6052,593
19187,0.4688335561497326,15322,1511
19011,0.47252875804250346,11165,953
19141,0.42318039700429,5261,559
19045,0.42975295612655886,18401,1552
19067,0.440672548267485,6279,614
19189,0.44156847595132317,3978,594
19131,0.40836954468165506,4092,231
19029,0.4871455282019321,5859,394
19135,0.3892565200467108,2639,361
19127,0.5180471944931291,17498,2897
19063,0.4194178974804518,3533,329
19159,0.431753167143441,2067,46
19163,0.4341256945930162,69451,5628
19115,0.4167648391481649,3508,1091
19149,0.4287246296222743,8650,2144
19059,0.48684667980067217,8103,299
19093,0.40276967930029158,2330,433
19015,0.5356788899900892,13217,836
19075,0.5133257030739045,5725,554
19091,0.41368487131198997,3553,401
19151,0.44145641335549176,2679,243
19055,0.44312503674093237,6647,891
19101,0.39748565181743647,6527,745
19005,0.40176810111784908,5261,238
19181,0.48138576924571566,23244,1531
19025,0.49503516756309476,4412,374
19083,0.460762198741541,6755,1007
19069,0.4381330685203575,4013,399
19023,0.4908234642288247,6603,484
19133,0.43517121300058039,3482,267
19085,0.394191757420457,5156,382
19137,0.4510436623979026,3925,548
19111,0.3985500787354785,11682,1732
19037,0.45168859465348196,4632,758
19197,0.4775513453271772,5030,969
19179,0.3971231662329492,11399,2488
19121,0.44050679397723099,6817,380
19095,0.5200197726149284,7666,750
19143,0.3865391070829137,2064,239
19051,0.302,2537,181
19047,0.42931034482758625,5855,1366
19145,0.4304626994108691,5953,550
19043,0.4027010086044789,6469,598
19057,0.4063694921343701,14869,966
19007,0.3806534685337196,4279,451
19107,0.3803435487019325,3574,323
19077,0.4895687155019179,4852,381
19129,0.4002912171553379,5744,304
19021,0.5064729867482161,6878,3059
19087,0.43765661020346799,7055,1678
19053,0.3283354510800508,2327,257
19097,0.44318123360255159,8201,414
19155,0.41729073235628608,36657,2237
19079,0.5204088539903878,6969,719
19035,0.4454828660436137,4601,404
19001,0.4152684563758389,2632,338
19175,0.42063556898946166,4850,299
19167,0.34356620284033859,10200,1775
19089,0.42203537890369077,3358,507
19119,0.3014887282007656,3332,212
19185,0.34621953112870676,2037,193
19039,0.43842469398616287,3376,743
19117,0.3758139534883721,2803,429
19031,0.49793310785419017,8572,703
19071,0.3742816091954023,2405,200
19177,0.3365985235661556,2133,238
19105,0.4951404670954016,9135,1105
,,32,4
