County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,620297,60233,50377,577,513,64
Linn,263172,20983,18956,321,289,32
Black Hawk,195628,16524,14512,299,278,21
Johnson,190639,14117,12867,76,71,5
Scott,188426,18789,16716,224,206,18
Dubuque,170007,13755,12055,200,186,14
Story,147635,10539,9363,46,40,6
Woodbury,131369,15494,13416,216,198,18
Dallas,116524,11741,9883,93,82,11
Pottawattamie,108313,11102,9577,149,132,17
Marshall,74726,5061,4518,74,66,8
Cerro Gordo,70037,5428,4868,85,71,14
Warren,68577,5750,4953,80,71,9
Webster,63504,5271,4805,88,74,14
Clinton,56323,5545,4863,87,76,11
Des Moines,51201,4655,4171,63,53,10
Lee,49456,3772,3465,54,41,13
Muscatine,48825,4660,4063,94,85,9
Jasper,46556,4269,3671,69,64,5
Wapello,42788,4528,3816,114,110,4
Buena Vista,41638,4803,4020,38,35,3
Boone,40506,2662,2369,30,28,2
Sioux,39484,5064,4662,69,66,3
Marion,37833,3672,3305,74,64,10
Poweshiek,37831,1579,1438,31,28,3
Washington,37316,2587,2337,48,44,4
Bremer,35179,2875,2575,57,48,9
Plymouth,34636,4066,3562,79,71,8
Winneshiek,34396,1943,1767,31,26,5
Benton,33783,2607,2274,54,44,10
Henry,33425,2958,2748,37,36,1
Carroll,33067,2917,2600,49,42,7
Fayette,31835,1882,1727,37,33,4
Hardin,31315,1865,1630,39,33,6
Tama,29920,2167,1919,68,65,3
Mahaska,28204,2284,2071,47,42,5
Cedar,27760,1838,1645,23,21,2
Buchanan,27738,1916,1708,30,26,4
Butler,26974,1692,1537,32,28,4
Iowa,26938,1491,1348,23,21,2
Clay,26763,2036,1804,25,20,5
Crawford,25267,2817,2454,36,31,5
Delaware,24615,1939,1806,39,35,4
Dickinson,23632,2326,1960,41,35,6
Jones,23473,2984,2781,55,51,4
Kossuth,23438,2148,1903,58,51,7
O'Brien,23390,2033,1721,58,54,4
Jackson,23354,2251,2038,40,37,3
Floyd,23088,1670,1422,41,31,10
Clayton,22559,1698,1547,55,46,9
Hamilton,21749,1937,1685,44,42,2
Mills,19782,1686,1450,20,17,3
Hancock,19433,1492,1336,33,27,6
Allamakee,19406,1524,1342,48,38,10
Wright,19375,1823,1696,32,27,5
Page,19351,1890,1762,19,18,1
Harrison,19292,1826,1589,70,66,4
Cass,19088,1392,1201,52,47,5
Cherokee,19020,1613,1398,37,29,8
Jefferson,18770,1406,1246,35,29,6
Madison,18724,1618,1399,19,15,4
Franklin,18164,1201,1061,20,19,1
Sac,18031,1292,1151,18,18,0
Grundy,17705,1404,1274,31,26,5
Calhoun,16868,1365,1268,11,11,0
Monona,16627,836,735,30,28,2
Guthrie,16588,1193,1058,28,23,5
Palo Alto,16446,1089,974,22,20,2
Appanoose,16308,1410,1172,47,43,4
Mitchell,16085,1339,1161,40,38,2
Winnebago,16002,1423,1249,31,26,5
Chickasaw,15954,1271,1174,15,13,2
Louisa,15777,1301,1168,48,41,7
Union,15669,1287,1153,31,26,5
Howard,15520,1057,958,22,18,4
Shelby,15061,1259,1100,34,31,3
Emmet,15020,1250,1096,40,38,2
Keokuk,14289,997,882,29,29,0
Humboldt,14189,1206,1095,25,22,3
Lyon,13939,1488,1409,41,37,4
Greene,13603,794,713,10,10,0
Montgomery,13075,1049,926,36,34,2
Pending Investigation,12375,1023,879,0,0,0
Clarke,12294,1024,910,21,21,0
Pocahontas,11941,867,788,19,19,0
Adair,11413,952,772,31,22,9
Worth,11388,713,647,8,7,1
Ida,11193,972,767,32,30,2
Audubon,10903,496,453,9,8,1
Davis,9970,848,727,24,23,1
Decatur,9443,591,549,9,9,0
Ringgold,8973,535,481,22,18,4
Monroe,8906,952,853,28,21,7
Lucas,8504,771,676,21,17,4
Taylor,7795,667,626,12,10,2
Van Buren,7733,564,521,18,15,3
Osceola,7505,716,654,15,13,2
Fremont,6656,603,539,10,8,2
Wayne,5790,542,425,21,17,4
Adams,4959,328,315,4,4,0
