RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19191,19433,579,9001,852
19013,117572,4247,54072,5181
19181,46208,1936,21520,1232
19021,15989,591,6239,2920
19153,483809,23741,223916,12236
19163,138539,5689,63937,4976
19127,36157,1456,16140,2421
19113,229232,7770,106757,7948
19159,4053,79,1968,38
19075,11746,341,5476,453
19107,7223,170,3384,285
19099,32313,1086,14852,1523
19109,12308,421,5679,529
19147,7107,188,3353,213
19033,40230,1337,18663,1567
19103,171218,5698,80462,4596
19015,26119,963,12228,700
19081,7981,170,3687,437
19049,92022,3893,42931,2267
19193,77398,3291,34857,4393
19003,3025,89,1441,54
19045,36391,1376,16829,1357
19029,11733,299,5545,344
19167,21454,531,9652,1619
19051,5028,174,2352,150
19011,22428,646,10457,868
19155,72206,3344,33403,2056
19047,12508,342,5437,1292
19097,16258,349,7775,359
19069,8139,235,3775,354
19189,8292,235,3747,563
19125,25091,790,11109,2083
19183,19148,585,8948,667
19187,30975,1078,14299,1299
19025,8926,213,4199,315
19019,17226,528,8058,582
19157,16941,527,7989,436
19089,6925,194,3147,437
,85,5,37,6
19137,8180,288,3687,518
19117,5857,140,2673,371
19139,35806,1439,15315,3737
19171,15275,529,6984,778
19151,5373,172,2498,205
19141,10822,251,5039,493
19079,14098,393,6524,657
19085,10564,382,4917,348
19169,96954,3940,45198,2618
19185,4096,183,1875,163
19179,24186,825,10551,2259
19023,13242,346,6246,404
19105,18781,437,8682,980
19173,4504,109,2164,67
19145,12182,455,5619,489
19031,17242,492,8051,648
19027,19130,477,8835,983
19087,15161,486,6587,1501
19043,13291,254,6240,557
19017,23108,767,10663,1015
19073,7680,296,3444,496
19091,7268,187,3368,345
19059,16117,469,7698,252
19055,13761,334,6304,819
19143,4247,99,1975,198
19129,11522,414,5419,270
19077,9743,352,4540,311
19161,7886,143,3706,331
19057,29201,1356,13519,807
19061,99468,2286,47765,1652
19123,14100,464,6440,756
19119,6715,117,3219,160
19065,16668,503,7810,545
19005,10459,343,4953,210
19165,10689,235,5119,216
19071,4942,126,2311,194
19195,5842,131,2770,171
19009,5157,125,2442,148
19093,4919,139,2194,392
19133,7106,143,3377,209
19083,14134,318,6464,888
19149,18706,556,8052,2046
19041,13175,359,6227,362
19007,8800,286,4056,402
19177,4361,116,2026,193
19039,7083,274,3061,687
19121,13475,399,6384,308
19135,5435,140,2496,303
19095,15484,517,7162,643
19101,13352,544,6060,688
19035,9374,226,4400,348
19175,9689,352,4545,247
19067,12679,384,5909,477
19037,9667,234,4386,661
19111,23858,884,10765,1444
19115,7683,255,3214,1000
19131,8091,175,3866,184
19063,7409,367,3368,306
19053,4724,137,2182,223
19001,5503,173,2513,304
19197,10607,272,4723,889
