ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
,5284,5284,0
19013,62556,57222,5334
19153,206785,197364,9421
19127,13671,11091,2580
19113,106608,99141,7467
19165,5306,5220,86
19049,37115,35228,1887
19167,11318,8828,2490
19029,9729,9409,320
19125,14388,10522,3866
19163,71034,65960,5074
19011,7171,6758,413
19171,7536,6580,956
19007,4256,3816,440
19069,3397,3188,209
19181,15242,14476,766
19123,6876,6505,371
19055,4718,4025,693
19047,6863,5362,1501
19109,5634,5253,381
19155,41197,36612,4585
19027,9441,8476,965
19121,6315,6183,132
19019,5911,5662,249
19169,42530,40326,2204
19037,2931,2626,305
19187,15327,14359,968
19111,11736,10266,1470
19021,9083,5878,3205
19103,79234,75733,3501
19095,5775,5245,530
19043,6323,5699,624
19031,5924,5678,246
19157,8199,7948,251
19017,11838,10749,1089
19179,10703,10215,488
19045,14607,13391,1216
19105,6083,5338,745
19061,55136,53382,1754
19139,15763,11362,4401
19057,15918,15317,601
19193,41147,36888,4259
19079,6562,6181,381
19099,12221,11432,789
19117,3395,3033,362
19175,4448,4236,212
19083,6720,5502,1218
19129,4860,4740,120
19085,3218,3014,204
19067,6506,5618,888
19101,7065,6223,842
19183,6555,6091,464
19039,5012,3701,1311
19033,22691,21276,1415
19195,1574,1574,0
19149,9151,6324,2827
19189,3951,3505,446
19073,4380,3938,442
19009,2004,1903,101
19005,5231,5147,84
19065,10104,9256,848
19041,7538,7387,151
19147,3176,3052,124
19087,7725,6186,1539
19097,7507,7312,195
19025,4121,3967,154
19003,1559,1557,2
19173,2092,2082,10
19063,4591,4264,327
19035,4403,4190,213
19091,3949,3606,343
19131,4147,4039,108
19197,5763,4207,1556
19081,3322,2709,613
19141,5018,4735,283
19059,7011,6837,174
19015,9982,9552,430
19077,4031,3822,209
19071,1593,1504,89
19137,3378,2837,541
19093,1917,1455,462
19051,4639,3005,1634
19001,2315,2012,303
19135,3049,2811,238
19075,4451,4158,293
19159,1886,1883,3
19151,1873,1733,140
19143,1521,1381,140
19161,3175,3141,34
19191,7538,6712,826
19133,1946,1820,126
19089,2026,1891,135
19185,3076,2722,354
19119,2820,2776,44
19023,3835,3699,136
19177,1442,1352,90
19145,6256,5606,650
19053,2761,2648,113
19115,4480,2978,1502
19107,1581,1481,100
