RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19049,42391,40240,2151
19163,64705,60014,4691
19155,33296,31300,1996
19169,45008,42527,2481
19153,220468,209023,11445
19193,37470,33253,4217
19027,9491,8530,961
19019,8324,7763,561
19103,81053,76700,4353
19073,3720,3244,476
19013,56349,51394,4955
19061,47462,45885,1577
19167,10945,9368,1577
19033,19313,17865,1448
19057,13685,12914,771
19127,17251,14934,2317
19181,21505,20351,1154
19147,3470,3267,203
19113,108130,100490,7640
19111,11677,10338,1339
19067,6170,5717,453
19179,12110,10064,2046
19055,6892,6105,787
19015,12240,11578,662
19139,18194,14603,3591
19079,6907,6265,642
19091,3614,3272,342
19017,11210,10236,974
19157,8095,7686,409
19043,6656,6118,538
19161,3914,3613,301
19021,8643,5942,2701
19171,7484,6727,757
19087,7750,6378,1372
19025,4394,4113,281
19159,1946,1909,37
19031,8298,7678,620
19039,3569,2897,672
19099,15341,13967,1374
19023,6481,6095,386
19195,2849,2686,163
19035,4622,4286,336
19121,6382,6093,289
19065,8085,7567,518
19001,2624,2330,294
19059,7746,7511,235
19011,10852,10023,829
19187,14834,13739,1095
19097,7851,7512,339
19149,9675,7689,1986
19115,4079,3104,975
19085,5077,4757,320
19009,2500,2362,138
19081,3992,3577,415
19075,5721,5306,415
19105,9212,8304,908
19133,3440,3253,187
19165,5184,4989,195
19191,9534,8707,827
19175,4610,4371,239
19183,9127,8506,621
19101,6408,5747,661
19107,3529,3259,270
19007,4270,3889,381
19109,6010,5501,509
19177,2164,1984,180
19145,5886,5447,439
19047,6464,5196,1268
19029,5669,5339,330
19041,6299,5961,338
19173,2173,2114,59
19131,3937,3771,166
19125,12711,10664,2047
19129,5201,4944,257
19003,1439,1391,48
19123,6945,6232,713
19083,7074,6220,854
19077,4600,4300,300
19197,5340,4471,869
19141,5337,4866,471
19045,17329,16064,1265
19151,2620,2424,196
19069,3972,3643,329
19053,2350,2128,222
19005,5045,4840,205
19137,4047,3542,505
19063,3560,3278,282
19143,2120,1930,190
19037,4877,4243,634
19189,4167,3620,547
19095,7487,6872,615
19119,3324,3170,154
19093,2515,2139,376
19135,2673,2382,291
19051,2409,2269,140
19185,1973,1815,158
19117,2891,2536,355
19089,3500,3077,423
19071,2384,2203,181
,43,37,6
