County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,27561,264374,15708,571652
Linn,9491,126089,9709,270154
Scott,8505,82879,6865,182344
Johnson,7141,92388,4683,196199
Black Hawk,6238,70011,6423,152893
Woodbury,5642,45756,5079,101803
Pottawattamie,5307,46401,5021,104057
Story,5006,50759,3301,108982
Dallas,4568,46119,2820,98283
Dubuque,4134,61742,2444,129880
Cerro Gordo,2553,25965,2151,56786
Des Moines,2149,18975,804,40963
Webster,1809,17832,1435,39143
Clinton,1808,17424,1738,38479
Muscatine,1614,14510,5307,36055
Warren,1520,17524,1165,37565
Marshall,1472,14554,3258,33696
Buena Vista,1257,7553,3870,20331
Lee,1226,12654,2229,28990
Wapello,1190,12672,1059,27718
Marion,1062,12542,4187,30489
Jasper,1031,14368,1223,30783
Bremer,969,12835,1504,28134
Sioux,963,10374,2788,24506
Jefferson,797,7656,1003,17104
Winneshiek,797,8520,1071,18871
Page,760,7019,857,15685
Carroll,724,10081,1290,22351
Boone,718,11603,618,24473
Henry,717,7650,2146,18203
Clay,716,8441,314,17855
Washington,701,7537,598,16385
Mahaska,695,7754,589,16842
Poweshiek,693,9377,487,19843
Fayette,661,10288,960,22199
Plymouth,640,7358,2995,18386
Dickinson,630,7893,292,16713
Tama,625,8356,985,18414
Crawford,590,6387,1609,15003
Mills,587,6299,185,13395
Emmet,581,4724,429,10589
Cass,574,10376,473,22038
Benton,513,7727,492,16459
Buchanan,507,6560,383,14003
Union,481,5103,356,10950
Jackson,477,8314,303,17386
Floyd,472,6626,1234,14908
Appanoose,451,4341,523,9743
Grundy,437,4754,518,10462
Hardin,423,6360,1351,14568
Delaware,422,4868,822,10947
Montgomery,406,3425,606,7891
Allamakee,401,5810,129,12168
Jones,393,6382,993,14194
Kossuth,392,6092,535,13148
Cherokee,385,4818,374,10400
Hamilton,379,7103,433,15178
Harrison,370,3381,273,7422
Clarke,360,4436,1390,10633
O'Brien,351,5431,430,11644
Wright,345,5048,1834,12252
Madison,339,7074,193,14758
Shelby,334,5953,197,12472
Winnebago,292,4091,513,9001
Humboldt,290,4044,436,8973
Clayton,280,6060,668,13109
Cedar,279,6371,304,13292
Howard,273,2233,246,4967
Mitchell,265,4542,200,9575
Greene,262,4501,525,9859
Guthrie,231,4481,332,9550
Out of State,231,5330,1,10619
Iowa,226,5774,663,12459
Decatur,225,2922,138,6300
Wayne,222,2948,418,6646
Lucas,219,3476,443,7704
Franklin,218,3568,287,7651
Palo Alto,217,3394,179,7209
Davis,215,3340,1700,8646
Monroe,175,3277,378,7140
Lyon,169,3036,128,6379
Louisa,169,3262,1587,8276
Adair,156,2250,344,4952
Monona,153,2195,234,4761
Hancock,145,3061,755,7023
Sac,143,3244,76,6730
Calhoun,135,4123,229,8642
Chickasaw,133,2868,362,6221
Ida,131,1628,543,3926
Ringgold,109,2167,6,4505
Taylor,108,2274,40,4724
Butler,102,3840,193,7993
Pocahontas,101,1946,182,4182
Fremont,94,1628,98,3448
Van Buren,85,1431,152,3105
Adams,78,1685,23,3663
Worth,66,1772,1,3608
Keokuk,54,1633,100,3420
Audubon,53,2054,101,4260
Osceola,45,1540,204,3329
