ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19061,119952,3205,57438,2075
19155,93200,4466,41507,4793
19181,34320,1417,16058,944
19073,9294,245,4238,501
19085,6968,252,3231,240
19163,164137,7187,74858,6008
19083,13504,243,5946,1314
19113,245541,8495,114943,8404
19153,505385,26523,233689,11817
19057,36218,1868,16809,693
19009,4102,26,1989,101
19165,11490,239,5541,126
19097,16065,305,7761,254
19013,137597,5021,63160,6021
19169,99686,4725,46542,2694
19193,89261,3944,40491,4746
19183,14793,475,6892,529
19171,17487,609,7925,969
19021,17311,638,6525,3529
19121,13875,261,6697,154
19027,20241,559,9211,1087
19125,27763,773,11418,4008
19049,87293,3420,41448,2374
19075,9527,297,4418,381
,10369,246,5210,1
19045,33751,1537,15315,1501
19179,24642,859,11419,824
19081,6664,93,2931,709
19111,25651,847,11356,1855
19105,13077,275,5934,879
19103,181709,6827,85583,4080
19145,14300,587,6449,784
19173,4454,85,2162,19
19055,9816,230,4435,754
19033,51036,1927,23615,1805
19043,12652,181,5887,652
19195,3430,54,1689,1
19189,8247,227,3751,498
19187,35080,1357,16091,1263
19139,32075,1110,12995,4850
19005,11277,316,5420,111
19031,12528,267,6006,279
19051,8135,156,3149,1658
19059,15274,443,7292,242
19019,12535,279,5973,313
19197,11287,248,4674,1710
19135,6629,159,3078,282
19117,7194,159,3278,389
19065,20845,498,9714,904
19129,11969,531,5639,144
19115,7918,146,3134,1524
19151,3904,72,1841,146
19099,28289,810,13277,1121
19185,6343,171,2846,376
19029,20852,456,9876,422
19041,16451,486,7887,246
19149,16903,397,6773,2921
19007,8940,265,4054,475
19063,9996,560,4475,369
19053,5914,154,2774,118
19191,16897,599,7670,989
19091,8357,232,3802,377
19015,22580,669,10709,542
19101,15517,641,6969,942
19047,13525,332,5794,1581
19017,25352,892,11632,1202
19167,22290,514,9571,2623
19067,13495,279,6090,1017
19119,6023,102,2919,72
19079,14186,229,6700,403
19095,11855,255,5487,605
19023,7813,91,3770,162
19087,16268,457,6950,1862
19123,15220,459,7097,522
19039,9647,270,4005,1353
19035,9458,199,4497,257
19147,6746,154,3210,146
19003,3525,85,1623,8
19175,9817,338,4641,288
19011,15360,390,7251,459
19089,4396,147,2049,164
19141,10732,285,5050,338
19157,18373,516,8771,415
19077,8906,199,4221,244
19071,3325,69,1579,98
19131,8840,139,4269,144
19107,3273,45,1565,100
19133,4438,76,2092,195
19109,12157,409,5617,474
19127,29504,1198,12830,2748
19137,6990,276,3058,571
19037,5865,112,2715,330
19001,4719,138,2156,331
19177,2977,76,1394,111
19161,6560,99,3197,49
19143,3121,44,1459,161
19069,7132,147,3368,240
19025,8401,89,4055,169
19159,4185,81,2023,4
19093,3658,119,1526,491
