County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,44244,185760,8699,424383
Linn,16891,95005,7220,212806
Johnson,10960,73869,3408,161688
Scott,9428,64088,4641,143540
Story,8404,38369,1897,86116
Pottawattamie,7299,34266,4516,81283
Black Hawk,7176,55315,5120,123231
Dallas,6908,32731,1675,72745
Dubuque,4803,52040,1591,110280
Woodbury,4664,35864,4148,80127
Cerro Gordo,2710,20928,1293,45925
Clinton,2585,12641,1161,29111
Warren,2564,13823,656,30674
Webster,2216,14004,946,31403
Des Moines,2137,15012,597,32783
Marshall,2073,10457,2548,25465
Muscatine,1989,10789,4268,27954
Jasper,1974,11031,736,24588
Wapello,1356,9933,471,21799
Bremer,1332,10419,1042,23196
Boone,1267,9284,376,20144
Page,1226,5465,645,12815
Lee,1201,10020,1316,22819
Marion,1176,10257,3803,25631
Poweshiek,1152,7442,195,16187
Tama,1152,6477,956,15014
Jones,1115,4698,681,11240
Winneshiek,1044,6425,757,14668
Jefferson,946,6048,806,13855
Henry,909,6130,1331,14551
Washington,888,5900,454,13155
Sioux,887,8644,2473,20663
Carroll,821,8344,942,18591
Mills,793,4533,100,9982
Buena Vista,773,5644,3176,15329
Mahaska,771,6324,335,13801
Hamilton,740,5829,374,12920
Benton,685,6595,398,14270
Fayette,666,9151,847,19834
Emmet,652,4214,319,9500
Madison,615,6071,120,12919
Clay,608,7253,123,15199
Cass,551,9337,301,19738
Cedar,539,5453,238,11661
Floyd,538,5475,829,12332
Dickinson,536,6726,168,14167
Calhoun,509,3612,142,7897
Kossuth,506,5155,381,11250
Union,474,4130,180,8825
Allamakee,469,5081,74,10708
Plymouth,467,6219,2811,15752
Jackson,439,7225,160,15034
Grundy,433,4020,247,8726
Buchanan,430,5498,228,11648
Crawford,424,5261,1496,12468
Harrison,423,3013,204,6660
Delaware,423,3969,672,9011
Mitchell,413,3818,82,8147
Hardin,398,5419,1209,12492
Appanoose,395,3763,426,8434
Guthrie,394,3724,195,8051
Wright,390,4136,1537,10180
Hancock,376,2552,600,6080
Montgomery,367,2767,524,6454
Greene,360,3889,417,8629
Cherokee,359,4141,199,8845
O'Brien,356,4643,261,9913
Clarke,347,3599,1310,8863
Shelby,339,5180,78,10823
Monona,327,1723,116,3876
Iowa,323,5196,510,11240
Clayton,320,5658,611,12285
Lyon,281,2709,42,5736
Winnebago,280,3464,420,7650
Humboldt,280,3582,329,7912
Lucas,252,2973,339,6626
Out of State,250,4254,0,8448
Butler,246,3605,113,7576
Wayne,240,2712,346,6104
Louisa,238,2918,1498,7550
Decatur,231,2609,105,5640
Palo Alto,229,3001,113,6377
Franklin,220,3151,204,6735
Adair,211,1949,295,4339
Monroe,205,2785,221,6026
Chickasaw,181,2575,298,5623
Davis,179,2972,1620,7773
Howard,179,1886,135,4070
Worth,156,1531,0,3214
Ringgold,152,1859,1,3917
Sac,152,3132,34,6466
Ida,145,1426,457,3452
Taylor,136,2063,9,4293
Pocahontas,127,1720,140,3709
Fremont,127,1473,78,3150
Van Buren,122,1331,88,2873
Adams,117,1549,2,3392
Keokuk,114,1445,100,3104
Osceola,93,1356,129,2934
Audubon,74,1875,101,3921
