RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,512160,19882,239365,13548
19161,8105,185,3788,344
19027,19695,437,9116,1026
19013,123322,3853,56997,5475
19017,24071,658,11172,1069
19019,18078,473,8481,643
19103,176949,4630,83678,4963
19195,6112,152,2883,194
19033,42090,1306,19512,1760
19081,8263,169,3811,472
19169,100416,3497,47050,2819
19139,37887,1262,16222,4181
19165,11024,246,5273,232
19009,5332,81,2548,155
19191,20163,448,9408,899
19065,17219,494,8061,603
19061,102448,2236,49203,1806
19147,7329,190,3452,235
19183,19928,581,9312,723
19003,3128,83,1491,63
19173,4669,126,2233,77
19041,13634,371,6428,407
19125,26271,854,11634,2149
19123,14766,479,6731,825
19157,17603,488,8324,467
19099,33867,1009,15625,1608
19073,8010,246,3621,522
19113,239077,6799,111837,8604
19049,97328,3299,45786,2457
19193,81866,3504,36844,4674
19171,15963,518,7287,871
19109,12818,338,5955,570
19187,32396,1199,14889,1419
19011,23314,614,10894,912
19045,38669,1435,17876,1482
19067,13217,377,6135,570
19189,8598,243,3885,585
19131,8395,166,4006,217
19029,12145,332,5723,367
19135,5644,168,2575,326
19127,38180,1284,17093,2710
19063,7622,358,3475,314
19159,4185,99,2023,40
19115,8118,263,3398,1059
19163,145839,5160,67644,5391
19149,19536,592,8410,2124
19059,16636,488,7935,278
19093,5114,126,2286,416
19015,27383,801,12907,768
19141,11138,243,5181,533
19075,12120,401,5611,497
19091,7524,201,3472,379
19151,5616,137,2626,227
19055,14214,335,6516,847
19101,13980,519,6368,725
19005,10764,315,5109,231
19181,48476,1750,22664,1398
19025,9207,237,4309,352
19083,14554,357,6632,933
19069,8472,249,3921,381
19023,13722,346,6464,448
19133,7286,197,3423,243
19085,10862,398,5050,364
19137,8494,330,3816,532
19111,25188,753,11409,1617
19037,10015,243,4529,714
19197,10995,290,4890,925
19179,25437,825,11095,2422
19121,14060,427,6642,349
19143,4388,84,2040,224
19051,5270,173,2464,169
19047,13080,367,5693,1327
19145,12642,479,5810,543
19043,13591,258,6374,585
19057,30901,1334,14327,913
19007,9107,292,4194,427
19107,7477,182,3494,307
19077,10162,300,4757,348
19129,11995,430,5639,287
19021,16929,630,6641,3017
19087,15871,533,6860,1618
19079,14679,398,6798,685
19035,9673,259,4517,380
19001,5679,161,2596,326
19175,10085,342,4732,279
19095,16144,431,7500,713
19167,22228,550,9984,1710
19089,7230,191,3281,477
19119,6869,126,3282,179
19185,4294,125,1995,179
19039,7490,263,3254,719
19155,76356,2940,35612,2192
19117,6086,152,2759,416
19031,17880,460,8373,674
19071,5068,142,2364,198
19053,4946,171,2270,235
19177,4540,130,2092,226
19097,16804,392,8016,380
19105,19443,408,8990,1055
,89,8,38,5
