RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19181,0.45093848365911479,21931,1277
19153,0.4919159215033428,228552,12566
19155,0.3875394287921378,34031,2090
19057,0.3751892627094721,13764,856
19041,0.4157092907092907,6280,378
19111,0.36981905695694808,10952,1495
19121,0.4139429550740605,6448,315
19177,0.31700738216922205,2038,195
19049,0.4925256546071287,43730,2298
19063,0.4028019113814075,3399,310
19065,0.42885496183206109,7873,554
19039,0.40564129856306549,3118,693
19109,0.4242894754607439,5750,535
19163,0.4050583140109747,64954,5098
19139,0.45630976936058506,15682,3786
19083,0.4405200047489018,6515,906
19067,0.41286280526786858,5972,486
19033,0.48353356890459367,18896,1630
19193,0.38590978304091869,35336,4454
19013,0.45756241046118209,54774,5271
19149,0.40552885570163246,8153,2057
19027,0.4918918918918919,8926,993
19015,0.5030875962491423,12480,718
19019,0.4134120425029516,8147,607
19117,0.35651162790697679,2685,381
19187,0.4401180926916221,14480,1322
19035,0.42607921673342238,4432,355
19101,0.3732167258813884,6127,701
19169,0.49890338457736546,45790,2662
19021,0.4730886850152905,6333,2949
19165,0.46953029509341717,5160,218
19103,0.5709871642186053,81647,4652
19125,0.4012570294409527,11238,2105
19081,0.3918156161806209,3718,447
19119,0.2888983411314334,3234,162
19113,0.513025680837737,108176,8130
19009,0.4801673944687045,2491,148
19123,0.3298031228784793,6517,770
19099,0.44625521043431495,15042,1552
19191,0.5005252363563604,9147,859
19017,0.4726278828505307,10817,1028
19077,0.4596313967630274,4586,327
19141,0.40514796771613467,5067,505
19145,0.40775799298338519,5656,504
19127,0.47887932129340346,16381,2472
19061,0.5123881164513775,48167,1694
19195,0.40238450074515649,2795,175
19091,0.39286461602845787,3407,348
19045,0.3989532404316268,17141,1382
19133,0.4183401044689495,3388,216
19003,0.41976679622431986,1456,56
19171,0.466061469087457,7071,784
19029,0.4632284200685572,5596,350
19135,0.3655118723238614,2507,310
19179,0.37064256913266038,10663,2298
19173,0.36791373958503517,2182,70
19087,0.41064448230931147,6661,1533
19161,0.41785824503651888,3729,333
19095,0.49178200692041526,7296,663
19007,0.36270722678255276,4098,409
19105,0.47207581838402398,8759,1004
19189,0.4210932972764149,3788,572
19167,0.3257782240711519,9726,1629
19055,0.42243254364822765,6359,827
19097,0.4218323987859458,7834,366
19043,0.3896518320132201,6278,560
19129,0.3808988020385201,5482,273
19085,0.3771086910100363,4947,351
19023,0.46533693469076806,6301,418
19185,0.31889458158671016,1889,165
19005,0.3810184846935048,4999,216
19073,0.4525202520252025,3517,505
19159,0.41336330200245199,1985,38
19079,0.4922493738577134,6611,661
19115,0.3889442682374264,3276,1016
19183,0.44293193717277487,9047,682
19137,0.4291620449732782,3736,520
19175,0.39686300138877547,4606,252
19047,0.40469678953626639,5504,1303
19107,0.3610189342182315,3408,291
19151,0.41290225109533165,2525,208
19075,0.4892086330935252,5523,461
19025,0.47207281754240795,4234,330
19011,0.4465977773445116,10569,884
19197,0.45160006368412677,4778,895
19147,0.4051316677920324,3381,219
19131,0.38617041375401475,3900,188
19069,0.4160873882820258,3827,363
19053,0.30927573062261756,2211,223
19037,0.42654822760412305,4416,674
19031,0.47194932087829496,8133,658
19089,0.39550120113561917,3185,437
19157,0.46254863813229576,8116,443
19071,0.3622126436781609,2324,197
19059,0.46494379418240819,7766,258
19093,0.3795918367346939,2208,396
19001,0.3990492170022371,2537,317
19051,0.2796666666666667,2364,153
19143,0.3690835850956697,1999,200
,,39,6
