County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,685583,63717,53740,612,542,70
Linn,288233,21825,19501,332,296,36
Black Hawk,211693,17089,14963,306,283,23
Johnson,208724,15059,13382,83,77,6
Scott,208075,20746,17713,237,216,21
Dubuque,188039,14486,12459,205,189,16
Story,160576,11150,9933,47,41,6
Woodbury,144803,16277,14261,224,206,18
Dallas,126692,12316,10558,97,84,13
Pottawattamie,118583,11964,10131,164,145,19
Marshall,81665,5150,4661,75,67,8
Warren,76187,6127,5288,87,77,10
Cerro Gordo,75717,5682,5008,87,73,14
Webster,67769,5376,4946,92,77,15
Clinton,62374,5897,5092,92,79,13
Des Moines,55438,4804,4291,65,54,11
Muscatine,54771,4975,4345,98,89,9
Lee,53257,3933,3590,55,42,13
Jasper,51204,4438,3957,70,65,5
Wapello,46649,4620,4092,122,118,4
Sioux,44878,5258,4872,73,70,3
Buena Vista,44741,4881,4137,40,36,4
Boone,44078,2789,2481,33,31,2
Poweshiek,43750,1610,1485,33,30,3
Marion,42066,3767,3445,75,64,11
Washington,40954,2674,2394,50,46,4
Winneshiek,39257,2033,1854,33,28,5
Bremer,39077,2942,2696,60,51,9
Plymouth,37969,4289,3756,79,71,8
Benton,36870,2676,2420,55,44,11
Carroll,36122,3025,2704,52,43,9
Henry,35886,3023,2796,37,36,1
Fayette,35824,1919,1780,41,36,5
Hardin,34460,1954,1712,42,34,8
Tama,32481,2203,1979,71,67,4
Buchanan,30783,1996,1801,31,26,5
Cedar,30731,1946,1755,23,21,2
Mahaska,30567,2370,2141,50,45,5
Clay,30230,2237,1972,25,20,5
Iowa,29519,1531,1415,24,22,2
Butler,29327,1720,1573,34,30,4
Delaware,28194,2089,1892,39,35,4
Crawford,27353,2865,2553,40,35,5
Dickinson,26623,2638,2208,43,37,6
Kossuth,26057,2255,2011,64,56,8
Jones,25950,3060,2838,56,51,5
O'Brien,25864,2132,1858,60,55,5
Jackson,25467,2325,2102,42,39,3
Floyd,25294,1748,1482,42,32,10
Clayton,24793,1761,1573,56,47,9
Hamilton,23203,1971,1715,49,45,4
Mills,21236,1764,1537,21,18,3
Hancock,21229,1543,1370,34,27,7
Harrison,21183,1906,1634,73,69,4
Page,21113,1973,1838,21,19,2
Allamakee,20918,1548,1438,51,41,10
Cherokee,20749,1678,1499,38,30,8
Cass,20617,1444,1277,54,48,6
Wright,20578,1880,1734,35,28,7
Madison,20448,1701,1485,19,15,4
Jefferson,20317,1431,1274,35,29,6
Sac,19880,1368,1215,19,19,0
Franklin,19303,1240,1087,21,19,2
Grundy,19179,1432,1305,32,27,5
Palo Alto,18631,1173,1035,23,22,1
Guthrie,18425,1270,1124,29,24,5
Calhoun,18189,1385,1311,13,12,1
Monona,18050,876,764,30,28,2
Mitchell,17793,1365,1214,41,38,3
Appanoose,17550,1444,1204,47,43,4
Winnebago,17308,1488,1308,31,26,5
Chickasaw,17304,1295,1202,15,13,2
Louisa,17164,1337,1200,49,42,7
Shelby,17097,1351,1207,37,33,4
Emmet,16941,1387,1180,40,38,2
Union,16927,1317,1182,32,26,6
Howard,16717,1082,998,22,18,4
Lyon,16028,1568,1459,41,37,4
Keokuk,15613,1023,907,31,31,0
Humboldt,15375,1230,1148,26,23,3
Greene,14808,817,745,10,10,0
Montgomery,14300,1096,947,37,35,2
Clarke,13321,1045,952,24,22,2
Worth,12993,761,676,8,7,1
Pocahontas,12821,888,811,21,21,0
Ida,12426,1009,837,34,32,2
Adair,12224,971,806,32,22,10
Audubon,12125,514,470,9,8,1
Davis,10921,875,763,24,23,1
Pending Investigation,10563,1027,951,0,0,0
Decatur,10334,606,576,9,9,0
Monroe,9640,989,887,28,21,7
Ringgold,9580,556,509,24,18,6
Lucas,9287,789,725,23,18,5
Osceola,8862,800,697,16,13,3
Taylor,8535,678,633,12,10,2
Van Buren,8363,579,529,18,15,3
Fremont,7270,650,581,9,7,2
Wayne,6932,562,489,23,18,5
Adams,5553,342,315,4,4,0
