Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.16957796014067995,American Indian or Alaska Native
Asian,0.3735065799640985,Asian
Black,0.1963311346161352,Black
Native Hawaiian or Other Pacific Islander,0.3428393005828476,Native Hawaiian or Other Pacific Islander
Other Race,0.519143161771833,Other Race
White,0.41525700575010146,White
