ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19169,29345,28216,1129
19041,6743,6693,50
19013,50159,45626,4533
19083,5575,4432,1143
19099,9082,8579,503
19147,2699,2617,82
19067,5181,4464,717
19109,4785,4409,376
19063,3535,3238,297
19153,147805,141027,6778
19127,9825,7316,2509
19081,2757,2205,552
19139,12360,8260,4100
19193,33507,30699,2808
19103,61527,58784,2743
19091,3575,3261,314
19101,6084,5330,754
19167,9452,7111,2341
19149,7898,5117,2781
19047,5796,4338,1458
19049,24805,23338,1467
19179,8599,8163,436
19163,56987,53057,3930
19171,5764,4824,940
19143,1273,1153,120
19055,3777,3174,603
19017,9870,8919,951
19065,8750,7941,809
19187,13134,12299,835
19021,7909,4749,3160
19035,3712,3543,169
19061,43653,42446,1207
19085,2566,2379,187
19075,3683,3482,201
19183,4937,4557,380
19029,8079,7841,238
19181,11041,10557,484
19135,2503,2304,199
19123,5179,4925,254
19039,4296,3042,1254
19019,4608,4418,190
19045,11536,10490,1046
19113,81339,74608,6731
19145,5435,4808,627
19023,3097,3032,65
19025,3361,3261,100
19051,4077,2499,1578
19117,2710,2404,306
19031,4707,4506,201
19185,2599,2267,332
19033,18675,17508,1167
19197,5114,3633,1481
19015,7849,7565,284
19007,3759,3385,374
19189,3151,2764,387
19155,35052,30759,4293
19037,2361,2063,298
19005,4662,4617,45
19057,13426,12887,539
19001,1989,1734,255
,4254,4254,0
19131,3811,3811,0
19165,4312,4269,43
19059,5547,5427,120
19053,2382,2277,105
19121,4708,4630,78
19105,4352,3747,605
19043,5483,4907,576
19073,3615,3280,335
19195,1292,1292,0
19087,5412,4835,577
19011,6074,5717,357
19077,3116,2942,174
19129,3792,3707,85
19069,2980,2805,175
19191,5719,5205,514
19157,5545,5397,148
19097,5738,5616,122
19173,1897,1897,0
19141,4321,4096,225
19079,5191,4866,325
19107,1278,1178,100
19125,12233,8551,3682
19137,2709,2210,499
19089,1578,1491,87
19151,1493,1363,130
19009,1695,1599,96
19111,9835,8683,1152
19161,2606,2606,0
19095,4003,3536,467
19133,1582,1477,105
19027,7752,6979,773
19115,4132,2639,1493
19119,2333,2308,25
19093,1642,1281,361
19177,1228,1159,69
19175,3411,3292,119
19159,1605,1605,0
19003,1410,1410,0
19071,1315,1242,73
