ADMIN_DATE,RECIP_ID
2020-12-14,178
2020-12-15,564
2020-12-16,1383
2020-12-17,1694
2020-12-18,2670
2020-12-19,431
2020-12-20,91
2020-12-21,2608
2020-12-22,4947
2020-12-23,9250
2020-12-24,1786
2020-12-25,1
2020-12-26,605
2020-12-27,490
2020-12-28,8431
2020-12-29,7513
2020-12-30,9544
2020-12-31,5042
2021-01-01,267
2021-01-02,1970
2021-01-03,1291
2021-01-04,6126
2021-01-05,7407
2021-01-06,8569
2021-01-07,8173
2021-01-08,10456
2021-01-09,3383
2021-01-10,1313
2021-01-11,7810
2021-01-12,8881
2021-01-13,8998
2021-01-14,9286
2021-01-15,7356
2021-01-16,3790
2021-01-17,1457
2021-01-18,8373
2021-01-19,8239
2021-01-20,11994
2021-01-21,10148
2021-01-22,10114
2021-01-23,3073
2021-01-24,2105
2021-01-25,10439
2021-01-26,10330
2021-01-27,16357
2021-01-28,13772
2021-01-29,14587
2021-01-30,3942
2021-01-31,2380
2021-02-01,12133
2021-02-02,14043
2021-02-03,19448
2021-02-04,15430
2021-02-05,27999
2021-02-06,17239
2021-02-07,6319
2021-02-08,14705
2021-02-09,18604
2021-02-10,27858
2021-02-11,27754
2021-02-12,31336
2021-02-13,14068
2021-02-14,4281
2021-02-15,11515
2021-02-16,13337
2021-02-17,22630
2021-02-18,20918
2021-02-19,20294
2021-02-20,7033
2021-02-21,1967
2021-02-22,7461
2021-02-23,14199
2021-02-24,25697
2021-02-25,26820
2021-02-26,29243
2021-02-27,15293
2021-02-28,4566
2021-03-01,13171
2021-03-02,18937
2021-03-03,32949
2021-03-04,37552
2021-03-05,48099
2021-03-06,24554
2021-03-07,6589
2021-03-08,21257
2021-03-09,28841
2021-03-10,32955
2021-03-11,41967
2021-03-12,45165
2021-03-13,21211
2021-03-14,4510
2021-03-15,16613
2021-03-16,30735
2021-03-17,35165
2021-03-18,38814
2021-03-19,33880
2021-03-20,15062
2021-03-21,5703
2021-03-22,14593
2021-03-23,22664
2021-03-24,37263
2021-03-25,48926
2021-03-26,40477
2021-03-27,18490
2021-03-28,5438
2021-03-29,20032
2021-03-30,28466
2021-03-31,38322
2021-04-01,45651
2021-04-02,32710
2021-04-03,16181
2021-04-04,2552
2021-04-05,22024
2021-04-06,37102
2021-04-07,43693
2021-04-08,51287
2021-04-09,49491
2021-04-10,24031
2021-04-11,7796
2021-04-12,22038
2021-04-13,28789
2021-04-14,32677
2021-04-15,36505
2021-04-16,33170
2021-04-17,18990
2021-04-18,6679
2021-04-19,15449
2021-04-20,29920
2021-04-21,30382
2021-04-22,34433
2021-04-23,31321
2021-04-24,18012
2021-04-25,4806
2021-04-26,14768
2021-04-27,22432
2021-04-28,15977
