ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19163,111190,21417,42462,3913
19155,67348,8964,26565,4287
,8396,256,4255,0
19049,47374,14242,16196,1464
19113,155951,31746,59398,6573
19153,297967,71237,109442,6700
19131,7237,534,3347,0
19029,17001,2454,7146,228
19169,57125,11030,22650,924
19197,8137,1502,2588,1479
19007,7060,1255,2717,373
19139,21642,4112,6705,4098
19193,62470,12066,24068,2719
19013,97671,15737,38589,4464
19111,18541,3065,7072,1151
19067,9441,1747,3497,714
19099,18179,3821,7060,494
19183,9907,2204,3663,380
19141,8152,1319,3302,225
19167,16996,2591,6038,2323
19121,9672,2360,3619,78
19133,3127,495,1271,105
19033,37287,5978,15109,1133
19037,4729,544,1945,298
19143,2437,340,988,120
19017,19225,3197,7551,952
19077,6198,1272,2381,176
19147,5306,850,2171,82
19045,22239,4954,8106,1040
19103,123207,20436,49868,2665
19083,10054,1888,3522,1141
19165,8438,2004,3196,38
19003,2891,642,1111,0
19027,13870,3575,4760,768
19177,2245,368,908,62
19061,83232,18949,31645,1063
19187,24271,5622,8907,829
19079,9786,2229,3600,324
19041,12871,1898,5488,50
19101,10078,2643,3338,754
19145,10101,1889,3797,626
19087,10349,2107,3835,554
19043,10407,1626,4112,568
19137,4979,1037,1722,499
19015,15468,3017,6118,269
19001,3518,576,1353,253
19175,6748,1615,2539,114
19031,9456,1777,3746,201
19075,6997,1252,2771,199
19127,18288,4354,5736,2506
19171,11682,2153,4348,926
19097,11824,1951,4882,122
19115,6440,887,2042,1489
19011,10481,1829,4145,356
19021,12663,1769,3847,3117
19129,7861,1995,2888,85
19125,20557,3583,6652,3684
19185,5088,1081,1837,332
19105,8480,1546,3146,605
19157,11664,3126,4253,138
19051,6422,1247,1802,1576
19005,9243,1114,4049,45
19159,3250,570,1329,0
19181,22257,5066,8512,471
19091,6006,1910,1883,315
19069,5321,1227,1962,175
19039,7473,915,2658,1249
19109,9531,1530,3820,374
19191,10606,2513,3778,513
19057,27131,4192,11262,532
19025,6437,1029,2655,100
19151,2805,474,1101,130
19009,3280,492,1346,96
19081,5212,587,2038,552
19019,9336,1885,3638,190
19149,13281,2226,4136,2779
19023,6358,730,2780,65
19047,10161,1761,3472,1458
19095,8920,2127,3165,466
19063,7825,1768,2847,295
19161,5392,1001,2195,0
19179,17542,3010,7042,435
19119,4596,867,1854,25
19173,3699,524,1574,0
19059,11158,2512,4267,115
19035,6907,1469,2637,170
19089,3052,639,1167,87
19065,15435,3514,5574,807
19053,4495,1160,1625,105
19195,2690,398,1148,0
19123,10573,2465,3928,249
19117,5157,1301,1786,306
19055,6953,1208,2623,505
19189,5886,1313,2087,387
19085,5116,1064,1933,187
19107,2572,318,1077,100
19073,6269,2052,1950,335
19071,2655,451,1066,71
19093,2966,239,1182,361
19135,4876,913,1886,199
