ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
,10403,249,5211,1
19061,116551,4670,55059,1957
19163,157191,9622,70341,5631
19153,479814,35718,216828,10831
19079,13854,364,6470,396
19179,23587,1148,10867,589
19113,235576,12750,108053,7985
19187,33943,1708,15487,1034
19099,27131,1298,12516,993
19049,83093,5296,38509,2195
19169,95365,6946,43326,2512
19035,9254,259,4375,237
19059,14868,575,7042,206
19013,132532,6689,59948,5707
19047,13143,430,5565,1558
19145,13934,724,6238,699
19139,30743,1531,12218,4641
19157,17772,746,8380,363
19103,175570,9635,81249,3808
19193,85825,4698,38513,4515
19147,6629,191,3136,138
19175,9472,439,4428,265
19105,12619,466,5649,800
19043,12552,236,5815,639
19197,10871,511,4362,1656
19155,89666,5607,39204,4713
19029,20423,614,9598,395
19075,9288,369,4285,339
19125,27074,908,11023,3967
19065,20486,588,9502,878
19045,32364,1869,14521,1378
19123,14775,605,6834,460
19019,12190,398,5749,294
19121,13642,389,6526,144
19165,11262,300,5407,101
19127,28074,1540,11996,2611
19077,8611,382,3992,230
19087,15811,560,6736,1724
19017,24598,1198,11129,1151
19055,9522,319,4257,723
19091,8215,288,3709,368
19181,33350,1817,15410,880
19093,3583,93,1507,478
19083,13161,384,5721,1280
19141,10424,397,4853,313
19173,4399,96,2132,15
19073,9005,405,4026,474
19057,34957,2245,16013,652
19111,24669,1181,10779,1687
19051,7999,212,3055,1649
19021,16462,784,6163,3261
19039,9338,384,3806,1330
19033,49281,2531,22518,1649
19191,16182,849,7199,946
19007,8749,339,3932,455
19085,6888,294,3182,219
19011,14938,453,7018,437
19167,21743,673,9247,2562
19171,16651,1244,7210,964
19067,13179,370,5906,978
19027,19592,846,8769,1044
19097,15643,469,7478,229
19135,6393,268,2915,267
19183,14242,768,6491,483
19131,8661,198,4158,129
19195,3374,86,1645,1
19063,9841,621,4380,347
19025,8355,110,4028,160
19189,8027,311,3609,476
19009,4032,80,1927,101
19005,11122,357,5328,104
19129,10685,676,4926,139
19041,16020,669,7594,217
19037,5750,141,2650,316
19149,16389,587,6453,2860
19159,4105,122,1964,4
19003,3481,113,1590,6
19031,12220,375,5807,260
19023,7788,101,3759,153
19101,14910,770,6613,909
19089,4273,164,1983,159
19161,6534,113,3179,45
19095,11615,349,5334,575
19109,11885,503,5436,460
19069,6970,219,3256,227
19117,6978,241,3133,376
19015,21861,1054,10177,500
19081,6544,130,2862,690
19071,3257,89,1537,94
19053,5821,203,2704,118
19001,4567,211,2048,320
19107,3219,61,1530,100
19151,3832,103,1791,144
19143,3084,56,1435,158
19133,4264,181,1966,167
19137,6825,317,2964,554
19115,7816,179,3074,1513
19119,5964,115,2886,69
19185,6267,206,2797,366
19177,2950,75,1387,99
