ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19169,28402,27478,924
19019,4579,4389,190
19013,49143,44621,4522
19083,5404,4261,1143
19099,8941,8446,495
19147,2677,2595,82
19067,5062,4349,713
19109,4718,4342,376
19063,3403,3106,297
19153,142417,135678,6739
19127,9653,7144,2509
19081,2755,2203,552
19139,12180,8082,4098
19193,31939,29182,2757
19103,58992,56234,2758
19091,3544,3229,315
19101,6032,5278,754
19167,9417,7072,2345
19149,7878,5100,2778
19047,5728,4270,1458
19049,24127,22660,1467
19179,8372,7936,436
19163,55025,51100,3925
19171,5714,4774,940
19143,1273,1153,120
19055,3723,3124,599
19017,9663,8711,952
19065,8593,7784,809
19187,12461,11632,829
19021,7822,4662,3160
19035,3631,3461,170
19197,4977,3496,1481
19125,11898,8221,3677
19033,18524,17390,1134
19079,5141,4816,325
19155,34641,30348,4293
19037,2357,2059,298
19029,7970,7742,228
19117,2550,2244,306
19039,4265,3016,1249
19095,3742,3275,467
19087,5140,4563,577
19041,6650,6600,50
19105,4289,3684,605
19113,78836,72130,6706
19093,1627,1266,361
19031,4637,4436,201
19137,2688,2189,499
19189,3096,2709,387
19145,5134,4507,627
19011,5325,4968,357
19027,7578,6810,768
19015,7636,7357,279
19061,41727,40622,1105
19057,13174,12635,539
19073,3075,2740,335
19023,3017,2952,65
19133,1582,1477,105
19181,10594,10120,474
19043,5365,4794,571
19001,1948,1694,254
19175,3240,3126,114
19141,4240,4015,225
19161,2605,2605,0
19111,9328,8176,1152
19191,5632,5118,514
19123,5030,4781,249
19069,2976,2801,175
19097,5653,5531,122
19053,2364,2259,105
19183,4878,4498,380
19115,3920,2427,1493
19185,2563,2231,332
19159,1586,1586,0
19107,1278,1178,100
19045,11191,10148,1043
19059,5425,5310,115
19135,2484,2285,199
19003,1390,1390,0
19005,4647,4602,45
19157,5510,5372,138
19121,4647,4569,78
19129,3736,3651,85
19151,1467,1337,130
19085,2566,2379,187
19165,4078,4040,38
19007,3706,3332,374
,4255,4255,0
19025,3359,3259,100
19173,1895,1895,0
19195,1251,1251,0
19131,3609,3609,0
19051,4054,2476,1578
19177,1153,1084,69
19071,1310,1237,73
19075,3532,3332,200
19077,2989,2813,176
19119,2169,2144,25
19089,1578,1491,87
19009,1686,1590,96
