RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,495300,19320,231646,12688
19161,7947,139,3737,334
19027,19363,386,8991,995
19013,119889,3583,55492,5322
19017,23477,646,10900,1031
19019,17529,449,8230,620
19195,5919,127,2807,178
19033,40874,1228,18998,1650
19081,8090,134,3751,454
19169,98413,3406,46161,2685
19139,36690,1153,15831,3875
19165,10804,209,5189,217
19009,5247,82,2508,149
19191,19736,449,9207,873
19103,173899,4582,82295,4727
19065,16830,453,7909,559
19061,100540,1931,48451,1707
19147,7170,178,3387,218
19183,19410,523,9100,687
19193,78759,3071,35605,4478
19003,3058,76,1462,58
19173,4548,100,2188,72
19041,13312,320,6304,384
19125,25486,705,11331,2119
19123,14343,430,6565,783
19157,17209,451,8155,448
19099,32876,968,15175,1558
19073,7822,216,3550,506
19113,233314,6436,109327,8224
19171,15549,460,7124,841
19109,12526,324,5827,548
19187,31441,946,14574,1347
19011,22809,592,10664,889
19045,37247,1081,17378,1410
19067,12860,358,5997,508
19189,8406,214,3809,574
19131,8200,147,3928,197
19029,11843,270,5611,351
19135,5482,142,2513,314
19049,94507,3069,44557,2324
19127,36938,1250,16564,2560
19063,7473,346,3408,311
19159,4097,68,1995,39
19115,7839,211,3302,1024
19163,141472,4769,65771,5161
19149,18980,488,8209,2074
19059,16275,423,7796,260
19093,4979,124,2229,397
19015,26666,727,12607,725
19141,10924,225,5093,513
19075,11857,311,5540,466
19091,7362,160,3425,352
19151,5472,114,2574,210
19055,13906,306,6385,830
19101,13600,481,6207,705
19005,10571,302,5026,217
19181,47126,1555,22140,1291
19025,9022,185,4253,331
19083,14268,276,6541,910
19069,8257,209,3842,364
19023,13409,302,6342,423
19133,7154,141,3396,221
19085,10646,358,4969,350
19137,8310,278,3754,524
19111,24415,671,11120,1504
19197,10746,232,4807,900
19179,24566,756,10747,2316
19121,13670,357,6496,321
19143,4303,78,2009,207
19051,5125,136,2417,155
19047,12694,315,5537,1305
19145,12374,442,5700,532
19043,13412,232,6306,568
19057,29852,1129,13925,873
19007,8893,246,4117,413
19107,7301,158,3425,293
19077,9924,284,4655,330
19129,11701,390,5518,275
19021,16320,600,6376,2968
19087,15382,436,6701,1544
19079,14289,324,6650,665
19035,9457,219,4441,356
19001,5573,156,2550,317
19037,9766,222,4435,674
19095,15793,408,7352,681
19167,21685,498,9773,1641
19089,7039,166,3209,455
19119,6757,107,3240,170
19185,4196,113,1959,165
19039,7234,226,3154,700
19097,16431,309,7875,372
19155,73880,2762,34506,2106
19117,5908,137,2694,383
19031,17468,415,8197,659
19175,9811,293,4631,256
19071,4978,122,2329,198
19053,4781,127,2214,226
19177,4414,113,2052,197
19105,19049,375,8831,1012
,86,4,38,6
