ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19167,22369,505,9614,2627
19153,510814,24389,237337,12135
19057,36565,1705,17054,707
19041,16533,464,7932,260
19039,9702,258,4037,1355
19121,13918,259,6719,154
19177,2977,76,1394,111
19049,87946,3223,41848,2406
19155,93950,4228,41984,4826
19063,10031,544,4496,378
19065,20899,472,9751,906
19109,12235,377,5670,477
19163,165471,6768,75692,6083
19139,32311,1042,13135,4877
19083,13545,235,5967,1321
19017,25523,804,11755,1214
19033,51272,1935,23709,1849
19193,89849,3888,40798,4780
19013,138416,4860,63635,6059
19149,16957,383,6802,2929
19027,20357,522,9284,1093
19015,22760,631,10819,548
19019,12585,270,5999,318
19117,7210,163,3281,393
19187,35360,1254,16271,1281
19035,9489,199,4511,261
19101,15591,614,7016,951
19169,100325,4483,46966,2726
19151,3917,65,1851,146
19099,28435,792,13354,1132
19165,11528,218,5570,126
19103,183050,6283,86512,4137
19125,27893,740,11499,4011
19119,6032,103,2923,72
19113,247106,8014,115913,8514
19191,17024,526,7769,994
19077,8939,193,4235,256
19145,14368,573,6486,791
19127,29729,1123,12971,2770
19061,120479,3076,57747,2112
19181,34622,1193,16311,961
19133,4441,76,2093,196
19045,34132,1417,15556,1522
19003,3540,74,1635,8
19043,12668,169,5900,653
,10374,246,5211,1
19029,20909,440,9908,427
19171,17551,557,7977,969
19021,17428,613,6588,3541
19111,25820,845,11433,1872
19011,15395,399,7265,459
19079,14213,232,6711,403
19007,8969,254,4074,475
19179,24812,843,11493,860
19173,4461,77,2169,19
19087,16358,447,6991,1877
19095,11919,226,5530,610
19105,13122,278,5952,885
19031,12558,254,6027,280
19189,8288,218,3775,500
19075,9555,287,4433,388
19097,16104,304,7779,257
19129,12014,524,5663,145
19123,15275,447,7125,530
19085,6989,249,3241,244
19091,8381,218,3817,378
19023,7821,92,3772,165
19185,6353,171,2850,376
19005,11302,304,5439,111
19073,9340,215,4275,501
19159,4201,67,2037,4
19147,6766,151,3221,147
19025,8432,76,4073,177
19067,13550,269,6121,1021
19175,9864,319,4671,293
19047,13604,314,5841,1584
19135,6655,156,3090,287
19157,18471,471,8841,415
19051,8151,161,3154,1658
19141,10777,264,5083,338
19053,5931,146,2786,118
19197,11315,236,4693,1712
19107,3280,38,1572,100
19131,8855,152,4270,144
19183,14865,468,6929,534
19069,7159,136,3385,244
19037,5891,111,2725,337
19055,9843,224,4451,755
19081,6675,85,2938,713
19009,4102,26,1989,101
19195,3439,47,1697,1
19059,15331,431,7326,243
19071,3325,69,1579,98
19001,4721,128,2157,331
19161,6571,90,3206,50
19143,3137,34,1472,161
19137,7073,272,3104,571
19115,7940,147,3143,1525
19093,3666,115,1532,491
19089,4396,147,2049,164
