ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19041,16160,603,7692,229
19153,491239,31011,224612,11282
19139,31380,1327,12577,4767
19193,87250,4342,39341,4641
19049,85265,4066,40179,2271
19127,28576,1421,12290,2653
19155,91273,4906,40339,4761
19083,13281,353,5790,1295
19173,4418,92,2142,17
19021,16805,688,6334,3357
19005,11193,338,5371,106
19191,16459,814,7353,958
19125,27381,896,11175,3982
19029,20625,531,9734,410
19027,19813,745,8920,1059
19187,34493,1513,15760,1185
19033,50025,2197,23025,1710
19163,160303,8428,72429,5796
19151,3863,81,1817,144
19175,9590,417,4498,269
19103,178517,7835,83538,3956
19169,97695,5564,45176,2591
19013,135010,5704,61613,5848
19059,15019,522,7135,220
19171,17267,767,7750,967
19113,240708,9982,111913,8158
19057,35462,2116,16317,676
19161,6544,107,3187,45
19019,12315,354,5831,301
19167,22003,598,9396,2599
19061,118062,4092,56081,2006
19141,10548,349,4936,318
19197,11028,405,4488,1667
19149,16588,523,6575,2879
19179,24038,1022,11113,675
19181,33723,1684,15650,906
19015,22117,940,10352,522
19121,13749,320,6610,148
,10368,247,5211,1
19077,8789,254,4141,235
19039,9488,335,3896,1351
19067,13305,323,5985,992
19117,7083,188,3213,377
19055,9603,284,4313,732
19047,13292,400,5647,1572
19109,11982,481,5497,466
19045,32840,1783,14769,1441
19101,15182,759,6752,922
19087,16048,489,6851,1806
19099,27660,1013,12890,1061
19147,6676,176,3165,140
19143,3091,53,1440,158
19079,14004,303,6574,399
19123,14937,516,6944,485
19031,12391,295,5931,267
19195,3395,77,1660,1
19189,8120,274,3671,484
19091,8275,252,3754,371
19165,11355,272,5463,110
19075,9386,345,4331,367
19009,4033,80,1927,101
19035,9348,227,4434,244
19017,24859,1104,11299,1168
19065,20604,567,9567,883
19073,9144,309,4139,482
19043,12597,209,5849,644
19007,8837,297,3993,461
19111,25038,1042,10991,1774
19159,4140,101,1991,4
19145,14101,663,6327,753
19129,10834,597,5039,142
19051,8055,182,3098,1650
19105,12862,329,5824,831
19185,6299,195,2816,370
19177,2957,72,1391,101
19183,14485,638,6669,504
19069,7018,195,3290,230
19003,3500,100,1605,6
19011,15126,408,7132,442
19063,9917,593,4425,358
19133,4328,139,2011,183
19023,7810,95,3769,160
19093,3638,113,1524,480
19097,15818,431,7579,243
19037,5823,126,2689,326
19025,8398,93,4053,169
19095,11737,295,5416,587
19107,3243,53,1546,100
19085,6945,270,3215,234
19131,8726,181,4197,134
19001,4625,203,2079,326
19157,18075,590,8592,400
19115,7853,156,3101,1517
19081,6602,126,2885,706
19135,6512,200,3004,274
19137,6903,282,3016,564
19119,5992,104,2904,70
19089,4319,172,1999,164
19071,3297,77,1562,95
19053,5875,164,2750,118
