ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,551115,27199,254757,14781
19021,18944,993,7111,3632
19027,21573,735,9727,1210
19049,94443,4381,44313,2810
19181,36432,1583,16950,1120
19013,147660,5803,67642,6368
19033,54689,2526,25013,2061
19169,105625,4860,49199,3141
19195,3542,66,1739,1
19083,14163,439,6153,1348
19189,8729,313,3943,513
19081,6871,114,3009,740
19155,100221,5237,44542,4980
19139,34397,1341,13886,5170
19009,4201,48,2026,101
19005,11785,392,5629,126
19099,30012,1020,14002,1194
19103,191373,6713,90226,4538
19017,27037,1009,12321,1389
19065,21660,579,10057,958
19061,126280,3946,60090,2347
19041,17347,642,8227,313
19063,10389,603,4627,406
19147,7028,205,3317,165
19193,97329,5350,43674,5053
19003,3608,82,1660,15
19173,4625,115,2226,30
19175,10561,470,4920,346
19067,14325,421,6337,1213
19035,10031,313,4675,362
19123,16236,655,7473,589
19183,15825,670,7276,591
19179,26652,1174,12159,1036
19073,9665,261,4405,522
19113,261821,10058,121772,9486
19019,13397,521,6264,356
19101,16585,743,7423,1003
19127,32338,1403,13949,3173
19109,12880,412,5955,517
19187,37665,1753,17122,1428
19037,6096,135,2804,362
19011,16089,479,7566,478
19141,11315,346,5288,389
19045,37095,1827,16744,1698
19131,9268,212,4426,181
19029,21637,607,10168,464
19135,6981,196,3198,356
19059,16211,672,7630,280
19159,4383,128,2096,6
19163,176036,7865,80166,6617
19125,29518,1105,12071,4122
19149,17807,582,7097,2995
19015,23861,719,11309,603
19091,8740,288,3934,432
19151,4087,103,1901,178
19055,10466,462,4610,821
19031,13039,321,6226,298
19167,23613,754,10035,2779
19143,3270,52,1514,191
19161,6641,117,3219,64
19069,7435,232,3463,269
19133,4617,120,2142,229
19075,10097,493,4550,496
19171,18062,657,8167,984
19137,7562,418,3260,599
19111,27794,1274,12078,2131
19197,11906,333,4903,1789
19047,14446,574,6120,1608
19077,9326,282,4357,310
19093,3825,118,1591,527
19051,8444,236,3234,1686
19025,8527,105,4091,208
19145,15186,776,6764,855
19057,39329,2138,18186,763
19007,9422,410,4208,506
19157,19307,641,9151,458
19191,18138,693,8205,1069
19023,7942,108,3812,190
19087,17420,692,7330,2018
19053,6144,207,2857,128
19001,4866,160,2203,344
19079,14776,348,6923,418
19095,12256,238,5674,649
19119,6227,134,2989,104
19043,12919,247,5979,669
19117,7539,196,3406,440
19039,10277,389,4245,1387
19107,3371,71,1601,100
19165,12128,348,5789,167
19185,6518,199,2902,405
19115,8146,169,3217,1551
19121,14445,374,6906,182
19177,3044,71,1420,131
19085,7228,350,3297,269
,10379,241,5210,1
19105,13776,368,6190,984
19097,16861,499,8043,294
19129,12510,585,5863,166
19089,4720,175,2171,220
19071,3412,100,1607,98
