ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19169,32529,30927,1602
,4254,4254,0
19117,2956,2634,322
19049,29162,27659,1503
19153,166416,159027,7389
19087,6151,5391,760
19061,49766,48416,1350
19013,55398,50608,4790
19083,6218,5038,1180
19099,10149,9604,545
19147,2905,2817,88
19067,5704,4943,761
19109,5269,4889,380
19063,4369,4072,297
19127,10555,8035,2520
19081,2949,2373,576
19139,13378,9271,4107
19193,38349,34446,3903
19103,68998,65971,3027
19091,3744,3426,318
19101,6404,5650,754
19167,10115,7756,2359
19149,8597,5801,2796
19047,6249,4783,1466
19179,9507,9064,443
19163,63233,59057,4176
19171,6538,5594,944
19143,1375,1250,125
19055,4305,3661,644
19017,10400,9430,970
19065,9523,8690,833
19187,13781,12938,843
19021,8278,5118,3160
19035,4049,3871,178
19197,5360,3858,1502
19125,13110,9376,3734
19033,20130,18883,1247
19079,5632,5293,339
19155,37115,32794,4321
19113,90276,83325,6951
19029,9036,8776,260
19009,1828,1727,101
19129,4257,4165,92
19037,2543,2245,298
19027,8213,7419,794
19039,4637,3350,1287
19073,4027,3634,393
19181,12552,11976,576
19015,8578,8248,330
19095,4337,3860,477
19005,4957,4908,49
19041,7148,7066,82
19031,5171,4970,201
19137,3041,2531,510
19145,5628,5001,627
19057,14589,14022,567
19121,5202,5092,110
19059,6320,6176,144
19189,3564,3170,394
19105,4644,4039,605
19075,3968,3754,214
19115,4288,2795,1493
19107,1374,1274,100
19165,4836,4778,58
19157,7006,6832,174
19161,2806,2806,0
19003,1489,1488,1
19123,5645,5361,284
19069,3158,2971,187
19001,2159,1879,280
19045,12576,11497,1079
19175,3717,3571,146
19141,4653,4413,240
19053,2579,2474,105
19071,1416,1343,73
19111,10265,9056,1209
19183,5548,5145,403
19007,3975,3564,411
19133,1672,1567,105
19025,3576,3451,125
19077,3458,3284,174
19011,6381,6017,364
19097,6212,6070,142
19195,1383,1383,0
19043,5908,5316,592
19151,1562,1432,130
19131,3877,3813,64
19019,5149,4945,204
19159,1733,1733,0
19135,2789,2590,199
19119,2496,2471,25
19085,2775,2588,187
19191,6275,5599,676
19089,1599,1512,87
19093,1797,1371,426
19185,2838,2500,338
19051,4443,2843,1600
19023,3425,3322,103
19173,1951,1951,0
19177,1333,1254,79
