ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,528061,21136,247067,13189
19021,17980,638,6827,3591
19027,20770,502,9484,1125
19049,90388,3077,43088,2509
19181,35256,1143,16620,1037
19013,142256,4349,65742,6209
19033,52600,1824,24358,1983
19169,102484,4128,48148,2851
19195,3479,43,1719,1
19083,13755,214,6067,1347
19189,8436,219,3847,506
19155,96340,3812,43371,4869
19139,33135,1033,13493,4995
19009,4123,22,2000,101
19005,11435,290,5510,118
19099,29045,699,13696,1158
19103,186728,5585,88611,4308
19017,26059,766,12011,1275
19065,21188,455,9892,934
19061,122621,2939,58825,2228
19041,16797,453,8050,299
19147,6875,157,3269,155
19193,92714,3898,42148,4942
19003,3565,71,1647,10
19173,4504,77,2188,22
19175,10110,316,4786,318
19067,13791,252,6220,1082
19063,10161,551,4553,385
19035,9664,219,4575,288
19123,15612,462,7264,573
19183,15214,498,7077,551
19179,25516,774,11832,959
19073,9454,189,4341,509
19113,252801,7118,119020,8901
19019,12863,271,6128,342
19101,15980,574,7216,979
19127,30804,987,13493,2952
19109,12500,319,5823,499
19187,36172,1324,16619,1349
19037,5967,108,2761,345
19011,15621,348,7401,464
19045,35524,1540,16157,1598
19081,6744,74,2974,721
19131,9015,142,4344,165
19029,21159,431,10033,432
19135,6770,137,3147,306
19059,15632,460,7459,255
19159,4256,70,2061,6
19163,169791,6272,77987,6312
19125,28466,738,11769,4046
19149,17267,386,6931,2977
19015,23143,560,11030,577
19141,10979,238,5188,357
19091,8510,213,3874,400
19151,3966,63,1870,158
19055,10029,198,4543,780
19031,12734,229,6124,289
19167,22806,500,9808,2682
19143,3202,37,1493,181
19161,6589,88,3215,52
19069,7230,128,3419,255
19133,4492,78,2107,217
19075,9664,289,4476,411
19171,17725,528,8064,984
19137,7225,294,3165,581
19111,26511,809,11752,1960
19197,11486,259,4762,1722
19047,13887,319,5976,1592
19077,9058,168,4298,275
19093,3742,87,1576,506
19051,8205,162,3159,1667
19025,8460,78,4081,187
19145,14687,612,6598,848
19057,37593,1684,17569,725
19007,9102,257,4135,483
19157,18783,445,8999,431
19191,17464,473,7980,1062
19023,7870,86,3793,177
19087,16733,469,7134,1945
19001,4760,112,2181,333
19079,14421,221,6815,411
19095,12071,202,5614,621
19119,6090,106,2947,78
19043,12745,177,5928,667
19117,7335,143,3345,413
19039,9908,244,4141,1367
19107,3314,28,1594,100
19165,11759,251,5661,145
19185,6410,165,2876,385
19115,8011,143,3171,1534
19053,6020,159,2821,123
19177,3008,73,1407,119
19121,14095,282,6789,162
19085,7047,243,3268,255
,10375,244,5211,1
19105,13368,237,6088,906
19097,16346,294,7903,260
19129,12209,490,5770,150
19089,4552,109,2135,189
19071,3353,61,1597,98
