County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,67996,96538,3638,266001
Linn,29374,53684,4846,140492
Scott,21859,37987,2326,101054
Johnson,19319,45899,1985,113558
Dubuque,16977,29763,708,77158
Black Hawk,15962,34591,3729,89139
Dallas,13719,13931,1101,42021
Story,10937,20613,704,52745
Woodbury,10841,22832,2285,58344
Pottawattamie,10385,23080,4063,61491
Cerro Gordo,6701,13409,1037,34473
Webster,5691,8212,541,22653
Clinton,5676,6928,867,20419
Warren,4695,7769,188,20119
Des Moines,4498,10198,439,25184
Marion,4262,5671,3020,18601
Fayette,4029,4825,200,13853
Muscatine,3725,6056,3526,19382
Boone,3725,5023,184,13904
Jasper,3659,6496,219,16620
Marshall,3603,5270,1845,15949
Carroll,3504,4429,700,13071
Lee,3464,6249,969,17102
Bremer,3455,6752,249,17172
Poweshiek,3158,3590,91,10335
Wapello,3118,6150,118,15545
Cass,3020,5757,0,14561
Jefferson,2872,2984,585,9431
Sioux,2692,5449,1732,15325
Winneshiek,2627,3428,173,9667
Dickinson,2484,3996,0,10462
Washington,2371,3086,83,8622
Hamilton,2323,3072,295,8779
Mahaska,2288,3530,159,9501
Clay,2222,5029,25,12238
Plymouth,2204,4019,2540,12779
Madison,2192,3178,20,8568
Henry,2175,3339,282,9143
Page,2164,3382,198,9111
Hardin,1984,3128,809,9033
Crawford,1981,2979,1421,9346
Kossuth,1979,3208,0,8382
Mills,1975,2727,0,7435
Tama,1974,3970,722,10547
Greene,1971,1702,206,5582
Jackson,1945,4719,51,11410
Humboldt,1938,1675,299,5607
Floyd,1905,3091,370,8434
Iowa,1899,2988,0,7869
Clayton,1891,3643,209,9378
Buchanan,1852,3375,50,8639
Benton,1821,3797,193,9613
Cedar,1810,3476,195,8950
Shelby,1636,2950,33,7567
Union,1593,2219,0,6025
Appanoose,1549,2294,319,6440
Cherokee,1547,2381,125,6429
O'Brien,1541,2948,10,7456
Wright,1541,2447,1409,7823
Guthrie,1519,1970,138,5584
Jones,1519,2724,470,7478
Buena Vista,1517,3541,2661,11333
Winnebago,1432,1816,315,5383
Grundy,1409,2415,53,6296
Franklin,1384,1766,93,5003
Calhoun,1316,2264,91,5932
Allamakee,1308,3840,0,8975
Wayne,1292,1535,0,4365
Decatur,1246,1437,105,4200
Delaware,1239,2500,190,6421
Lucas,1218,1590,204,4593
Clarke,1176,2228,1213,6828
Emmet,1167,2670,242,6808
Davis,1050,1731,1477,5979
Louisa,983,1828,1389,6009
Harrison,964,1792,0,4548
Sac,964,1945,0,4855
Montgomery,962,1681,499,4816
Monroe,961,1719,169,4564
Mitchell,918,2962,0,6847
Lyon,847,1736,0,4315
Palo Alto,818,2101,0,5051
Adams,789,968,0,2723
Chickasaw,755,1732,293,4508
Hancock,701,1863,169,4593
Butler,677,2597,1,5875
Adair,652,1213,0,3063
Ringgold,617,1210,0,3048
Taylor,602,1442,0,3485
Howard,588,1157,87,2985
Pocahontas,540,908,105,2460
Audubon,482,1346,81,3255
Fremont,478,1016,14,2525
Van Buren,449,797,4,2046
Monona,424,1264,2,2939
Worth,424,1035,0,2490
Keokuk,416,975,0,2367
Osceola,389,938,120,2386
Ida,330,1089,0,2510
Out of State,259,4255,0,8390
