ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19021,9557,6270,3287
19153,233415,222286,11129
19183,7112,6612,500
19123,7395,6918,477
19127,14784,12150,2634
19181,16471,15578,893
19037,3015,2689,326
19013,67016,61178,5838
19155,44778,40030,4748
19069,3501,3271,230
19049,41717,39480,2237
19113,119216,111105,8111
19103,86877,82979,3898
19193,43666,39041,4625
19099,13820,12761,1059
19161,3227,3182,45
19157,8943,8543,400
19045,16141,14714,1427
19163,77472,71722,5750
19095,6001,5414,587
19083,7067,5777,1290
19017,12401,11240,1161
19169,47196,44627,2569
19059,7315,7100,215
19051,4740,3091,1649
19121,6714,6570,144
19055,5020,4292,728
19065,10427,9545,882
19139,17219,12483,4736
19115,4610,3093,1517
19171,8414,7450,964
19089,2142,1983,159
19119,2972,2902,70
19031,6169,5903,266
19081,3591,2885,706
19015,10810,10292,518
19027,9920,8867,1053
19189,4123,3641,482
19029,10084,9683,401
19033,24381,22686,1695
19011,7552,7110,442
19179,11644,11011,633
19053,2832,2714,118
19041,7875,7647,228
19167,11934,9343,2591
19109,5952,5486,466
19091,4105,3735,370
19087,8625,6824,1801
19191,8234,7281,953
19195,1654,1653,1
19063,4768,4411,357
19061,57703,55713,1990
19197,6072,4406,1666
19007,4427,3967,460
19079,6933,6535,398
19175,4730,4461,269
19141,5219,4904,315
19075,4670,4314,356
19009,2028,1927,101
19105,6532,5707,825
19145,7046,6294,752
19005,5461,5356,105
19125,15079,11098,3981
19057,16890,16217,673
19025,4220,4053,167
19019,6099,5801,298
19039,5233,3882,1351
19187,16861,15702,1159
19147,3297,3157,140
19077,4363,4128,235
19071,1655,1561,94
19149,9421,6547,2874
19185,3177,2807,370
19003,1596,1590,6
19173,2157,2141,16
19067,6951,5967,984
19129,5123,4984,139
19111,12711,10945,1766
19023,3929,3769,160
,5212,5211,1
19093,2004,1524,480
19165,5555,5446,109
19073,4561,4081,480
19035,4641,4399,242
19159,1978,1974,4
19097,7793,7553,240
19047,7174,5606,1568
19101,7601,6685,916
19137,3561,3003,558
19151,1956,1812,144
19135,3259,2987,272
19143,1593,1435,158
19133,2191,2009,182
19085,3432,3206,226
19131,4331,4197,134
19001,2381,2057,324
19117,3521,3145,376
19107,1646,1546,100
19043,6484,5840,644
19177,1492,1391,101
