RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,535924,25163,248001,14759
19059,17182,573,8152,305
19161,8423,283,3879,382
19027,20389,587,9360,1082
19013,128829,5230,58939,5721
19017,25022,813,11545,1119
19019,18954,678,8802,672
19103,181323,5494,85301,5227
19195,6376,199,2990,197
19033,44014,1747,20210,1847
19081,8586,266,3913,494
19169,103478,4053,48196,3033
19139,39422,1579,16768,4307
19165,11418,329,5415,259
19009,5501,153,2592,164
19191,20745,561,9630,924
19065,17913,660,8312,629
19061,105844,2942,50492,1918
19147,7577,246,3542,247
19183,20660,766,9568,758
19003,3262,123,1533,73
19173,4841,146,2305,85
19041,14168,490,6633,412
19125,27494,1146,12039,2270
19123,15485,657,6985,858
19157,18221,649,8541,490
19099,35340,1421,16112,1695
19073,8329,333,3725,546
19113,248303,8926,115137,9103
19049,101605,4208,47361,2675
19193,86514,4550,38610,4744
19171,16579,715,7479,906
19109,13183,436,6076,595
19187,33806,1426,15432,1516
19011,24332,941,11215,961
19141,11484,362,5279,564
19045,40249,1660,18513,1563
19067,13788,514,6329,616
19189,8883,295,3996,596
19131,8754,303,4110,231
19029,12590,385,5902,401
19135,5855,186,2653,363
19127,39795,1684,17596,2919
19063,7860,424,3554,328
19159,4325,119,2080,46
19163,152328,6654,70002,5670
19115,8531,348,3540,1103
19149,20277,730,8701,2145
19093,5326,198,2345,438
19015,28448,991,13308,841
19075,12703,532,5807,557
19091,7854,293,3580,401
19151,5835,176,2705,249
19055,14860,487,6741,891
19101,14550,649,6576,749
19005,11317,444,5317,239
19181,50612,2182,23442,1546
19025,9562,311,4432,387
19083,15172,549,6807,1009
19069,8837,349,4041,406
19023,14255,482,6643,487
19133,7548,247,3516,269
19085,11361,603,5188,382
19137,8892,441,3951,549
19111,26415,1075,11798,1744
19037,10441,338,4671,761
19197,11502,395,5067,973
19179,26641,1151,11496,2498
19121,14705,551,6884,386
19095,16763,581,7715,752
19143,4496,114,2071,240
19051,5497,205,2554,184
19047,13765,592,5900,1373
19155,80331,4033,37026,2246
19145,13174,619,6002,551
19043,13974,375,6500,599
19057,32684,1651,15021,991
19007,9495,423,4308,456
19107,7786,262,3600,324
19077,10556,403,4884,385
19129,12453,547,5801,304
19021,18210,1041,6954,3261
19087,16683,714,7132,1705
19053,5182,225,2349,259
19097,17462,536,8255,416
19079,15284,509,7026,723
19035,10067,390,4635,407
19001,5881,252,2645,339
19175,10535,454,4887,307
19167,23192,857,10277,1781
19089,7582,312,3378,514
19119,7072,163,3347,215
19185,4448,159,2047,195
19039,7929,378,3403,745
19117,6294,226,2818,432
19031,18545,561,8639,706
19071,5233,183,2425,200
19177,4716,187,2144,241
19105,20136,607,9208,1113
,70,6,30,4
