RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,538841,25008,249518,14797
19059,17270,561,8197,315
19161,8465,289,3896,384
19027,20468,587,9399,1083
19013,129513,5244,59268,5733
19017,25130,806,11600,1124
19019,19099,692,8866,675
19103,181958,5435,85639,5245
19195,6404,198,3004,198
19033,44256,1749,20326,1855
19081,8652,268,3942,500
19169,103885,4054,48390,3051
19139,39727,1581,16916,4314
19165,11473,338,5437,261
19009,5520,158,2599,164
19191,20842,581,9668,925
19065,17997,673,8347,630
19061,106247,2985,50666,1930
19147,7602,255,3549,249
19183,20755,741,9626,762
19003,3270,121,1538,73
19173,4851,150,2308,85
19041,14226,497,6658,413
19125,27652,1150,12114,2274
19123,15608,672,7039,858
19157,18331,654,8590,497
19099,35548,1392,16229,1698
19073,8371,325,3749,548
19113,249796,8522,116070,9134
19049,102113,4190,47615,2693
19193,87078,4576,38878,4746
19171,16645,712,7513,907
19109,13244,423,6110,601
19187,34057,1447,15546,1518
19011,24498,894,11320,964
19141,11537,362,5301,573
19045,40437,1620,18624,1569
19067,13926,469,6420,617
19189,8943,297,4024,598
19131,8800,300,4134,232
19029,12636,388,5923,402
19135,5870,187,2660,363
19127,40051,1683,17721,2926
19063,7906,411,3582,331
19159,4343,121,2088,46
19163,153086,6654,70368,5696
19115,8590,331,3576,1107
19149,20407,746,8758,2145
19093,5360,201,2359,441
19015,28579,987,13375,842
19075,12799,492,5874,559
19091,7901,290,3605,401
19151,5859,190,2709,251
19055,14985,505,6794,892
19101,14607,655,6601,750
19005,11352,448,5332,240
19181,50873,2141,23591,1550
19025,9605,304,4456,389
19083,15260,568,6840,1012
19069,8904,346,4075,408
19023,14305,486,6665,489
19133,7593,248,3538,269
19085,11423,609,5216,382
19137,8974,436,3994,550
19111,26600,1039,11901,1759
19037,10503,363,4687,766
19197,11568,408,5091,978
19179,26791,1162,11564,2501
19121,14761,555,6909,388
19095,16943,509,7837,760
19143,4507,114,2075,243
19051,5528,211,2565,187
19047,13856,595,5944,1373
19155,81105,4003,37424,2254
19145,13248,613,6042,551
19043,14018,369,6525,599
19057,32897,1624,15139,995
19007,9534,419,4329,457
19107,7834,253,3628,325
19077,10602,405,4906,385
19129,12750,532,5952,314
19021,18404,1097,7021,3265
19087,16789,716,7175,1723
19053,5218,229,2365,259
19097,17557,540,8300,417
19079,15373,505,7071,726
19035,10115,392,4658,407
19001,5898,251,2653,341
19175,10585,448,4915,307
19167,23279,874,10312,1781
19089,7646,324,3403,516
19119,7100,170,3357,216
19185,4492,173,2062,195
19039,8002,375,3441,745
19117,6338,225,2839,435
19031,18670,548,8707,708
19071,5294,190,2452,200
19177,4736,189,2151,245
19105,20232,597,9261,1113
,70,6,30,4
