RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,0.5293485201801041,244958,14508
19161,0.4328772760004115,3837,371
19027,0.5124721051326556,9267,1067
19013,0.48746456548907249,58291,5678
19017,0.49864336445614879,11389,1108
19019,0.4402833530106257,8658,665
19103,0.5947598253275109,84718,5174
19195,0.42528112721853408,2943,196
19033,0.5123203769140164,19929,1819
19081,0.4105362182502352,3874,490
19169,0.5226376432550429,47789,2968
19139,0.488374273392087,16560,4276
19165,0.49022175659158376,5366,249
19009,0.49909024745269289,2580,163
19191,0.5232854784653094,9542,919
19065,0.4499745547073791,8218,624
19061,0.5332285147619488,50009,1880
19147,0.42178708080126045,3505,243
19183,0.4655588436148418,9471,755
19003,0.43947806774014439,1511,72
19173,0.3868648913576213,2284,84
19041,0.4351273726273726,6559,410
19125,0.42498421195080146,11892,2240
19123,0.35007920343969226,6889,846
19157,0.48394941634241248,8477,478
19099,0.4736049482318139,15931,1680
19073,0.4747974797479748,3684,536
19113,0.5421162210087073,113900,9001
19049,0.5285544605309621,46767,2628
19193,0.414404453625845,37995,4733
19171,0.4927613622878842,7409,896
19109,0.4467022210220752,6034,583
19187,0.4665218360071301,15247,1503
19011,0.4704230844219146,11117,947
19141,0.4222351486948302,5251,556
19045,0.42751297680329106,18308,1541
19067,0.4384989131824575,6246,613
19189,0.4400231794475565,3963,593
19131,0.4062913281692802,4072,229
19029,0.48558741040822686,5841,392
19135,0.3864019722330349,2622,356
19127,0.5151515151515151,17405,2876
19063,0.4185490877497828,3527,327
19159,0.4288925214548427,2054,45
19115,0.41495242410512009,3489,1090
19163,0.43189374533805938,69115,5578
19149,0.42638122095563416,8592,2143
19059,0.4841812492756982,8059,297
19093,0.4014577259475219,2323,431
19015,0.5330487154074864,13154,830
19075,0.5105461085676913,5696,549
19091,0.41222012973425406,3541,399
19151,0.43934129022510956,2666,242
19055,0.4412439010052319,6618,888
19101,0.3956272205520634,6500,738
19005,0.39818806166435308,5213,237
19181,0.47868495705902927,23122,1514
19025,0.4911046752172114,4374,374
19083,0.45619138074320317,6728,957
19069,0.43545183714001986,3988,397
19023,0.4875683911628229,6564,476
19133,0.4322692977365061,3470,254
19085,0.3927681685529219,5137,381
19137,0.44892608651810025,3908,544
19111,0.39682681165879316,11637,1719
19037,0.4497611665130311,4611,756
19197,0.4748447699410922,5008,957
19179,0.39517858674826275,11339,2480
19121,0.43836454890439466,6784,378
19095,0.5177953534354919,7635,745
19143,0.38637126552534409,2063,239
19051,0.3005555555555556,2526,179
19047,0.4276456599286564,5827,1366
19145,0.4287416429469782,5929,548
19043,0.40150435922274776,6448,598
19057,0.40346960248415328,14766,956
19007,0.3788829872847256,4263,445
19107,0.3780011711887566,3558,315
19077,0.48779118720179628,4836,378
19129,0.398702759944404,5724,300
19021,0.5037716615698267,6827,3057
19087,0.4350506164177608,7020,1661
19053,0.32515883100381195,2305,254
19097,0.44107207160862185,8161,413
19155,0.41498401390468428,36444,2235
19079,0.5177689027279496,6938,711
19035,0.44450378282153987,4590,404
19001,0.41359060402684569,2621,337
19175,0.418593252185279,4830,294
19167,0.34210299813513125,10156,1768
19089,0.418541166193492,3326,507
19119,0.3005529561888558,3324,209
19185,0.34326967862133209,2020,191
19039,0.43491218733368816,3343,743
19117,0.3747674418604651,2795,428
19031,0.49621517152520536,8541,702
19071,0.37298850574712646,2397,199
19177,0.33532084043157298,2125,237
19105,0.49359315313572846,9103,1105
,,32,4
