County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,744658,65615,57260,640,562,78
Linn,313332,22611,20637,339,303,36
Scott,231542,21747,19928,247,223,24
Black Hawk,227607,17612,15566,312,288,24
Johnson,225985,15497,14439,85,77,8
Dubuque,204993,14824,13197,211,195,16
Story,170253,11480,10599,48,42,6
Woodbury,155438,16557,14964,230,211,19
Dallas,136190,12636,11123,99,85,14
Pottawattamie,126687,12348,11010,174,151,23
Marshall,86751,5242,4775,76,68,8
Cerro Gordo,83296,5977,5362,93,78,15
Warren,83178,6343,5705,91,81,10
Webster,72663,5448,5040,94,79,15
Clinton,69252,6100,5495,93,79,14
Des Moines,61243,5041,4561,71,59,12
Muscatine,60215,5219,4742,106,97,9
Lee,57979,4068,3730,56,43,13
Jasper,55312,4559,4127,72,67,5
Wapello,50417,4707,4194,122,118,4
Sioux,48352,5355,5084,74,71,3
Poweshiek,47922,1647,1529,36,33,3
Buena Vista,47093,4967,4217,40,36,4
Boone,46682,2873,2638,34,31,3
Marion,45253,3868,3580,76,65,11
Washington,44364,2740,2500,51,47,4
Bremer,42180,3016,2799,61,51,10
Winneshiek,42168,2063,1933,35,30,5
Plymouth,40521,4338,3935,81,73,8
Benton,40013,2762,2513,55,44,11
Carroll,38975,3079,2818,52,43,9
Henry,38777,3091,2896,37,36,1
Fayette,38391,1950,1815,43,38,5
Hardin,37644,2008,1823,44,34,10
Tama,34539,2247,2029,71,67,4
Buchanan,33614,2047,1884,33,27,6
Cedar,33609,2014,1883,23,21,2
Mahaska,33450,2432,2254,52,47,5
Clay,32727,2280,2133,27,22,5
Iowa,31478,1561,1471,24,22,2
Delaware,31142,2156,2059,43,38,5
Butler,31127,1753,1615,35,31,4
Crawford,29860,2930,2640,40,35,5
Dickinson,29074,2686,2445,44,38,6
Jones,28462,3138,2938,57,51,6
Kossuth,27891,2281,2100,66,57,9
Jackson,27850,2386,2193,42,39,3
O'Brien,27532,2153,1938,61,56,5
Floyd,27432,1814,1577,42,32,10
Clayton,27134,1798,1655,57,48,9
Hamilton,24588,2007,1760,51,46,5
Hancock,23248,1599,1457,34,27,7
Page,22767,2012,1914,22,20,2
Allamakee,22758,1585,1467,52,42,10
Madison,22458,1788,1617,19,15,4
Jefferson,22447,1457,1301,35,29,6
Harrison,22439,1934,1724,73,69,4
Mills,22301,1806,1608,24,21,3
Cherokee,22232,1696,1551,38,30,8
Sac,21869,1395,1290,20,19,1
Cass,21787,1474,1341,55,49,6
Wright,21773,1932,1816,40,33,7
Franklin,21600,1343,1190,23,21,2
Grundy,20266,1450,1337,33,27,6
Guthrie,20004,1319,1197,32,26,6
Palo Alto,19976,1193,1110,23,22,1
Calhoun,19709,1444,1375,13,12,1
Appanoose,19214,1469,1236,49,44,5
Mitchell,19118,1378,1232,43,40,3
Winnebago,19012,1560,1398,31,26,5
Monona,18904,889,801,31,29,2
Chickasaw,18735,1322,1231,17,14,3
Louisa,18514,1362,1241,49,42,7
Union,18449,1380,1254,35,27,8
Shelby,18237,1376,1278,37,33,4
Emmet,18111,1434,1300,41,39,2
Howard,17813,1101,1022,22,18,4
Lyon,17474,1595,1546,41,37,4
Keokuk,16577,1032,933,32,31,1
Humboldt,16181,1248,1168,26,23,3
Greene,15739,828,766,11,10,1
Montgomery,15056,1117,998,38,36,2
Pocahontas,14387,904,838,22,22,0
Clarke,14347,1071,980,24,22,2
Worth,14329,803,747,8,7,1
Audubon,13622,552,503,11,10,1
Ida,13201,1028,868,35,32,3
Adair,12789,993,838,32,22,10
Davis,11993,926,813,25,23,2
Decatur,10985,632,605,9,9,0
Ringgold,10623,582,540,24,18,6
Monroe,10371,1008,927,30,22,8
Lucas,10118,807,755,23,18,5
Osceola,9746,816,774,16,13,3
Taylor,9451,689,652,12,10,2
Van Buren,9113,589,543,18,15,3
Pending Investigation,8130,980,943,0,0,0
Fremont,8020,664,620,9,7,2
Wayne,7766,585,518,23,18,5
Adams,6191,355,339,4,4,0
