ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19015,20440,1185,9454,409
19029,19896,608,9382,311
19165,10890,355,5204,80
19193,81079,4851,36214,4212
19169,87963,8371,39226,2096
19049,75563,6400,34358,1764
19153,436634,41305,193137,9203
19013,125676,6946,56633,5222
19135,6096,223,2808,228
19097,15170,471,7266,184
19103,164902,11522,75136,3451
19187,31823,2053,14280,961
19063,9585,658,4251,326
19059,14309,592,6771,168
19127,26098,1777,10918,2548
19109,11337,486,5209,381
19185,6115,238,2716,349
19155,83905,6064,36177,4543
19113,217698,17092,97265,7382
19033,46486,2695,21189,1352
19009,3931,63,1885,101
19163,146673,10373,65059,4906
19057,33128,2191,15153,598
19039,8993,290,3692,1310
19125,25950,1126,10418,3848
19111,23267,1115,10220,1449
19117,6712,222,3023,350
19131,8421,226,4035,108
19173,4303,130,2072,9
19139,28512,1846,11100,4341
19017,23522,1282,10585,1080
19171,15120,1085,6559,956
19197,10254,369,4175,1554
19025,8219,203,3925,150
19035,8937,358,4181,210
19041,15329,640,7295,136
19095,11315,300,5244,511
19195,3252,126,1565,0
19067,12540,538,5562,862
19145,12982,1163,5581,645
19161,6466,152,3132,34
19027,18797,786,8457,951
19115,7602,227,2950,1498
19021,15641,763,5805,3179
19091,7978,311,3597,334
19045,29951,2155,13261,1194
19087,14768,939,6158,1463
19137,6529,388,2792,527
19089,4076,175,1891,135
19191,14953,1012,6561,802
19065,19939,653,9208,848
19031,11870,393,5632,238
19037,5629,179,2576,305
19043,12301,324,5661,616
19083,12608,436,5453,1212
19099,25011,1915,11253,775
19079,13303,474,6153,373
19157,16845,900,7874,246
19167,20828,927,8703,2478
19141,10003,357,4682,274
19055,9089,442,3998,675
19005,10749,453,5107,78
19181,31312,2409,14178,729
19061,112097,4682,52962,1690
19019,11736,418,5544,234
19123,13931,795,6368,354
19183,13382,934,5992,454
19149,15848,502,6242,2827
19147,6433,215,3032,119
19189,7692,288,3475,429
19121,13060,612,6136,128
19051,7812,169,2992,1629
19179,22175,1354,10119,478
19105,11736,725,5118,724
19093,3455,142,1427,461
19047,12599,410,5332,1501
19073,8706,350,3922,438
19129,10268,735,4703,108
19085,6660,418,3014,204
19175,8926,477,4169,197
,8451,248,4254,0
19001,4380,199,1972,299
19069,6737,217,3153,204
19133,3910,292,1757,116
19075,8870,327,4135,265
19003,3408,115,1557,2
19071,3164,129,1477,82
19011,14476,597,6731,404
19077,8123,350,3780,197
19119,5757,260,2729,42
19007,8500,388,3799,426
19023,7657,168,3684,113
19101,14019,938,6123,829
19159,3950,135,1882,3
19081,6118,366,2570,613
19143,2936,95,1356,129
19053,5692,197,2648,110
19107,3104,114,1445,100
19177,2896,105,1350,90
19151,3725,119,1732,140
