RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,496603,19134,232351,12767
19161,7960,145,3740,335
19027,19399,368,9017,997
19013,120161,3559,55634,5334
19017,23522,624,10932,1034
19019,17559,445,8245,624
19195,5941,115,2823,180
19033,40950,1206,19042,1660
19081,8091,135,3751,454
19169,98595,3355,46274,2692
19139,36783,1143,15878,3884
19165,10832,218,5197,220
19009,5250,83,2509,149
19191,19775,437,9231,876
19103,174143,4530,82436,4741
19065,16893,430,7948,567
19061,100705,1911,48539,1716
19147,7182,185,3389,219
19183,19456,528,9117,694
19193,79005,3040,35740,4485
19003,3065,78,1464,59
19173,4561,99,2195,72
19041,13335,324,6313,385
19125,25575,694,11381,2119
19123,14370,431,6576,787
19157,17248,448,8176,448
19099,32940,953,15213,1561
19073,7837,216,3556,509
19113,233784,6400,109566,8252
19171,15576,451,7142,841
19109,12549,325,5838,548
19187,31501,946,14600,1355
19011,22844,589,10682,891
19045,37357,1058,17440,1419
19067,12884,350,6012,510
19189,8414,218,3811,574
19131,8214,149,3934,197
19029,11872,275,5623,351
19135,5492,136,2520,316
19049,94719,3029,44679,2332
19127,37026,1247,16606,2567
19063,7486,337,3419,311
19159,4104,73,1996,39
19115,7852,210,3309,1024
19163,141762,4780,65905,5172
19149,19027,482,8233,2079
19059,16308,426,7809,264
19093,4995,120,2239,397
19015,26731,715,12643,730
19141,10933,225,5097,514
19075,11865,311,5544,466
19091,7369,160,3428,353
19151,5480,115,2577,211
19055,13935,304,6398,835
19101,13626,479,6220,707
19005,10592,293,5040,219
19181,47235,1536,22199,1301
19025,9032,187,4256,333
19083,14284,275,6549,911
19069,8272,208,3849,366
19023,13422,306,6345,426
19133,7166,143,3401,221
19085,10661,361,4975,350
19137,8325,277,3762,524
19111,24463,670,11143,1507
19197,10764,234,4815,900
19179,24646,745,10784,2333
19121,13697,355,6509,324
19143,4307,78,2010,209
19051,5138,137,2423,155
19047,12722,314,5548,1312
19145,12395,447,5708,532
19043,13419,232,6309,569
19057,29928,1110,13970,878
19007,8907,244,4125,413
19107,7316,158,3430,298
19077,9939,278,4665,331
19129,11719,392,5526,275
19021,16375,592,6405,2973
19087,15432,438,6724,1546
19079,14309,316,6663,667
19035,9467,220,4445,357
19001,5579,152,2555,317
19037,9801,208,4457,679
19095,15810,411,7358,683
19167,21738,487,9801,1649
19089,7044,164,3212,456
19119,6761,109,3241,170
19185,4201,109,1963,166
19039,7260,222,3169,700
19097,16466,306,7894,372
19155,74101,2723,34635,2108
19117,5922,142,2698,384
19031,17502,412,8215,660
19175,9819,299,4632,256
19071,4982,124,2330,198
19053,4793,129,2219,226
19177,4418,114,2053,198
19105,19070,371,8843,1013
,86,4,38,6
