County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,221478,41848,35725,413,376,37
Linn,95872,16743,14969,249,233,16
Scott,70500,14265,12205,152,144,8
Johnson,65383,11253,9968,47,43,4
Black Hawk,57598,12870,11403,220,207,13
Woodbury,50056,12378,10972,168,155,13
Dubuque,48126,10709,9588,139,131,8
Story,45984,8062,7194,31,27,4
Dallas,43686,8016,6811,67,57,10
Pottawattamie,39809,8385,7055,98,89,9
Warren,22463,3854,3094,34,32,2
Cerro Gordo,19898,4361,3812,62,51,11
Webster,18576,4459,3844,64,57,7
Clinton,17895,4156,3555,55,49,6
Muscatine,17584,3597,3122,75,68,7
Des Moines,17398,3574,3100,35,32,3
Marshall,16963,4043,3634,57,54,3
Jasper,14558,2924,2369,54,52,2
Wapello,13761,3153,2677,92,90,2
Sioux,13356,4368,3906,44,43,1
Lee,13027,2897,2375,25,21,4
Buena Vista,12905,3742,3225,26,23,3
Marion,12537,2736,2176,49,42,7
Plymouth,11335,3369,2965,53,47,6
Boone,10959,1943,1536,15,13,2
Benton,10371,1996,1770,38,34,4
Pending Investigation,9928,759,396,0,0,0
Washington,9652,1900,1540,28,27,1
Carroll,9631,2396,2061,31,25,6
Bremer,9530,2273,2071,44,40,4
Henry,9200,2492,2171,27,27,0
Dickinson,8723,1728,1501,20,18,2
Mahaska,8485,1758,1338,35,32,3
Jones,8226,2599,2418,48,47,1
Winneshiek,8014,1396,1102,18,16,2
Buchanan,7669,1459,1262,17,16,1
Crawford,7414,2134,1847,22,19,3
Fayette,7387,1429,1128,19,18,1
Cedar,7351,1403,1170,19,18,1
Jackson,7340,1788,1589,29,28,1
Tama,6966,1764,1546,56,54,2
Poweshiek,6920,1218,1051,24,22,2
Clay,6906,1555,1300,13,10,3
Hardin,6880,1464,1263,26,24,2
Wright,6845,1539,1348,18,16,2
Iowa,6628,1147,1015,21,20,1
Delaware,6604,1643,1482,32,31,1
Mills,6603,1294,1132,15,14,1
Kossuth,6402,1567,1293,32,31,1
Floyd,6354,1291,1136,34,26,8
Hamilton,6206,1493,1234,24,24,0
Jefferson,6139,1042,797,20,19,1
Madison,5971,983,781,8,7,1
Clayton,5704,1409,1193,46,39,7
Butler,5660,1298,1103,23,20,3
O'Brien,5580,1603,1406,53,49,4
Union,5559,1035,867,19,19,0
Harrison,5424,1458,1139,58,55,3
Cass,5182,1064,848,39,37,2
Page,5098,1375,1247,14,13,1
Winnebago,5029,1108,964,28,23,5
Allamakee,4956,1191,922,26,22,4
Cherokee,4955,1261,1011,22,20,2
Hancock,4866,1188,942,24,19,5
Appanoose,4829,977,844,36,36,0
Grundy,4681,1103,900,18,14,4
Guthrie,4669,961,804,23,18,5
Mitchell,4645,1057,861,30,30,0
Calhoun,4580,1174,1103,9,9,0
Louisa,4515,1079,906,24,20,4
Sac,4464,1046,919,14,14,0
Chickasaw,4372,1048,931,11,10,1
Shelby,4298,957,809,25,25,0
Franklin,4196,922,765,17,16,1
Emmet,4166,1022,826,27,26,1
Humboldt,3955,984,833,18,15,3
Clarke,3802,697,520,6,6,0
Lyon,3801,1265,1095,25,23,2
Palo Alto,3736,823,701,8,8,0
Howard,3568,743,580,17,13,4
Montgomery,3528,770,533,15,14,1
Greene,3509,648,553,7,7,0
Keokuk,3343,797,690,25,25,0
Monona,3086,553,475,16,15,1
Lucas,3068,590,358,8,8,0
Worth,3007,534,405,3,2,1
Pocahontas,3007,727,607,12,12,0
Adair,2968,614,477,17,13,4
Decatur,2771,430,358,4,4,0
Monroe,2681,687,464,17,16,1
Ida,2659,701,570,29,28,1
Davis,2620,651,534,20,19,1
Van Buren,2217,458,404,11,10,1
Fremont,2215,473,406,5,3,2
Taylor,2131,547,481,9,7,2
Audubon,2076,385,313,7,7,0
Osceola,2040,616,559,8,7,1
Ringgold,1949,367,269,8,7,1
Wayne,1837,388,313,21,17,4
Adams,1290,269,194,2,2,0
