County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,71790,114038,6700,307702
Linn,31992,62042,6658,161539
Johnson,21706,50676,2675,126057
Scott,19989,44935,3915,114743
Dubuque,17101,34840,1076,87782
Black Hawk,16633,39781,4480,100969
Dallas,13984,17657,1464,50018
Woodbury,11901,24485,2745,63168
Story,11567,23943,924,60246
Pottawattamie,8879,26932,4293,68017
Cerro Gordo,5888,15969,1133,38918
Warren,5433,8886,471,23365
Webster,5360,9514,829,25243
Marshall,4749,6030,2508,19275
Clinton,4666,8696,1041,23138
Des Moines,4293,11525,533,27777
Muscatine,4161,7164,4098,22615
Jasper,3803,7397,495,18831
Carroll,3674,5064,768,14567
Marion,3590,7039,3676,21332
Poweshiek,3198,4356,138,11935
Boone,3058,6331,279,15941
Wapello,2970,7227,435,17858
Lee,2945,7345,1151,18979
Bremer,2901,8011,952,19848
Jefferson,2573,3568,754,10467
Winneshiek,2539,3932,513,10951
Cass,2530,7170,228,17124
Sioux,2508,6331,2333,17509
Mahaska,2408,4100,249,10857
Madison,2307,3816,78,10014
Fayette,2271,6968,808,16991
Washington,2250,3792,380,10210
Dickinson,2212,4646,115,11617
Tama,2212,4462,940,11973
Iowa,2176,3166,466,8969
Hamilton,2154,3788,324,10086
Greene,2068,2035,335,6440
Jackson,2059,4955,122,12077
Henry,1966,4125,554,10788
Page,1924,3889,626,10326
Plymouth,1905,4508,2778,13703
Humboldt,1874,1921,315,6052
Mills,1829,3140,85,8199
Hardin,1776,3701,1142,10303
Shelby,1755,3513,38,8829
Cedar,1731,3839,201,9587
Emmet,1729,2929,296,7954
Buchanan,1714,3926,190,9736
Benton,1681,4413,356,10870
Union,1583,2645,114,6927
Buena Vista,1582,4149,3140,13099
Jones,1567,3198,605,8606
Crawford,1562,3761,1458,10545
Clay,1548,5913,50,13376
Floyd,1523,3795,714,9814
Clayton,1502,4302,568,10663
Kossuth,1458,3921,374,9667
Guthrie,1348,2484,176,6480
Lucas,1334,1827,306,5266
Grundy,1268,2812,200,7097
Delaware,1212,2807,571,7390
Cherokee,1192,3014,170,7383
Winnebago,1184,2273,387,6131
Allamakee,1120,4170,45,9488
O'Brien,1092,3636,225,8595
Wayne,1089,1846,332,5115
Harrison,1082,1934,187,5136
Appanoose,1080,2901,374,7266
Davis,1054,2011,1577,6654
Montgomery,1000,1856,499,5213
Wright,956,3230,1480,8874
Decatur,954,1853,105,4753
Franklin,897,2319,175,5706
Butler,896,2792,65,6545
Clarke,878,2836,1249,7780
Monroe,829,2035,199,5091
Sac,823,2401,0,5626
Louisa,806,2188,1493,6649
Lyon,783,1951,25,4706
Calhoun,752,2947,100,6752
Mitchell,717,3350,0,7429
Palo Alto,703,2359,82,5536
Chickasaw,684,1953,298,4882
Howard,655,1284,87,3298
Hancock,621,2040,552,5251
Adams,555,1201,0,2988
Pocahontas,549,1203,130,3084
Taylor,485,1622,0,3759
Adair,476,1450,253,3628
Ringgold,464,1476,0,3437
Audubon,437,1451,96,3434
Van Buren,413,914,62,2302
Monona,400,1373,105,3236
Worth,396,1159,0,2710
Keokuk,394,1077,100,2648
Fremont,378,1139,71,2728
Osceola,332,1039,120,2530
Ida,272,1183,361,3001
Out of State,257,4255,0,8398
