ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,252145,239885,12260
19021,10176,6617,3559
19027,10445,9348,1097
19049,44439,42016,2423
19181,17329,16365,964
19013,70177,64065,6112
19033,25657,23798,1859
19169,49985,47240,2745
19195,1699,1698,1
19083,7309,5983,1326
19189,4291,3791,500
19155,47254,42417,4837
19139,18135,13247,4888
19009,2096,1995,101
19005,5562,5450,112
19099,14587,13450,1137
19103,91124,86978,4146
19017,13016,11797,1219
19065,10678,9769,909
19061,60157,58028,2129
19041,8208,7944,264
19147,3369,3222,147
19193,45813,41011,4802
19003,1644,1636,8
19173,2189,2169,20
19175,4992,4695,297
19067,7156,6128,1028
19063,4878,4500,378
19035,4782,4518,264
19123,7681,7143,538
19183,7496,6955,541
19179,12420,11543,877
19073,4806,4305,501
19113,125199,116633,8566
19019,6348,6022,326
19101,8045,7089,956
19127,15875,13056,2819
19109,6193,5714,479
19187,17664,16362,1302
19037,3064,2727,337
19011,7777,7316,461
19045,17268,15739,1529
19081,3676,2958,718
19131,4452,4297,155
19029,10344,9916,428
19135,3381,3094,287
19059,7595,7352,243
19159,2045,2040,5
19163,82419,76290,6129
19125,15590,11568,4022
19149,9765,6827,2938
19015,11429,10879,550
19141,5429,5091,338
19091,4208,3827,381
19151,1999,1851,148
19055,5214,4457,757
19031,6330,6050,280
19167,12271,9637,2634
19143,1634,1472,162
19161,3256,3206,50
19069,3629,3385,244
19133,2299,2098,201
19075,4835,4442,393
19171,8985,8001,984
19137,3687,3112,575
19111,13389,11506,1883
19197,6425,4713,1712
19047,7434,5850,1584
19077,4510,4251,259
19093,2035,1544,491
19051,4827,3168,1659
19025,4249,4072,177
19145,7312,6511,801
19057,17924,17210,714
19007,4562,4085,477
19157,9288,8864,424
19191,8797,7792,1005
19023,3942,3774,168
19087,8905,7015,1890
19001,2492,2161,331
19079,7139,6733,406
19095,6173,5558,615
19119,2998,2924,74
19043,6564,5904,660
19117,3683,3287,396
19039,5427,4064,1363
19107,1675,1575,100
19165,5721,5590,131
19185,3229,2852,377
19115,4680,3154,1526
19053,2905,2787,118
19177,1512,1401,111
19121,6886,6731,155
19085,3488,3243,245
,5212,5211,1
19105,6873,5986,887
19097,8065,7807,258
19129,5834,5689,145
19089,2257,2075,182
19071,1682,1584,98
