County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,750336,65707,57425,642,563,79
Linn,316008,22683,20732,340,304,36
Scott,234191,21755,20022,249,225,24
Black Hawk,230364,17773,15636,315,291,24
Johnson,228028,15526,14490,85,77,8
Dubuque,205954,14845,13248,211,195,16
Story,171083,11490,10636,48,42,6
Woodbury,156592,16559,14996,230,211,19
Dallas,137116,12643,11148,99,85,14
Pottawattamie,127295,12371,11028,175,152,23
Marshall,87768,5254,4788,76,68,8
Cerro Gordo,84402,5999,5400,97,80,17
Warren,83828,6356,5721,92,82,10
Webster,73438,5475,5042,94,79,15
Clinton,69751,6095,5513,93,79,14
Des Moines,62087,5058,4596,73,61,12
Muscatine,60795,5231,4763,106,97,9
Lee,58802,4087,3753,57,44,13
Jasper,55674,4565,4136,73,67,6
Wapello,50832,4715,4202,122,118,4
Sioux,48561,5358,5090,74,71,3
Poweshiek,48121,1651,1539,36,33,3
Buena Vista,47370,4974,4222,40,36,4
Boone,46944,2872,2651,34,31,3
Marion,45514,3868,3590,76,65,11
Washington,44727,2747,2507,51,47,4
Bremer,42768,3028,2806,62,52,10
Winneshiek,42526,2075,1937,35,30,5
Plymouth,40738,4343,3944,81,73,8
Benton,40353,2775,2521,55,44,11
Carroll,39260,3084,2820,52,43,9
Henry,39116,3108,2902,37,36,1
Fayette,38630,1956,1817,43,38,5
Hardin,37875,2012,1828,44,34,10
Tama,34828,2253,2036,71,67,4
Cedar,33950,2018,1886,23,21,2
Buchanan,33929,2058,1890,34,27,7
Mahaska,33671,2438,2264,51,46,5
Clay,32888,2281,2134,27,22,5
Iowa,31690,1562,1478,24,22,2
Delaware,31349,2158,2064,43,38,5
Butler,31328,1760,1621,35,31,4
Crawford,30027,2930,2643,41,35,6
Dickinson,29217,2687,2450,44,38,6
Jones,28682,3142,2953,57,51,6
Kossuth,28101,2286,2102,66,57,9
Jackson,28079,2389,2208,42,39,3
Floyd,27787,1819,1583,42,32,10
O'Brien,27610,2154,1941,61,56,5
Clayton,27389,1799,1658,57,48,9
Hamilton,24720,2012,1765,51,46,5
Hancock,23509,1602,1463,34,27,7
Allamakee,22939,1588,1470,52,42,10
Page,22931,2012,1921,22,20,2
Jefferson,22747,1460,1305,35,29,6
Madison,22652,1789,1627,19,15,4
Harrison,22491,1937,1725,73,69,4
Mills,22407,1809,1608,24,21,3
Cherokee,22351,1701,1552,38,30,8
Sac,21992,1395,1291,20,19,1
Wright,21890,1936,1822,40,33,7
Cass,21856,1477,1341,55,49,6
Franklin,21766,1346,1197,23,21,2
Grundy,20385,1454,1337,33,27,6
Guthrie,20096,1317,1200,32,26,6
Palo Alto,20083,1196,1110,23,22,1
Calhoun,19836,1444,1375,13,12,1
Mitchell,19387,1378,1232,43,40,3
Appanoose,19374,1470,1238,49,44,5
Winnebago,19203,1560,1406,31,26,5
Monona,19016,898,808,31,29,2
Chickasaw,18883,1321,1233,17,14,3
Louisa,18774,1365,1247,49,42,7
Union,18555,1383,1260,35,27,8
Shelby,18320,1379,1280,37,33,4
Emmet,18189,1438,1309,41,39,2
Howard,17931,1102,1023,22,18,4
Lyon,17593,1602,1549,41,37,4
Keokuk,16716,1039,934,32,31,1
Humboldt,16287,1247,1170,26,23,3
Greene,15834,830,770,11,10,1
Montgomery,15116,1116,999,38,36,2
Worth,14620,806,750,8,7,1
Pocahontas,14466,902,839,22,22,0
Clarke,14439,1074,982,24,22,2
Audubon,14010,553,505,11,10,1
Ida,13268,1029,874,35,32,3
Adair,12859,996,842,32,22,10
Davis,12079,927,823,25,23,2
Decatur,11026,634,608,9,9,0
Ringgold,10703,582,540,24,18,6
Monroe,10452,1011,927,32,24,8
Lucas,10195,807,759,23,18,5
Osceola,9789,816,774,17,14,3
Taylor,9512,690,654,12,10,2
Van Buren,9229,590,546,18,15,3
Pending Investigation,8113,985,948,0,0,0
Fremont,8056,663,621,9,7,2
Wayne,7821,585,520,23,18,5
Adams,6242,357,342,4,4,0
