Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.16652989449003517,American Indian or Alaska Native
Asian,0.3685612049596405,Asian
Black,0.1924983412044807,Black
Native Hawaiian or Other Pacific Islander,0.33805162364696086,Native Hawaiian or Other Pacific Islander
Other Race,0.5119220703692934,Other Race
White,0.4121626537207773,White
