County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,743808,65602,57233,639,561,78
Linn,313049,22610,20631,339,303,36
Scott,231087,21731,19919,247,223,24
Black Hawk,227402,17602,15558,312,288,24
Johnson,225786,15499,14430,85,77,8
Dubuque,204843,14820,13196,211,195,16
Story,170131,11472,10593,48,42,6
Woodbury,155224,16547,14959,230,211,19
Dallas,136087,12629,11119,99,85,14
Pottawattamie,126579,12351,11003,174,151,23
Marshall,86709,5239,4774,76,68,8
Cerro Gordo,83131,5977,5347,93,78,15
Warren,83123,6345,5701,91,81,10
Webster,72619,5441,5037,94,79,15
Clinton,69097,6095,5487,93,79,14
Des Moines,61139,5041,4556,71,59,12
Muscatine,60139,5219,4738,106,97,9
Lee,57928,4068,3728,56,43,13
Jasper,55261,4559,4127,72,67,5
Wapello,50376,4705,4192,122,118,4
Sioux,48326,5351,5083,74,71,3
Poweshiek,47912,1649,1526,36,33,3
Buena Vista,47063,4970,4217,40,36,4
Boone,46653,2870,2631,34,31,3
Marion,45208,3868,3579,76,65,11
Washington,44321,2742,2500,51,47,4
Bremer,42151,3015,2799,61,51,10
Winneshiek,42145,2060,1934,35,30,5
Plymouth,40495,4337,3935,81,73,8
Benton,39973,2759,2512,55,44,11
Carroll,38930,3081,2817,52,43,9
Henry,38723,3095,2895,37,36,1
Fayette,38370,1949,1815,43,38,5
Hardin,37580,2008,1820,44,34,10
Tama,34519,2246,2028,71,67,4
Cedar,33589,2015,1880,23,21,2
Buchanan,33565,2047,1882,33,27,6
Mahaska,33437,2433,2253,51,46,5
Clay,32640,2279,2133,27,22,5
Iowa,31449,1561,1471,24,22,2
Delaware,31109,2155,2057,43,38,5
Butler,31092,1755,1615,35,31,4
Crawford,29844,2929,2631,40,35,5
Dickinson,29057,2685,2445,44,38,6
Jones,28447,3140,2938,57,51,6
Kossuth,27847,2283,2100,66,57,9
Jackson,27831,2388,2193,42,39,3
O'Brien,27517,2153,1937,61,56,5
Floyd,27386,1813,1574,42,32,10
Clayton,27098,1799,1652,57,48,9
Hamilton,24572,2007,1758,51,46,5
Hancock,23199,1599,1455,34,27,7
Page,22758,2012,1914,22,20,2
Allamakee,22738,1585,1465,52,42,10
Madison,22438,1788,1615,19,15,4
Harrison,22430,1935,1723,73,69,4
Jefferson,22375,1457,1300,35,29,6
Mills,22284,1803,1608,24,21,3
Cherokee,22179,1696,1551,38,30,8
Sac,21862,1396,1289,20,19,1
Cass,21775,1477,1341,55,49,6
Wright,21752,1931,1815,40,33,7
Franklin,21568,1342,1189,23,21,2
Grundy,20251,1451,1335,33,27,6
Guthrie,19965,1315,1196,32,26,6
Palo Alto,19957,1195,1109,23,22,1
Calhoun,19696,1442,1375,13,12,1
Appanoose,19200,1469,1234,49,44,5
Mitchell,19094,1377,1232,43,40,3
Winnebago,18982,1558,1397,31,26,5
Monona,18887,889,801,31,29,2
Chickasaw,18712,1316,1231,17,14,3
Louisa,18500,1362,1242,49,42,7
Union,18420,1381,1254,35,27,8
Shelby,18229,1376,1278,37,33,4
Emmet,18099,1437,1299,41,39,2
Howard,17793,1098,1022,22,18,4
Lyon,17463,1595,1544,41,37,4
Keokuk,16569,1033,932,32,31,1
Humboldt,16165,1245,1167,26,23,3
Greene,15723,829,766,11,10,1
Montgomery,15036,1116,997,38,36,2
Pocahontas,14384,903,837,22,22,0
Clarke,14328,1070,980,24,22,2
Worth,14308,803,746,8,7,1
Audubon,13618,553,499,11,10,1
Ida,13186,1028,867,35,32,3
Adair,12782,993,838,32,22,10
Davis,11983,924,813,25,23,2
Decatur,10974,631,605,9,9,0
Ringgold,10605,582,540,24,18,6
Monroe,10346,1008,926,30,22,8
Lucas,10108,808,755,23,18,5
Osceola,9743,817,774,16,13,3
Taylor,9438,690,652,12,10,2
Van Buren,9097,590,544,18,15,3
Pending Investigation,8106,981,942,0,0,0
Fremont,8017,662,618,9,7,2
Wayne,7757,585,517,23,18,5
Adams,6187,354,338,4,4,0
