RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19027,17927,666,8184,890
19171,13987,756,6261,712
19157,15175,1031,6920,305
19061,91847,3538,43511,1305
19051,4652,241,2153,108
19063,6912,434,3117,245
19009,4832,144,2280,127
19057,26311,1623,12022,649
19099,27975,2522,12200,1069
19103,154358,9590,70342,4008
19169,85458,7208,38124,2010
19113,200211,15182,89033,6943
19153,411777,40031,181164,9432
19195,5399,260,2503,134
19193,69795,4013,30939,3897
19011,20396,1157,9238,767
19155,61063,5913,26671,1814
19043,12714,376,5922,494
19181,40347,3493,17983,876
19177,4083,198,1867,151
19015,22922,1627,10394,513
19149,17272,647,7358,1912
19125,22597,1470,9620,1892
19137,7556,395,3346,463
19097,15173,541,7179,274
19013,105604,6107,47516,4463
19075,10837,524,4987,341
19163,121317,7600,54899,3932
19049,78998,7104,35061,1817
19147,6669,251,3125,169
19187,27587,1869,12378,981
19023,12283,555,5703,318
19091,6825,262,3126,311
19047,11425,472,4874,1203
19085,9770,573,4451,297
19033,36283,1969,16569,1180
19089,6443,312,2879,378
19073,6965,383,3082,418
19041,12138,487,5685,284
19167,19916,904,8761,1492
19069,7500,344,3434,288
19083,12999,542,5854,749
19037,9045,357,4058,572
19139,31911,2081,13262,3297
19029,10785,492,5014,269
19079,12654,848,5608,584
19065,15600,677,7222,476
19197,9646,417,4223,785
19017,21188,1143,9577,886
19121,12106,780,5545,244
19151,5068,237,2323,185
19059,15200,591,7209,198
19109,11379,548,5200,427
19191,17745,937,8056,703
19001,4944,235,2225,253
19175,8777,506,4049,172
19031,15560,875,7064,558
19005,9777,525,4547,160
19095,14230,660,6515,542
19119,6411,232,3022,135
19189,7693,328,3444,475
19127,31039,2531,13150,2202
19007,8087,445,3650,340
19141,10113,377,4652,430
19093,4567,193,2011,348
19087,13550,874,5802,1099
19179,21589,1259,9205,1923
19105,16517,1459,7127,804
19145,11066,914,4893,389
19129,9941,735,4495,215
19111,21507,1258,9618,1012
19067,11567,627,5299,341
19077,8758,539,3986,252
19143,3968,130,1844,151
19101,11910,836,5255,564
19035,8869,363,4097,314
19019,15845,813,7274,486
19021,14339,742,5482,2631
19135,4976,219,2252,255
19081,7310,343,3309,349
19071,4530,237,2069,156
19107,6648,299,3055,241
19025,8146,667,3616,254
19183,17264,996,7853,570
19165,10076,331,4783,172
19053,4400,251,1979,190
19115,6976,367,2846,923
19003,2784,158,1300,32
19173,4263,161,2026,51
19045,32116,2406,14324,1062
19131,7441,390,3468,115
19123,12758,736,5702,619
19117,5271,263,2342,324
19055,12762,553,5746,723
19133,6556,368,3022,144
19159,3770,147,1796,30
19161,7515,244,3496,278
,76,6,33,6
19185,3832,243,1725,140
19039,6361,338,2690,638
