County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,599727,59163,49237,570,507,63
Linn,256461,20805,18702,320,288,32
Black Hawk,190769,16393,14364,295,275,20
Johnson,186181,13970,12671,76,71,5
Scott,183265,18533,16483,215,198,17
Dubuque,165535,13656,11901,199,186,13
Story,143778,10399,9190,46,40,6
Woodbury,127064,15174,13266,215,199,16
Dallas,113327,11551,9644,93,82,11
Pottawattamie,105689,10915,9428,149,132,17
Marshall,72759,5024,4459,73,65,8
Cerro Gordo,68633,5390,4836,84,71,13
Warren,66214,5662,4860,79,71,8
Webster,61950,5236,4762,88,74,14
Clinton,54907,5481,4765,87,76,11
Des Moines,49868,4624,4095,61,53,8
Lee,48020,3767,3413,55,42,13
Muscatine,47513,4587,3988,93,84,9
Jasper,45195,4229,3549,68,63,5
Wapello,41070,4437,3704,112,108,4
Buena Vista,40574,4765,4001,37,34,3
Boone,39515,2637,2328,30,28,2
Sioux,38202,4990,4613,69,66,3
Marion,36645,3642,3245,73,63,10
Washington,36323,2552,2297,48,44,4
Poweshiek,35893,1562,1428,30,28,2
Bremer,33866,2856,2546,56,48,8
Plymouth,33807,3998,3534,79,71,8
Benton,32684,2586,2213,54,44,10
Winneshiek,32529,1914,1720,30,26,4
Henry,32438,2939,2719,37,36,1
Carroll,32304,2885,2577,48,41,7
Fayette,30878,1873,1710,36,33,3
Hardin,30315,1834,1614,39,33,6
Tama,29161,2156,1899,68,65,3
Mahaska,27139,2268,2054,46,41,5
Cedar,26938,1815,1598,23,21,2
Buchanan,26801,1882,1680,30,26,4
Iowa,26132,1473,1328,23,21,2
Butler,26072,1681,1527,32,28,4
Clay,26011,1982,1787,25,20,5
Crawford,24347,2783,2414,36,31,5
Delaware,23966,1912,1789,40,35,5
Jones,22855,2958,2772,55,51,4
Dickinson,22840,2229,1917,40,34,6
Jackson,22804,2228,2020,39,36,3
O'Brien,22698,1987,1703,58,54,4
Kossuth,22630,2100,1863,57,51,6
Floyd,22570,1649,1414,41,31,10
Clayton,21907,1686,1534,54,46,8
Hamilton,21303,1926,1659,42,41,1
Mills,19412,1646,1435,20,17,3
Wright,19041,1815,1680,31,26,5
Hancock,18884,1480,1326,32,27,5
Page,18853,1874,1749,19,18,1
Allamakee,18802,1504,1322,48,38,10
Cass,18637,1375,1177,52,47,5
Harrison,18541,1802,1572,70,66,4
Cherokee,18269,1575,1387,37,29,8
Madison,18263,1601,1368,18,14,4
Jefferson,18186,1393,1243,34,28,6
Franklin,17768,1195,1056,20,19,1
Sac,17540,1277,1142,18,18,0
Grundy,17185,1403,1252,31,26,5
Calhoun,16421,1352,1254,11,11,0
Monona,16096,825,728,29,27,2
Palo Alto,16032,1072,953,22,20,2
Guthrie,15959,1181,1048,28,23,5
Appanoose,15869,1395,1138,47,43,4
Mitchell,15642,1328,1155,40,38,2
Chickasaw,15594,1263,1163,15,13,2
Winnebago,15508,1400,1236,31,26,5
Louisa,15387,1294,1154,47,40,7
Union,15268,1272,1145,31,26,5
Howard,14979,1042,939,22,18,4
Shelby,14662,1241,1090,34,31,3
Emmet,14630,1228,1092,40,38,2
Humboldt,13847,1190,1085,25,22,3
Keokuk,13800,993,875,29,29,0
Lyon,13430,1470,1392,41,37,4
Greene,13276,783,711,10,10,0
Montgomery,12741,1044,920,36,34,2
Pending Investigation,12731,1015,855,0,0,0
Clarke,12058,1017,884,21,21,0
Pocahontas,11692,855,788,19,19,0
Worth,11141,706,641,8,7,1
Adair,11140,935,733,31,22,9
Ida,10746,948,765,32,30,2
Audubon,10624,495,441,9,8,1
Davis,9630,841,719,23,22,1
Decatur,9142,589,530,9,9,0
Ringgold,8798,530,475,20,17,3
Monroe,8629,945,838,28,21,7
Lucas,8269,758,669,21,17,4
Taylor,7603,664,618,12,10,2
Van Buren,7527,563,515,18,15,3
Osceola,7290,709,647,15,13,2
Fremont,6504,589,532,9,7,2
Wayne,5379,517,416,21,17,4
Adams,4815,329,313,4,4,0
