RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,504093,18599,236164,13166
19161,8012,152,3761,338
19027,19540,403,9066,1005
19013,121661,3600,56330,5401
19017,23786,606,11064,1052
19019,17834,406,8397,634
19195,6012,113,2855,189
19033,41542,1169,19327,1719
19081,8175,149,3782,462
19169,99408,3349,46655,2749
19139,37319,1188,16049,4033
19165,10944,229,5244,227
19009,5281,75,2526,154
19191,19981,408,9340,893
19103,175518,4495,83082,4859
19065,17048,439,8010,589
19061,101449,1923,48877,1772
19147,7268,173,3435,225
19183,19666,550,9203,710
19193,80409,3119,36335,4620
19003,3089,71,1478,62
19173,4602,96,2215,76
19041,13477,317,6380,400
19125,25866,724,11503,2136
19123,14561,439,6657,808
19157,17416,442,8260,454
19099,33382,913,15441,1587
19073,7918,214,3595,514
19113,236374,6333,110802,8437
19049,95924,2990,45273,2388
19171,15723,476,7199,849
19109,12668,322,5892,562
19187,31886,1019,14741,1385
19011,23052,581,10785,901
19045,38001,1273,17638,1452
19067,13026,329,6080,537
19189,8494,219,3847,581
19131,8296,147,3971,207
19029,11991,280,5678,355
19135,5549,127,2549,324
19127,37564,1194,16868,2634
19063,7553,349,3445,314
19159,4136,76,2009,42
19115,7958,238,3339,1042
19163,143661,4777,66811,5262
19149,19233,490,8317,2109
19059,16450,433,7872,273
19093,5052,112,2267,406
19015,27018,730,12770,748
19141,11027,220,5142,523
19075,11951,317,5578,478
19091,7441,169,3454,364
19151,5536,112,2603,218
19055,14073,296,6465,847
19101,13785,483,6295,712
19005,10673,293,5075,230
19181,47735,1502,22442,1349
19025,9112,196,4286,344
19083,14405,274,6603,925
19069,8348,198,3888,374
19023,13560,283,6418,441
19133,7201,144,3411,235
19085,10757,355,5020,362
19137,8402,297,3789,527
19111,24790,656,11289,1556
19197,10883,263,4855,910
19179,25006,704,10960,2382
19121,13885,386,6581,337
19143,4350,76,2027,220
19051,5177,148,2433,163
19047,12897,306,5635,1321
19145,12502,454,5755,538
19043,13502,233,6343,583
19057,30370,1177,14153,887
19007,8991,248,4162,419
19107,7399,157,3470,302
19077,10030,275,4708,339
19129,11825,382,5582,279
19021,16646,610,6516,3004
19087,15630,468,6782,1598
19079,14460,348,6718,676
19035,9563,234,4479,371
19001,5615,156,2569,321
19037,9887,192,4501,693
19095,15989,401,7443,702
19167,21966,490,9899,1678
19089,7152,152,3265,470
19119,6814,113,3263,175
19185,4234,120,1971,172
19039,7368,256,3202,708
19097,16611,334,7950,377
19155,75106,2651,35161,2133
19117,5993,137,2728,400
19031,17691,414,8305,667
19175,9948,302,4688,270
19071,5018,130,2345,198
19053,4866,135,2249,233
19177,4464,119,2068,209
19105,19229,362,8917,1033
,89,7,38,6
