County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,22116,249159,13457,533496
Linn,7475,119749,9029,254741
Scott,6519,78628,6396,171403
Johnson,5719,89025,4344,187758
Black Hawk,4538,66254,6263,143512
Story,4277,48423,2920,103238
Woodbury,4204,42493,4992,93757
Pottawattamie,4038,43660,4918,97196
Dallas,3336,43398,2564,91312
Dubuque,3151,59107,2254,123422
Cerro Gordo,1969,24506,2013,53071
Des Moines,1790,17699,731,37971
Clinton,1631,16322,1623,35975
Webster,1476,16730,1377,36590
Warren,1233,16723,1060,35568
Muscatine,1083,13601,5032,33436
Marshall,1024,13640,2983,31160
Lee,923,11832,2015,26837
Marion,842,11844,4043,28720
Wapello,836,11931,980,25796
Bremer,800,12089,1292,26270
Jasper,722,13802,1166,29287
Buena Vista,655,6924,3601,18201
Page,620,6644,851,14789
Jefferson,593,7277,987,16127
Boone,584,11145,581,23396
Emmet,553,4571,387,10202
Carroll,549,9539,1137,20939
Sioux,545,9860,2710,22983
Tama,535,8105,984,17818
Washington,516,7134,555,15350
Winneshiek,515,8034,1063,17616
Henry,513,7184,1962,16895
Clay,502,8091,312,16940
Dickinson,502,7513,260,15787
Mills,502,5795,155,12276
Mahaska,490,7313,584,15749
Fayette,486,9936,942,21312
Cass,477,10058,438,21261
Poweshiek,471,9043,443,18907
Plymouth,427,6970,2990,17397
Crawford,369,6012,1592,14009
Benton,355,7432,466,15693
Union,351,4814,327,10212
Jackson,344,7940,263,16470
Grundy,333,4501,433,9778
Buchanan,327,6149,343,12961
Kossuth,327,5865,502,12596
Montgomery,310,3182,584,7281
Allamakee,298,5527,119,11479
Appanoose,292,4150,486,9170
Floyd,289,6254,1123,13937
Madison,285,6815,167,14159
Hardin,277,6083,1347,13850
Wright,276,4778,1731,11545
Clarke,271,4159,1365,9970
Shelby,266,5690,149,11836
O'Brien,261,5214,361,11057
Jones,260,6107,933,13456
Winnebago,258,3866,510,8516
Hamilton,250,6845,411,14511
Cedar,248,6142,290,12789
Out of State,243,5211,1,10378
Harrison,239,3277,257,7063
Humboldt,227,3882,410,8550
Cherokee,221,4610,301,9747
Delaware,214,4561,783,10083
Iowa,208,5632,627,12118
Greene,200,4351,515,9490
Guthrie,189,4319,279,9125
Clayton,189,5936,669,12775
Monroe,178,3158,306,6833
Davis,178,3184,1670,8269
Wayne,174,2885,393,6445
Palo Alto,172,3276,161,6912
Decatur,167,2829,123,6045
Lucas,163,3370,425,7416
Franklin,157,3433,258,7289
Mitchell,153,4364,170,9072
Louisa,149,3182,1541,8044
Howard,119,2138,189,4568
Lyon,116,2956,79,6119
Adair,114,2189,335,4780
Chickasaw,113,2770,351,5996
Sac,93,3216,54,6598
Calhoun,88,4084,190,8478
Butler,88,3798,178,7884
Ida,87,1582,506,3754
Ringgold,86,2070,6,4290
Taylor,85,2197,24,4532
Monona,83,2110,219,4506
Van Buren,76,1410,126,3024
Hancock,74,2984,719,6761
Adams,73,1652,10,3577
Pocahontas,68,1879,161,3992
Fremont,65,1600,98,3363
Worth,47,1724,1,3493
Osceola,42,1495,184,3214
Audubon,37,2000,101,4138
Keokuk,34,1596,100,3324
