County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,49562,88524,1159,229188
Linn,25582,45991,3529,120083
Scott,21613,29265,1186,82266
Johnson,15684,42263,383,101045
Black Hawk,15494,29074,2442,76298
Dubuque,13816,24269,320,62658
Story,11667,16641,396,45217
Pottawattamie,10050,19430,3806,53537
Woodbury,9871,19409,1345,49581
Dallas,8271,12265,1057,33286
Cerro Gordo,7101,10907,1019,29802
Clinton,5402,5617,169,16799
Webster,5352,6307,499,18455
Fayette,4879,2974,200,11008
Cass,4408,3368,0,11150
Marion,4292,4350,2718,15691
Des Moines,4211,8686,299,21708
Warren,4175,6508,101,17007
Lee,4117,4987,258,14510
Muscatine,4037,4499,1293,14322
Marshall,3829,4003,1778,13577
Bremer,3590,5718,110,15095
Wapello,3225,5070,0,13368
Boone,3205,4308,97,11869
Jasper,2931,5922,101,14629
Jefferson,2902,2348,95,7693
Winneshiek,2771,2750,1,8267
Allamakee,2762,2075,0,6912
Sioux,2525,4695,1340,13252
Mitchell,2401,1471,0,5344
Clay,2377,4348,0,10997
Henry,2346,2540,104,7547
Poweshiek,2274,3180,0,8551
Hamilton,2229,2540,0,7323
Clarke,2187,913,1107,5101
Dickinson,2153,3325,0,8789
Benton,2135,3120,0,8379
Mahaska,2117,2806,0,7719
Clayton,2070,2898,0,7864
Emmet,2060,1467,1,5017
Madison,2048,2483,0,7014
Washington,2038,2468,1,6971
Kossuth,1981,2582,0,7139
Carroll,1974,3867,600,10332
Tama,1916,3048,651,8591
Appanoose,1881,1627,0,5123
Floyd,1876,2617,145,7240
Hardin,1840,2523,142,7016
Shelby,1819,2298,33,6444
Buchanan,1765,2734,0,7220
Crawford,1762,2493,1267,8004
Page,1759,3071,95,7987
Cedar,1751,2806,0,7359
Wright,1693,1939,1323,6870
Mills,1670,2177,0,6019
Calhoun,1606,1718,0,5040
Buena Vista,1548,3016,2438,10081
Grundy,1526,1964,0,5456
O'Brien,1504,2624,0,6761
Decatur,1471,925,0,3293
Franklin,1450,1425,0,4295
Plymouth,1439,3786,2512,11523
Union,1396,1786,0,4967
Jackson,1308,4343,0,9986
Davis,1307,1250,1477,5273
Cherokee,1302,2177,80,5734
Jones,1301,2383,0,6112
Guthrie,1283,1644,0,4555
Delaware,1265,1941,100,5243
Winnebago,1248,1383,0,4010
Lucas,1241,1150,96,3628
Palo Alto,1236,1497,0,4230
Louisa,1073,1590,1389,5628
Wayne,1062,1356,0,3775
Lyon,1052,1294,0,3636
Humboldt,1025,1200,0,3425
Sac,1024,1673,0,4370
Harrison,943,1564,0,4072
Iowa,921,2552,0,6023
Butler,918,2178,0,5276
Adams,856,753,0,2359
Adair,854,852,0,2542
Greene,837,1320,100,3578
Chickasaw,828,1282,0,3388
Taylor,819,1139,0,3095
Monroe,777,1424,99,3717
Hancock,736,1497,0,3727
Ringgold,694,980,0,2640
Montgomery,673,1446,99,3664
Audubon,617,993,0,2603
Howard,599,921,0,2439
Monona,487,1017,1,2515
Fremont,477,805,0,2087
Osceola,459,804,0,2068
Pocahontas,455,908,95,2365
Worth,453,856,0,2161
Van Buren,447,627,0,1700
Ida,420,898,0,2220
Keokuk,402,787,0,1975
Out of State,293,4254,0,8358
