County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,957218,84734,70816,739,651,88
Linn,415535,31784,27166,403,362,41
Black Hawk,296728,22422,19362,363,332,31
Scott,296224,26761,23700,276,249,27
Johnson,293259,19399,17271,101,92,9
Dubuque,256577,17767,14820,232,211,21
Story,206079,13952,12345,53,47,6
Woodbury,195218,21087,17890,245,226,19
Dallas,173962,15900,13366,108,94,14
Pottawattamie,156674,16112,13602,202,175,27
Marshall,119817,6967,6044,88,77,11
Cerro Gordo,108652,7716,6514,113,96,17
Warren,105903,8552,7201,97,87,10
Webster,98948,7360,6573,116,95,21
Clinton,88801,7658,6440,104,89,15
Lee,85000,6131,5401,97,81,16
Des Moines,81091,7372,6309,97,83,14
Muscatine,79062,6858,6039,115,106,9
Jasper,72016,6324,5431,82,75,7
Wapello,66035,6553,5362,139,134,5
Boone,61036,3845,3262,37,34,3
Marion,60456,5425,4710,92,77,15
Washington,60003,3948,3418,57,53,4
Sioux,59183,5970,5453,77,73,4
Poweshiek,58893,2278,1940,41,38,3
Buena Vista,57206,5745,4790,47,42,5
Bremer,57071,3780,3336,68,58,10
Benton,53331,3897,3312,57,45,12
Hardin,52714,2907,2505,51,39,12
Fayette,52572,2772,2339,52,46,6
Henry,51856,4167,3628,49,46,3
Winneshiek,50528,2461,2211,39,32,7
Plymouth,48290,5020,4415,88,80,8
Carroll,47281,3722,3285,53,44,9
Cedar,45277,2669,2338,27,25,2
Buchanan,44697,2969,2544,39,32,7
Tama,44443,2840,2482,76,72,4
Mahaska,42743,3486,2881,58,53,5
Clay,41981,2987,2630,35,30,5
Iowa,41907,2236,1905,29,27,2
Delaware,39965,2706,2407,49,43,6
Butler,39100,2221,1930,39,33,6
Jones,36747,3920,3433,61,54,7
Crawford,36434,3714,3280,47,41,6
Clayton,35673,2334,1991,58,49,9
Kossuth,35514,2907,2570,74,65,9
Floyd,35282,2509,2020,46,35,11
Dickinson,34897,3264,2822,52,46,6
Jackson,34334,2924,2566,46,42,4
O'Brien,33641,2487,2095,63,58,5
Hamilton,32449,2629,2175,56,51,5
Jefferson,32283,2240,1863,40,33,7
Page,30536,2664,2288,28,25,3
Hancock,29730,2021,1729,39,31,8
Cass,29686,2229,1694,59,53,6
Cherokee,28943,2096,1828,45,34,11
Madison,28598,2386,2048,25,21,4
Allamakee,28579,2044,1810,54,44,10
Mills,28496,2248,1899,29,25,4
Franklin,28139,1812,1537,28,25,3
Wright,27501,2576,2263,45,37,8
Harrison,27211,2386,2044,78,73,5
Calhoun,27036,1963,1776,16,15,1
Sac,27011,1714,1493,25,23,2
Grundy,25961,1789,1602,37,31,6
Appanoose,25886,2069,1597,51,46,5
Palo Alto,25368,1511,1343,32,31,1
Guthrie,25297,1675,1452,34,28,6
Mitchell,25295,1810,1523,43,40,3
Winnebago,24889,2038,1755,33,27,6
Louisa,24749,1812,1614,52,45,7
Union,23831,1757,1515,38,30,8
Shelby,23764,1902,1601,41,37,4
Monona,23556,1187,999,39,37,2
Chickasaw,23497,1708,1466,18,14,4
Howard,22594,1389,1181,23,19,4
Lyon,22502,1972,1795,42,38,4
Keokuk,21840,1502,1268,35,34,1
Emmet,21773,1800,1533,46,43,3
Humboldt,21089,1787,1562,27,23,4
Greene,20988,1260,1065,17,16,1
Montgomery,19437,1592,1290,42,40,2
Worth,19170,1182,1006,8,7,1
Clarke,18784,1513,1319,29,27,2
Pocahontas,18295,1196,1021,24,24,0
Audubon,17876,711,600,14,13,1
Davis,17349,1260,1063,25,23,2
Ida,16790,1334,1087,41,37,4
Adair,15244,1208,963,35,25,10
Decatur,14299,856,773,13,13,0
Lucas,14203,1180,1029,24,18,6
Monroe,13906,1428,1209,37,27,10
Ringgold,13448,706,619,28,22,6
Osceola,13097,1000,849,17,14,3
Van Buren,13029,892,761,21,18,3
Taylor,12263,842,747,13,11,2
Wayne,11371,813,663,24,19,5
Fremont,9973,937,780,11,9,2
Adams,8357,544,457,7,5,2
Unknown,6330,73,0,0,0,0
