RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,208320,197745,10575
19161,3843,3559,284
19027,9287,8364,923
19013,54321,49617,4704
19017,10873,9943,930
19019,8084,7560,524
19195,2768,2614,154
19033,18602,17250,1352
19081,3885,3493,392
19169,43193,40869,2324
19139,17428,13983,3445
19165,5070,4885,185
19009,2451,2319,132
19191,9270,8477,793
19103,77337,73121,4216
19065,7897,7407,490
19061,46383,44913,1470
19147,3388,3201,187
19183,8800,8200,600
19193,36271,32187,4084
19003,1372,1332,40
19173,2118,2065,53
19041,6153,5842,311
19071,2308,2140,168
19057,13210,12483,727
19141,5210,4763,447
19021,8438,5772,2666
19113,102128,94843,7285
19047,6253,5027,1226
19163,61696,57339,4357
19037,4787,4176,611
19125,12109,10108,2001
19043,6520,6001,519
19025,4276,4005,271
19107,3409,3154,255
19073,3620,3169,451
19175,4399,4188,211
19155,31376,29455,1921
19171,7251,6511,740
19181,20448,19407,1041
19049,40194,38169,2025
19091,3515,3185,330
19067,5945,5541,404
19187,13885,12844,1041
19023,6300,5939,361
19179,11589,9611,1978
19087,7391,6117,1274
19015,11730,11126,604
19127,16522,14246,2276
19123,6615,5936,679
19157,7788,7425,363
19099,14249,13046,1203
19105,8826,7956,870
19189,4059,3535,524
19167,10580,9059,1521
19031,7989,7394,595
19029,5463,5168,295
19093,2429,2070,359
19117,2762,2413,349
19059,7552,7339,213
19011,10426,9638,788
19001,2554,2280,274
19133,3277,3124,153
19055,6668,5903,765
19121,6134,5862,272
19109,5779,5338,441
19045,16689,15525,1164
19135,2580,2304,276
19085,4941,4637,304
19101,6074,5458,616
19079,6680,6064,616
19077,4417,4138,279
19035,4522,4193,329
19075,5592,5202,390
19143,2048,1878,170
19005,4894,4706,188
19131,3817,3665,152
19149,9482,7541,1941
19137,3923,3437,486
19097,7704,7392,312
19115,3932,2974,958
19119,3234,3089,145
19197,5193,4357,836
19129,5027,4785,242
19063,3454,3191,263
19159,1873,1839,34
19151,2578,2389,189
19053,2239,2027,212
19089,3398,2995,403
19069,3880,3567,313
19095,7266,6689,577
19177,2077,1912,165
19083,6847,6038,809
19145,5715,5319,396
19039,3461,2812,649
19111,11264,10064,1200
19051,2343,2214,129
19007,4098,3733,365
19185,1912,1763,149
,41,35,6
